,I,J,x,Q2,Elab,target,curent,lepton beam,units,theta,sigma(pb/sr/GeV per nucleon),*epsilon,*y,obs,*value,%stat,%syst,%dST_u,%dSR_u,%dSY_c,%dSE_c,%*dRC_c,%1dN1_c,%2dN1_c,%3dN1_c,%4dN1_c,%5dN1_c,%6dN1_c,%7dN1_c,%8dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%*norm_c
170,171,2,0.337,5.674,13.32,d,e,NC,1,18.02,1890.0,0.566699504356572,0.674013660867147,sig_r,0.20614918493133,1.3,1.4,0.8,1.0,0.4,0.6,0.436610842593827,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
171,172,2,0.29,5.118,13.32,d,e,NC,1,18.02,2218.0,0.521092112876379,0.705957334564339,sig_r,0.232549165601062,1.3,1.4,0.9,1.0,0.4,0.4,0.514143408110156,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
172,173,2,0.257,4.696,13.32,d,e,NC,1,18.02,2487.0,0.484667915058077,0.730202353089905,sig_r,0.250376088207804,1.5,1.5,1.1,1.0,0.4,0.3,0.576064544401269,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
173,174,2,0.233,4.37,13.32,d,e,NC,1,18.02,2706.0,0.455498887558403,0.748931917164158,sig_r,0.262200349999223,1.8,1.6,1.5,1.0,0.4,0.1,0.625651891150714,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
174,175,2,0.204,3.938,13.32,d,e,NC,1,18.02,2891.0,0.415518211359148,0.77375146219507,sig_r,0.264736106822966,1.7,1.8,1.4,1.0,0.4,0.0,0.693619040689448,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
175,176,2,0.177,3.526,13.32,d,e,NC,1,18.02,3244.0,0.376050336359586,0.797421954215291,sig_r,0.276424463838548,1.7,2.2,1.4,1.0,0.4,-0.2,0.760714428188704,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
176,177,2,0.161,3.267,13.32,d,e,NC,1,18.02,3439.0,0.350608670575516,0.812302190703731,sig_r,0.278143406402505,2.6,2.4,2.4,0.9,0.4,-0.3,0.803965260021622,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
177,178,2,0.146,3.021,13.32,d,e,NC,1,18.02,3705.0,0.326018562322443,0.826435542735223,sig_r,0.282671346520982,2.6,2.7,2.4,0.9,0.4,-0.3,0.845768444051848,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
178,179,2,0.121,2.572,13.32,d,e,NC,1,18.02,3963.0,0.280140671992947,0.852231782825221,sig_r,0.268631195960436,2.1,2.7,1.9,0.9,0.4,-0.5,0.92376085761199,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
179,180,2,0.108,2.334,13.32,d,e,NC,1,18.02,4185.0,0.255340577084322,0.865905513652436,sig_r,0.262381329134165,3.5,2.5,3.4,0.9,0.4,-0.6,0.965921018956652,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
180,181,2,0.098,2.146,13.32,d,e,NC,1,18.02,4766.0,0.235534201606561,0.876706611952925,sig_r,0.278707748598397,2.8,2.3,2.6,0.9,0.4,-0.7,0.999591857268845,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
181,182,2,0.088,1.96,13.32,d,e,NC,1,18.02,5188.0,0.215763113658016,0.887392804952346,sig_r,0.279804415153863,6.0,2.5,5.9,0.9,0.4,-0.7,1.03320270678137,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
182,183,2,0.789,13.363,17.027,d,e,NC,1,18.02,47.71,0.736960676981042,0.530164081231596,sig_r,0.0111625167045638,2.3,3.1,1.8,1.5,1.8,2.3,0.147166849132229,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
183,184,2,0.701,12.528,17.027,d,e,NC,1,18.02,107.6,0.706918879870277,0.559522233755102,sig_r,0.0254702659868666,2.0,2.7,1.6,1.2,1.2,2.1,0.198237904220529,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
184,185,2,0.621,11.693,17.027,d,e,NC,1,18.02,201.3,0.674472858789218,0.588880386278609,sig_r,0.0477582269693311,1.8,2.4,1.4,1.1,0.8,1.9,0.253396140058329,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
185,186,2,0.55,10.858,17.027,d,e,NC,1,18.02,333.1,0.639602929671943,0.618238538802115,sig_r,0.0787123798103594,1.7,2.2,1.4,1.0,0.7,1.6,0.312675019557697,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
186,187,2,0.469,9.809,17.027,d,e,NC,1,18.02,505.1,0.592363908044405,0.655120816643024,sig_r,0.117021566054826,1.5,2.0,1.1,1.0,0.5,1.3,0.392981356324512,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
187,188,2,0.416,9.06,17.027,d,e,NC,1,18.02,674.8,0.556321497448759,0.681455255253929,sig_r,0.152422984141697,1.5,1.9,1.1,1.0,0.5,1.1,0.454253454337109,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
188,189,2,0.357,8.144,17.027,d,e,NC,1,18.02,848.4,0.509684415229594,0.713661324369537,sig_r,0.183615928584385,1.6,1.8,1.3,1.0,0.5,0.9,0.533536494109691,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
189,190,2,0.309,7.322,17.027,d,e,NC,1,18.02,1073.0,0.465517361187658,0.742562403859743,sig_r,0.220818565614163,1.5,1.8,1.2,1.0,0.4,0.6,0.608620485980981,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
190,191,2,0.273,6.682,17.027,d,e,NC,1,18.02,1245.0,0.429679530834313,0.765064460883748,sig_r,0.242815153653878,2.0,1.8,1.8,1.0,0.4,0.5,0.669544797581669,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
191,192,2,0.251,6.264,17.027,d,e,NC,1,18.02,1374.0,0.405618253062016,0.779761116877551,sig_r,0.257568865943495,2.1,1.8,1.9,1.0,0.4,0.3,0.710448969794572,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
192,193,2,0.224,5.718,17.027,d,e,NC,1,18.02,1478.0,0.373445697738649,0.798958184276156,sig_r,0.261603234512272,1.7,1.9,1.4,1.0,0.4,0.2,0.765142313844297,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
193,194,2,0.196,5.138,17.027,d,e,NC,1,18.02,1653.0,0.338395722789675,0.81935067345416,sig_r,0.271270392074444,1.7,2.0,1.4,1.0,0.4,0.0,0.824727271257553,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
194,195,2,0.171,4.594,17.027,d,e,NC,1,18.02,1822.0,0.304756722372531,0.838477421924564,sig_r,0.274930107797368,2.3,2.3,2.1,0.9,0.4,-0.1,0.881913571966697,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
195,196,2,0.153,4.176,17.027,d,e,NC,1,18.02,1929.0,0.278441873818297,0.853174077918368,sig_r,0.270842199350266,2.9,2.7,2.7,0.9,0.4,-0.3,0.926648814508895,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
196,197,2,0.134,3.718,17.027,d,e,NC,1,18.02,2161.0,0.249177801637829,0.869277112476171,sig_r,0.277075202130384,3.1,3.2,3.0,0.9,0.4,-0.4,0.97639773721569,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
197,198,2,0.118,3.341,17.027,d,e,NC,1,18.02,2446.0,0.224776802213869,0.882532230441874,sig_r,0.285580286963118,3.6,3.6,3.5,0.9,0.4,-0.5,1.01787943623642,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
198,199,2,0.105,3.012,17.027,d,e,NC,1,18.02,2525.0,0.203270498713147,0.894099694130776,sig_r,0.269935162461506,3.2,3.7,3.1,0.9,0.4,-0.6,1.05444015218765,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
199,200,2,0.086,2.506,17.027,d,e,NC,1,18.02,2730.0,0.169844724827949,0.911890382965381,sig_r,0.249498629697645,8.1,3.3,8.0,0.9,0.4,-0.7,1.11126396779249,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
200,201,2,0.464,2.009,4.506,d,e,NC,1,26.015,8896.0,0.719849692078182,0.511719734251788,sig_r,0.162608525471544,1.7,1.0,1.4,1.0,0.5,-0.4,0.176255523467091,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
201,202,2,0.388,1.826,4.506,d,e,NC,1,26.015,10750.0,0.678493090455903,0.556197229837613,sig_r,0.200840464255259,1.7,1.0,1.4,1.0,0.4,-0.5,0.246561746224965,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
202,203,2,0.324,1.644,4.506,d,e,NC,1,26.015,12390.0,0.632136631038332,0.600431678999472,sig_r,0.232513467641144,1.8,1.0,1.5,1.0,0.4,-0.6,0.325367727234836,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
203,204,2,0.268,1.461,4.506,d,e,NC,1,26.015,13850.0,0.580175889735363,0.644909174585297,sig_r,0.25541248266251,1.8,1.1,1.5,1.0,0.4,-0.7,0.413700987449883,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
204,205,2,0.219,1.278,4.506,d,e,NC,1,26.015,15110.0,0.522854670480914,0.689386670171123,sig_r,0.267218622967288,1.5,1.2,1.1,1.0,0.4,-0.8,0.511147060182446,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
205,206,2,0.177,1.096,4.506,d,e,NC,1,26.015,16220.0,0.460648703334401,0.733621119332981,sig_r,0.268799708225768,1.8,1.4,1.5,0.9,0.4,-0.9,0.616897204331518,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
206,207,2,0.139,0.913,4.506,d,e,NC,1,26.015,17630.0,0.393123393609346,0.778098614918807,sig_r,0.263447943326862,2.2,2.0,2.0,0.9,0.4,-1.0,0.731690230864112,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
207,208,2,0.586,4.08,6.711,d,e,NC,1,26.015,1421.0,0.68169027465925,0.552948768319659,sig_r,0.0876916495318156,2.0,1.0,1.7,1.0,0.6,0.0,0.241126533079276,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
208,209,2,0.503,3.74,6.711,d,e,NC,1,26.015,1992.0,0.643325564129953,0.590203037626354,sig_r,0.123500158712604,2.0,1.0,1.7,1.0,0.5,-0.1,0.306346540979079,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
209,210,2,0.415,3.323,6.711,d,e,NC,1,26.015,2793.0,0.591142337719755,0.635894303217212,sig_r,0.171020496526196,1.6,1.0,1.3,1.0,0.5,-0.3,0.395058025876417,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
210,211,2,0.366,3.06,6.711,d,e,NC,1,26.015,3266.0,0.555312914676076,0.664711576239744,sig_r,0.196209967198143,2.1,1.1,1.9,1.0,0.4,-0.4,0.45596804505067,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
211,212,2,0.319,2.788,6.711,d,e,NC,1,26.015,3776.0,0.515904958564258,0.694514991685101,sig_r,0.219615830776953,1.6,1.2,1.3,1.0,0.4,-0.5,0.522961570440761,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
212,213,2,0.284,2.57,6.711,d,e,NC,1,26.015,4321.0,0.482624043251148,0.718401552593511,sig_r,0.242505356147282,1.9,1.3,1.6,1.0,0.4,-0.5,0.579539126473049,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
213,214,2,0.256,2.38,6.711,d,e,NC,1,26.015,4667.0,0.452416333125424,0.739220114853134,sig_r,0.252625400605288,1.9,1.4,1.7,0.9,0.4,-0.6,0.63089223368678,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
214,215,2,0.233,2.218,6.711,d,e,NC,1,26.015,4933.0,0.425800678747876,0.756970678463972,sig_r,0.256997383979171,2.2,1.5,2.0,0.9,0.4,-0.7,0.676138846128611,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
215,216,2,0.209,2.04,6.711,d,e,NC,1,26.015,5345.0,0.395673042021796,0.776474384159829,sig_r,0.265093712134301,2.1,1.6,1.9,0.9,0.4,-0.7,0.727355828562946,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
216,217,2,0.188,1.878,6.711,d,e,NC,1,26.015,5743.0,0.367478857395421,0.794224947770667,sig_r,0.270021506508977,2.5,1.7,2.3,0.9,0.4,-0.8,0.775285942427784,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
217,218,2,0.156,1.618,6.711,d,e,NC,1,26.015,6204.0,0.320766471390611,0.822713506652257,sig_r,0.262469668188388,4.0,1.7,3.9,0.9,0.4,-0.9,0.854696998635961,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
218,219,2,0.127,1.36,6.711,d,e,NC,1,26.015,7557.0,0.272760411374253,0.85098292277322,sig_r,0.28098414794184,4.6,2.1,4.5,0.9,0.4,-1.0,0.93630730066377,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
219,220,2,0.711,6.623,8.713,d,e,NC,1,26.015,239.1,0.665124194225527,0.569482373514392,sig_r,0.0324004634125444,2.6,1.4,2.4,1.1,1.0,0.3,0.269288869816604,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
220,221,2,0.632,6.183,8.713,d,e,NC,1,26.015,419.6,0.634729950394095,0.598083876708363,sig_r,0.0568892567800444,2.0,1.2,1.7,1.0,0.8,0.2,0.320959084330038,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
221,222,2,0.56,5.742,8.713,d,e,NC,1,26.015,641.0,0.602040022346936,0.626750383318683,sig_r,0.0862139916203362,1.9,1.2,1.6,1.0,0.6,0.1,0.376531962010209,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
222,223,2,0.494,5.299,8.713,d,e,NC,1,26.015,911.7,0.566951573646693,0.655546896761704,sig_r,0.120525629549034,1.8,1.2,1.5,1.0,0.5,0.0,0.436182324800621,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
223,224,2,0.434,4.857,8.713,d,e,NC,1,26.015,1209.0,0.529707797408975,0.684278406788375,sig_r,0.155633013345507,1.8,1.3,1.5,1.0,0.5,-0.1,0.499496744404743,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
224,225,2,0.367,4.315,8.713,d,e,NC,1,26.015,1607.0,0.481043242803275,0.719510258450038,sig_r,0.1971750283862,1.5,1.3,1.1,1.0,0.4,-0.3,0.582226487234433,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
225,226,2,0.332,4.011,8.713,d,e,NC,1,26.015,1709.0,0.452340714747714,0.739271297020418,sig_r,0.20226062148875,2.1,1.4,1.9,1.0,0.4,-0.4,0.631020784928887,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
226,227,2,0.306,3.777,8.713,d,e,NC,1,26.015,1885.0,0.429578914130877,0.754482096446302,sig_r,0.215723214039422,2.6,1.5,2.4,1.0,0.4,-0.4,0.66971584597751,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
227,228,2,0.281,3.535,8.713,d,e,NC,1,26.015,1946.0,0.405444029732166,0.770212923202986,sig_r,0.214639879613237,2.4,1.6,2.2,0.9,0.4,-0.5,0.710745149455317,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
228,229,2,0.259,3.319,8.713,d,e,NC,1,26.015,2426.0,0.383405814467225,0.784253661134572,sig_r,0.257235881876649,2.7,1.7,2.5,0.9,0.4,-0.5,0.748210115405717,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
229,230,2,0.237,3.095,8.713,d,e,NC,1,26.015,2560.0,0.360072872160108,0.798814426396957,sig_r,0.259199760659333,2.4,1.8,2.2,0.9,0.4,-0.6,0.787876117327816,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
230,231,2,0.196,2.65,8.713,d,e,NC,1,26.015,3108.0,0.312344936056982,0.827740946672677,sig_r,0.28236636265393,3.3,2.2,3.2,0.9,0.4,-0.7,0.86901360870313,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
231,232,2,0.158,2.211,8.713,d,e,NC,1,26.015,3495.0,0.263599516758842,0.856277446450298,sig_r,0.276337746590434,4.8,2.3,4.7,0.9,0.4,-0.8,0.951880821509969,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
232,233,2,0.781,10.849,11.9,d,e,NC,1,26.015,41.41,0.607688447392135,0.621934196482737,sig_r,0.0142222718337259,3.0,2.1,2.7,1.2,1.4,0.7,0.36692963943337,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
233,234,2,0.714,10.246,11.9,d,e,NC,1,26.015,74.2,0.582580991100161,0.642947532229895,sig_r,0.0252398484461466,3.1,1.8,2.9,1.1,1.0,0.6,0.409612315129727,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
234,235,2,0.651,9.646,11.9,d,e,NC,1,26.015,130.0,0.55640863250692,0.663856324018111,sig_r,0.0435436834587094,2.5,1.7,2.3,1.0,0.8,0.5,0.454105324738237,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
235,236,2,0.591,9.043,11.9,d,e,NC,1,26.015,199.3,0.528918139600463,0.684869659765268,sig_r,0.0653035038146832,2.7,1.7,2.5,1.0,0.7,0.3,0.500839162679214,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
236,237,2,0.535,8.44,11.9,d,e,NC,1,26.015,278.2,0.500252054576959,0.705882995512425,sig_r,0.0886930497826624,1.9,1.6,1.6,1.0,0.6,0.2,0.54957150721917,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
237,238,2,0.483,7.837,11.9,d,e,NC,1,26.015,384.1,0.470431504183082,0.726896331259583,sig_r,0.118533269828465,1.9,1.7,1.6,1.0,0.5,0.1,0.60026644288876,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
238,239,2,0.433,7.234,11.9,d,e,NC,1,26.015,502.2,0.43948435627559,0.74790966700674,sig_r,0.148610696934775,2.0,1.7,1.7,1.0,0.5,0.0,0.652876594331498,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
239,240,2,0.386,6.631,11.9,d,e,NC,1,26.015,621.3,0.407445430999272,0.768923002753897,sig_r,0.174907066748583,2.0,1.7,1.8,1.0,0.5,-0.1,0.707342767301237,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
240,241,2,0.342,6.029,11.9,d,e,NC,1,26.015,778.3,0.374412358341264,0.789901490514741,sig_r,0.206682920381854,1.9,1.8,1.7,1.0,0.4,-0.3,0.763498990819852,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
241,242,2,0.29,5.281,11.9,d,e,NC,1,26.015,915.6,0.331984280906921,0.815967784277384,sig_r,0.222192639946453,2.1,1.9,1.9,0.9,0.4,-0.4,0.835626722458234,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
242,243,2,0.26,4.823,11.9,d,e,NC,1,26.015,1095.0,0.305291724154218,0.831928162009056,sig_r,0.249003860750119,3.1,2.0,3.0,0.9,0.4,-0.5,0.88100406893783,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
243,244,2,0.21,4.027,11.9,d,e,NC,1,26.015,1361.0,0.257707686853372,0.859667159114755,sig_r,0.269161797052578,4.7,2.3,4.6,0.9,0.4,-0.6,0.961896932349268,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
244,245,2,0.872,15.981,15.022,d,e,NC,1,26.015,5.336,0.57323671823688,0.650521835153829,sig_r,0.00363343543137146,7.9,4.0,7.7,1.8,2.5,1.0,0.425497578997303,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
245,246,2,0.809,15.22,15.022,d,e,NC,1,26.015,10.29,0.552160476506111,0.667163652527456,sig_r,0.00690728021018729,7.5,2.8,7.4,1.3,1.6,0.9,0.461327189939612,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
246,247,2,0.75,14.459,15.022,d,e,NC,1,26.015,22.74,0.530338765635563,0.683805469901083,sig_r,0.0150120141820295,3.9,2.4,3.7,1.2,1.2,0.8,0.498424098419543,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
247,248,2,0.694,13.698,15.022,d,e,NC,1,26.015,40.99,0.507779026725969,0.70044728727471,sig_r,0.0265200999416984,3.0,2.3,2.8,1.1,1.0,0.7,0.536775654565852,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
248,249,2,0.64,12.937,15.022,d,e,NC,1,26.015,64.83,0.48449124095739,0.717089104648337,sig_r,0.0409043470224658,2.5,2.2,2.3,1.0,0.8,0.6,0.576364890372438,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
249,250,2,0.589,12.176,15.022,d,e,NC,1,26.015,99.5,0.460488017278435,0.733730922021965,sig_r,0.0610056283443039,2.5,2.1,2.3,1.0,0.7,0.5,0.61717037062666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
250,251,2,0.54,11.415,15.022,d,e,NC,1,26.015,141.3,0.435784665660128,0.750372739395592,sig_r,0.0837420705513225,2.5,2.1,2.3,1.0,0.6,0.3,0.659166068377783,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
251,252,2,0.493,10.654,15.022,d,e,NC,1,26.015,178.9,0.410399254057105,0.767014556769219,sig_r,0.101909361150378,2.0,2.1,1.8,1.0,0.5,0.2,0.702321268102922,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
252,253,2,0.448,9.893,15.022,d,e,NC,1,26.015,243.9,0.384352647300972,0.783656374142846,sig_r,0.132733955078211,2.2,2.1,2.0,1.0,0.5,0.1,0.746600499588348,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
253,254,2,0.405,9.132,15.022,d,e,NC,1,26.015,306.2,0.357668526273615,0.800298191516474,sig_r,0.15815641189917,2.3,2.1,2.1,1.0,0.5,0.0,0.791963505334855,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
254,255,2,0.364,8.371,15.022,d,e,NC,1,26.015,378.1,0.330373385873434,0.816940008890101,sig_r,0.184026257310592,2.3,2.1,2.1,1.0,0.4,-0.1,0.838365244015161,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
255,256,2,0.314,7.407,15.022,d,e,NC,1,26.015,469.6,0.294965972568697,0.838021102120293,sig_r,0.208942311840496,1.9,2.1,1.6,0.9,0.4,-0.3,0.898557846633214,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0.0,0,1.7
