,I,J,x,Q2,Elab,target,curent,lepton beam,units,theta,sigma(pb/sr/GeV per nucleon),*epsilon,*y,obs,*value,%stat,%syst,%dST_u,%dSR_u,%dSY_c,%dSE_c,%*dRC_c,%1dN1_c,%2dN1_c,%3dN1_c,%4dN1_c,%5dN1_c,%6dN1_c,%7dN1_c,%8dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%*norm_c
428,429,4,0.77,10.72,11.884,d,e,NC,1,25.993,42.6,0.604421485642711,0.624799594721974,sig_r,0.0145223114259791,2.7,2.2,2.5,1.1,1.3,0.0,0.372483474407392,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
429,430,4,0.712,10.208,11.884,d,e,NC,1,25.993,80.39,0.582941561346076,0.642719614078536,sig_r,0.0271272115443691,2.2,2.0,2.0,1.0,1.0,0.0,0.408999345711671,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
430,431,4,0.649,9.608,11.884,d,e,NC,1,25.993,125.7,0.556660388861582,0.663719636762008,sig_r,0.0417710362282991,2.0,1.9,1.8,1.0,0.8,0.0,0.45367733893531,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
431,432,4,0.59,9.007,11.884,d,e,NC,1,25.993,203.9,0.529143535516494,0.684754659483285,sig_r,0.0663812789006244,1.9,1.9,1.7,0.9,0.7,-0.1,0.50045598962196,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
432,433,4,0.534,8.404,11.884,d,e,NC,1,25.993,274.8,0.500351054579992,0.705859682280174,sig_r,0.0870585984798275,2.1,1.9,1.9,0.9,0.6,-0.1,0.549403207214014,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
433,434,4,0.735,6.725,8.7,d,e,NC,1,25.993,204.3,0.673999870786735,0.560814914615811,sig_r,0.0274513721994787,1.7,1.7,1.4,1.0,1.1,0.0,0.254200219662551,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
434,435,4,0.686,6.47,8.7,d,e,NC,1,25.993,290.0,0.656956766083794,0.577468029377591,sig_r,0.039030439934675,2.0,1.6,1.7,1.0,0.9,-0.1,0.28317349765755,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
435,436,4,0.636,6.187,8.7,d,e,NC,1,25.993,403.0,0.637166776745788,0.595949721446546,sig_r,0.0542591713271821,2.1,1.6,1.9,0.9,0.8,-0.1,0.31681647953216,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
436,437,4,0.599,5.97,8.7,d,e,NC,1,25.993,505.5,0.621364716637079,0.610121195577159,sig_r,0.0678411107660456,9.3,1.6,9.3,0.9,0.7,-0.1,0.343679981716966,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
437,438,4,0.831,17.948,15.004,d,e,NC,1,33.992,3.254,0.389925863115117,0.766724222594245,sig_r,0.00525234562549889,4.4,3.9,4.2,1.2,1.7,-0.1,0.737126032704302,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
438,439,4,0.756,16.666,15.004,d,e,NC,1,33.992,8.207,0.365529174104032,0.783386778123227,sig_r,0.0126710811131211,3.0,3.2,2.8,1.0,1.2,-0.1,0.778600404023146,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
439,440,4,0.683,15.384,15.004,d,e,NC,1,33.992,18.73,0.34048627364938,0.80004933365221,sig_r,0.0274306384034043,2.5,3.0,2.3,1.0,0.9,-0.1,0.821173334796054,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
440,441,4,0.613,14.102,15.004,d,e,NC,1,33.992,35.88,0.314818516938347,0.816711889181192,sig_r,0.0494503602502117,2.5,2.9,2.3,0.9,0.7,-0.1,0.864808521204809,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
441,442,4,0.546,12.82,15.004,d,e,NC,1,33.992,58.25,0.288549999300601,0.833374444710175,sig_r,0.0748763205378411,2.7,2.8,2.5,0.9,0.6,-0.1,0.909465001188979,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
442,443,4,0.8,13.883,12.499,d,e,NC,1,33.992,9.356,0.427681816589592,0.739983754475872,sig_r,0.00928149622976867,2.8,3.0,2.6,1.1,1.4,-0.1,0.672940911797693,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
443,444,4,0.719,12.815,12.499,d,e,NC,1,33.992,22.68,0.399603248802243,0.759986444832407,sig_r,0.0215310367606375,2.5,2.7,2.3,1.0,1.0,-0.1,0.720674477036188,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
444,445,4,0.642,11.747,12.499,d,e,NC,1,33.992,45.62,0.370556971746408,0.779989135188941,sig_r,0.0410907290027424,2.4,2.6,2.2,0.9,0.8,-0.1,0.770053148031106,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
445,446,4,0.569,10.679,12.499,d,e,NC,1,33.992,82.86,0.340573792800389,0.799991825545476,sig_r,0.0701453703648464,2.4,2.5,2.2,0.9,0.6,-0.1,0.821024552239339,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
446,447,4,0.781,10.252,9.999,d,e,NC,1,33.992,25.72,0.480849549072569,0.699971054042531,sig_r,0.0139706549348781,2.7,2.4,2.5,1.1,1.3,-0.1,0.582555766576633,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
447,448,4,0.691,9.398,9.999,d,e,NC,1,33.992,60.71,0.448114466643606,0.724963711070202,sig_r,0.0317153781160583,2.3,2.2,2.1,1.0,0.9,-0.1,0.63820540670587,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
448,449,4,0.607,8.543,9.999,d,e,NC,1,33.992,118.9,0.413764454094329,0.749985633504228,sig_r,0.0591170267374201,2.5,2.1,2.3,0.9,0.7,-0.1,0.696600428039642,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
449,450,4,0.529,7.689,9.999,d,e,NC,1,33.992,192.8,0.377922567234398,0.774978290531899,sig_r,0.0902106952534504,2.9,2.1,2.8,0.9,0.6,-0.1,0.757531635701523,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
450,451,5,0.896,30.202,19.505,d,e,NC,1,60.0,0.09754,0.113842754447653,0.920614022847071,sig_r,0.00126803730475534,5.4,9.2,5.0,1.9,2.9,0.4,1.20646731743899,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
451,452,5,0.845,28.611,19.505,d,e,NC,1,60.0,0.2464,0.108128656030261,0.924795967408699,sig_r,0.00305038363222431,3.6,7.5,3.2,1.7,2.6,0.3,1.21618128474856,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
452,453,5,0.786,26.728,19.505,d,e,NC,1,60.0,0.6404,0.101322564263793,0.929745434165171,sig_r,0.00745895853173123,3.0,6.5,2.5,1.6,2.8,0.2,1.22775164075155,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
453,454,5,0.726,24.839,19.505,d,e,NC,1,60.0,1.397,0.0944481599089315,0.934710671925647,sig_r,0.0152003850509044,3.4,6.4,3.0,1.6,3.3,0.1,1.23943812815482,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
454,455,5,0.668,22.969,19.505,d,e,NC,1,60.0,2.824,0.0875974474926226,0.939625968173444,sig_r,0.028588115757724,3.0,6.6,2.6,1.5,4.0,0.0,1.25108433926254,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
455,456,5,0.62,21.402,19.505,d,e,NC,1,60.0,4.623,0.0818223530974234,0.943744828719058,sig_r,0.0438396447860864,3.6,7.1,3.3,1.5,4.9,-0.1,1.26090199973438,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
456,457,5,0.584,20.245,19.505,d,e,NC,1,60.0,5.606,0.0775383633334529,0.946786003991091,sig_r,0.0504145649533081,7.6,7.6,7.4,1.5,5.8,-0.2,1.26818478233313,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
457,458,5,0.884,24.041,16.002,d,e,NC,1,59.999,0.2284,0.133397638197011,0.906110478428229,sig_r,0.00190527215234605,4.3,8.2,3.9,1.8,2.8,0.3,1.17322401506508,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
458,459,5,0.838,22.921,16.002,d,e,NC,1,59.999,0.4825,0.127544147994626,0.910484517118815,sig_r,0.00385547870795738,3.9,6.8,3.5,1.7,2.7,0.2,1.18317494840914,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
459,460,5,0.784,21.562,16.002,d,e,NC,1,59.999,1.07,0.120390877344634,0.915791944422839,sig_r,0.0080999576881797,3.6,6.1,3.2,1.6,2.9,0.2,1.19533550851412,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
460,461,5,0.726,20.094,16.002,d,e,NC,1,59.999,2.349,0.11260207107564,0.921525059420857,sig_r,0.0166888188609267,3.0,6.1,2.6,1.6,3.4,0.1,1.20857647917141,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
461,462,5,0.674,18.756,16.002,d,e,NC,1,59.999,4.076,0.105447736262324,0.926750473499432,sig_r,0.0272115772513098,3.1,6.4,2.7,1.5,4.1,0.0,1.22073884835405,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
462,463,5,0.634,17.709,16.002,d,e,NC,1,59.999,5.956,0.0998130338460803,0.930839418596793,sig_r,0.0377554025990997,3.5,6.8,3.2,1.5,4.8,-0.1,1.23031784246166,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
463,464,5,0.595,16.706,16.002,d,e,NC,1,59.999,7.922,0.0943854989346275,0.93475652645988,sig_r,0.04755126321955,11.1,7.4,11.0,1.5,5.7,-0.2,1.23954465181113,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
464,465,5,0.874,19.394,13.29,d,e,NC,1,60.0,0.4663,0.154369339482489,0.890196184777755,sig_r,0.00255220719433387,4.5,7.2,4.1,1.7,2.0,0.3,1.13757212287977,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
465,466,5,0.826,18.449,13.29,d,e,NC,1,60.0,1.076,0.147375329542341,0.895546530523089,sig_r,0.00563934227766951,3.5,5.8,3.1,1.6,1.6,0.2,1.14946193977802,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
466,467,5,0.775,17.41,13.29,d,e,NC,1,60.0,1.987,0.139618644684354,0.901429079972193,sig_r,0.00991142060518833,3.5,5.1,3.1,1.6,1.4,0.1,1.1626483040366,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
467,468,5,0.723,16.35,13.29,d,e,NC,1,60.0,3.972,0.131633601981577,0.907430525993415,sig_r,0.018751723435023,3.6,4.9,3.3,1.5,1.4,0.0,1.17622287663132,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
468,469,5,0.672,15.304,13.29,d,e,NC,1,60.0,6.715,0.123683912298501,0.913352707633224,sig_r,0.0298824690315723,3.5,4.9,3.2,1.5,1.6,0.0,1.18973734909255,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
469,470,5,0.629,14.397,13.29,d,e,NC,1,60.0,10.31,0.116734874973241,0.91848790720044,sig_r,0.0434663062225684,4.0,5.0,3.7,1.5,2.1,-0.1,1.20155071254549,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
470,471,5,0.587,13.522,13.29,d,e,NC,1,60.0,15.24,0.109982458835603,0.923441931038713,sig_r,0.0606564186347969,6.8,5.3,6.6,1.5,3.0,-0.2,1.21302981997947,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
471,472,5,0.552,12.777,13.29,d,e,NC,1,60.0,20.19,0.104196065004588,0.927659928478157,sig_r,0.0763060126545757,13.6,6.0,13.5,1.5,4.1,-0.2,1.2228666894922,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
472,473,5,0.843,14.279,10.4,d,e,NC,1,60.0,1.806,0.182775760715672,0.86798261806958,sig_r,0.00552144436769109,5.0,5.6,4.7,1.6,1.6,0.2,1.08928120678336,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
473,474,5,0.792,13.526,10.4,d,e,NC,1,60.0,3.517,0.173983509743115,0.874944526368033,sig_r,0.0102827323889367,3.7,4.7,3.4,1.6,1.3,0.1,1.1042280334367,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
474,475,5,0.736,12.683,10.4,d,e,NC,1,60.0,6.69,0.164020250228861,0.882738535259927,sig_r,0.0185364425461209,3.7,4.4,3.4,1.5,1.1,0.0,1.12116557461094,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
475,476,5,0.682,11.851,10.4,d,e,NC,1,60.0,10.99,0.154063816648161,0.890430842968177,sig_r,0.0287600003662115,3.5,4.3,3.1,1.5,1.1,-0.1,1.13809151169813,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
476,477,5,0.634,11.103,10.4,d,e,NC,1,60.0,17.91,0.145009291329555,0.897346523455883,sig_r,0.0443141004225737,3.5,4.3,3.2,1.5,1.2,-0.1,1.15348420473976,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
477,478,5,0.591,10.415,10.4,d,e,NC,1,60.0,25.29,0.136595673879975,0.903707470214628,sig_r,0.0592342620411399,3.9,4.4,3.6,1.5,1.6,-0.2,1.16778735440404,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
478,479,5,0.545,9.688,10.4,d,e,NC,1,60.0,37.14,0.127617238385638,0.910428993897198,sig_r,0.0815172266296363,4.6,4.8,4.3,1.5,2.6,-0.3,1.18305069474441,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
479,480,5,0.509,9.093,10.4,d,e,NC,1,60.0,52.76,0.120202574576077,0.915930103376055,sig_r,0.109566504928996,9.7,5.7,9.6,1.5,4.1,-0.3,1.19565562322067,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
480,481,5,0.76,7.598,6.5,d,e,NC,1,59.999,21.95,0.240374310601236,0.820160243574113,sig_r,0.0207949543533338,2.5,3.7,2.0,1.5,1.1,0.0,0.991363671977898,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
481,482,5,0.704,7.136,6.5,d,e,NC,1,59.999,35.78,0.227640820447746,0.831095485409959,sig_r,0.0323619422535664,2.4,3.6,1.8,1.5,1.0,-0.1,1.01301060523883,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
482,483,5,0.656,6.722,6.5,d,e,NC,1,59.999,53.5,0.216008784379604,0.840894598223899,sig_r,0.0463041377719264,2.2,3.6,1.6,1.5,1.0,-0.2,1.03278506655467,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
483,484,5,0.611,6.335,6.5,d,e,NC,1,59.999,79.02,0.204947363275696,0.850054638463017,sig_r,0.0652757287680811,2.6,3.6,2.1,1.5,1.1,-0.2,1.05158948243132,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
484,485,5,0.566,5.93,6.5,d,e,NC,1,59.999,110.4,0.193178488434769,0.85964072708535,sig_r,0.0866329111375777,3.4,3.7,3.1,1.5,1.3,-0.3,1.07159656966089,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
485,486,5,0.536,5.66,6.5,d,e,NC,1,59.999,148.7,0.185223820084743,0.866031452833572,sig_r,0.112345024746402,8.9,3.9,8.8,1.5,1.7,-0.3,1.08511950585594,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
486,487,5,0.709,23.679,19.5,d,e,NC,1,49.994,2.286,0.137889802415352,0.9128163267808,sig_r,0.0164835766040755,6.6,5.5,6.4,1.6,1.6,0.5,1.1655873358939,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
487,488,5,0.658,22.109,19.5,d,e,NC,1,49.994,4.228,0.129125001271605,0.918596907335475,sig_r,0.0286809322891431,3.3,5.3,2.9,1.5,1.8,0.4,1.18048749783827,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
488,489,5,0.61,20.633,19.5,d,e,NC,1,49.994,7.326,0.120830803235869,0.924031389436558,sig_r,0.046657532527661,3.3,5.3,2.9,1.5,2.1,0.3,1.19458763449902,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
489,490,5,0.567,19.287,19.5,d,e,NC,1,49.994,10.42,0.113222222385394,0.92898722474012,sig_r,0.0623930873450719,3.4,5.4,3.0,1.5,2.5,0.2,1.20752222194483,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
490,491,5,0.523,17.886,19.5,d,e,NC,1,49.994,14.93,0.105258111420189,0.934145564458017,sig_r,0.0834376391464203,3.7,5.6,3.4,1.5,3.1,0.1,1.22106121058568,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
491,492,5,0.477,16.388,19.5,d,e,NC,1,49.994,22.49,0.0966932418907431,0.939661048324834,sig_r,0.116070741206292,4.6,6.0,4.4,1.5,3.9,0.0,1.23562148878574,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
492,493,5,0.435,15.019,19.5,d,e,NC,1,49.994,29.02,0.0888222672988467,0.944701567292573,sig_r,0.138134037023113,7.1,6.8,6.9,1.5,5.1,-0.1,1.24900214559196,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
493,494,5,0.727,19.508,16.0,d,e,NC,1,49.995,3.723,0.167001840235544,0.893316427007001,sig_r,0.0176832020378453,7.8,5.1,7.6,1.6,1.6,0.5,1.11609687159957,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
494,495,5,0.676,18.264,16.0,d,e,NC,1,49.995,5.808,0.156925777107777,0.900119500864049,sig_r,0.0260795635726887,4.5,5.0,4.2,1.5,1.7,0.4,1.13322617891678,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
495,496,5,0.62,16.885,16.0,d,e,NC,1,49.995,10.13,0.145654392975509,0.907660850421018,sig_r,0.0424813977114483,5.1,5.0,4.9,1.5,2.1,0.3,1.15238753194163,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
496,497,5,0.574,15.736,16.0,d,e,NC,1,49.995,14.68,0.13618282606959,0.913944396933677,sig_r,0.0578510076955648,5.0,5.1,4.8,1.5,2.5,0.2,1.1684891956817,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
497,498,5,0.526,14.522,16.0,d,e,NC,1,49.995,23.7,0.126098045644585,0.920583409524076,sig_r,0.0869295965027966,5.6,5.4,5.4,1.5,3.2,0.1,1.18563332240421,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
498,499,5,0.469,13.071,16.0,d,e,NC,1,49.995,30.43,0.11394261441814,0.928518506121002,sig_r,0.101363191831293,5.4,6.1,5.2,1.5,4.3,-0.1,1.20629755548916,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
499,500,5,0.432,12.103,16.0,d,e,NC,1,49.995,46.42,0.105773184310447,0.933812216324879,sig_r,0.144160855434815,5.7,6.9,5.5,1.5,5.5,-0.1,1.22018558667224,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
500,501,5,0.405,11.394,16.0,d,e,NC,1,49.995,57.25,0.0997596633744241,0.937689530926685,sig_r,0.168152566987294,6.3,7.8,6.1,1.5,6.5,-0.2,1.23040857226348,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
501,502,5,0.377,10.663,16.0,d,e,NC,1,49.995,48.29,0.0935335185233779,0.941687157124034,sig_r,0.133221820292283,25.9,9.0,25.9,1.5,8.0,-0.3,1.24099301851026,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
502,503,5,0.738,16.349,13.5,d,e,NC,1,49.998,5.0,0.194503533479345,0.874426020192088,sig_r,0.0163753936760464,9.5,4.7,9.4,1.5,1.1,0.5,1.06934399308511,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
503,504,5,0.694,15.487,13.5,d,e,NC,1,49.998,7.158,0.184943022767837,0.881046900404604,sig_r,0.0224161596722878,6.4,4.5,6.2,1.5,1.0,0.4,1.08559686129468,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
504,505,5,0.647,14.563,13.5,d,e,NC,1,49.998,12.81,0.174598330761588,0.888143992418948,sig_r,0.0380657345411609,5.3,4.4,5.1,1.5,0.9,0.3,1.1031828377053,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
505,506,5,0.596,13.527,13.5,d,e,NC,1,49.998,17.63,0.162883126779732,0.896101338010788,sig_r,0.0492111921454345,7.2,4.3,7.0,1.5,0.9,0.2,1.12309868447445,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
506,507,5,0.548,12.54,13.5,d,e,NC,1,49.998,27.65,0.151609692433003,0.903682322662474,sig_r,0.0722788058576657,7.6,4.3,7.4,1.5,1.0,0.1,1.14226352286389,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
507,508,5,0.503,11.612,13.5,d,e,NC,1,49.998,39.35,0.140912358334495,0.910810138018871,sig_r,0.0960376403635566,6.1,4.3,5.9,1.5,1.2,0.0,1.16044899083136,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
508,509,5,0.464,10.78,13.5,d,e,NC,1,49.998,51.97,0.131242812226703,0.917200593165986,sig_r,0.118780792426703,4.8,4.4,4.6,1.5,1.8,-0.1,1.17688721921461,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
509,510,5,0.429,10.028,13.5,d,e,NC,1,49.998,63.5,0.122440252766219,0.922976581472032,sig_r,0.136005857651368,5.7,4.8,5.5,1.5,2.6,-0.2,1.19185157029743,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
510,511,5,0.403,9.464,13.5,d,e,NC,1,49.998,68.72,0.115799958965998,0.927308572701567,sig_r,0.139656796325669,9.3,5.4,9.2,1.5,3.6,-0.2,1.2031400697578,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
511,512,5,0.727,7.504,7.0,d,e,NC,1,49.998,33.87,0.313735843952599,0.785625686297709,sig_r,0.0230308548437253,8.9,3.5,8.8,1.5,1.0,0.3,0.866649065280581,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
512,513,5,0.681,7.119,7.0,d,e,NC,1,49.998,60.89,0.299916566392725,0.796624368437285,sig_r,0.0400535802790325,5.2,3.5,5.0,1.5,0.9,0.2,0.890141837132368,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
513,514,5,0.624,6.64,7.0,d,e,NC,1,49.998,93.41,0.282338756953919,0.810308443099252,sig_r,0.0585556450722669,4.9,3.5,4.7,1.5,0.8,0.1,0.920024113178338,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,2.9,0.0,0.0,0,1.7
