,x,Q2,y,sigma_p(b/GeV2) !!,Elab,obs,target,curent,lepton beam,units,%dE,%dE',%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,value,%*norm_c,*epsilon,%*dSTat_u
118,0.1837,6.87,0.172,8.988e-09,120,f2,p,mu,nc,1,1.3,-0.7,0.0,1.3,0.0,0.0,0.0,-0.7,0.0,0.0,0.4,0.1,0.2,0.3461,2.5,0.982168299100082,2.91823172493499
119,0.1813,8.94,0.227,4.992e-09,120,f2,p,mu,nc,1,1.1,-0.4,0.0,1.1,0.0,0.0,0.0,-0.4,0.0,0.0,0.8,0.1,0.2,0.3361,2.5,0.967362281347315,4.73073490032728
120,0.1816,11.15,0.28,3.358e-09,120,f2,p,mu,nc,1,0.9,-0.3,0.0,0.9,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.2,0.2,0.3692,2.5,0.947870045245812,5.30877573131094
121,0.2292,4.56,0.093,1.562e-08,120,f2,p,mu,nc,1,1.9,-1.3,0.0,1.9,0.0,0.0,0.0,-1.3,0.0,0.0,0.3,0.0,0.2,0.3112,2.5,0.995081396424785,4.7879177377892
122,0.2312,5.47,0.11,1.054e-08,120,f2,p,mu,nc,1,1.7,-1.0,0.0,1.7,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.0,0.2,0.3104,2.5,0.993036918358823,4.05927835051546
123,0.2311,6.92,0.139,6.614e-09,120,f2,p,mu,nc,1,1.4,-0.7,0.0,1.4,0.0,0.0,0.0,-0.7,0.0,0.0,0.5,0.0,0.2,0.3188,2.5,0.988629997802414,3.10539523212045
124,0.2276,8.84,0.178,3.855e-09,120,f2,p,mu,nc,1,1.1,-0.5,0.0,1.1,0.0,0.0,0.0,-0.5,0.0,0.0,0.8,0.1,0.2,0.3082,2.5,0.980729079118263,4.18559377027904
125,0.2276,11.24,0.226,2.722e-09,120,f2,p,mu,nc,1,1.0,-0.3,0.0,1.0,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.1,0.2,0.3664,2.5,0.967578837843577,5.02183406113537
126,0.2801,5.54,0.093,8.133e-09,120,f2,p,mu,nc,1,1.5,-0.8,0.0,1.5,0.0,0.0,0.0,-0.8,0.0,0.0,0.8,0.0,0.2,0.296,2.5,0.99504415336685,5.43918918918919
127,0.2853,6.93,0.113,4.854e-09,120,f2,p,mu,nc,1,1.2,-0.5,0.0,1.2,0.0,0.0,0.0,-0.5,0.0,0.0,0.9,0.0,0.2,0.2866,2.5,0.992585238593775,3.69853454291696
128,0.2808,8.86,0.146,3.03e-09,120,f2,p,mu,nc,1,1.0,-0.3,0.0,1.0,0.0,0.0,0.0,-0.3,0.0,0.0,1.1,0.0,0.2,0.2946,2.5,0.987320202334965,4.75220638153428
129,0.279,11.27,0.186,1.738e-09,120,f2,p,mu,nc,1,0.9,-0.2,0.0,0.9,0.0,0.0,0.0,-0.2,0.0,0.0,1.3,0.1,0.2,0.2814,2.5,0.978725851679555,5.82800284292822
130,0.2792,14.19,0.231,1.114e-09,120,f2,p,mu,nc,1,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.2,0.2971,2.5,0.965859666386336,9.92931672837429
131,0.3411,7.08,0.097,3.646e-09,120,f2,p,mu,nc,1,0.5,0.2,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,2.3,0.0,0.2,0.2675,2.5,0.994547054602614,3.88785046728972
132,0.3527,8.86,0.117,2.095e-09,120,f2,p,mu,nc,1,0.5,0.3,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,2.1,0.0,0.2,0.2532,2.5,0.991963873714558,4.10742496050553
133,0.3528,11.33,0.149,1.152e-09,120,f2,p,mu,nc,1,0.5,0.4,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.1,0.2,0.234,2.5,0.986670601784084,5.0
134,0.3521,14.32,0.186,7.875e-10,120,f2,p,mu,nc,1,0.5,0.4,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,1.9,0.1,0.2,0.2631,2.5,0.978599849985027,7.48764728240213
135,0.4334,9.02,0.097,1.05e-09,120,f2,p,mu,nc,1,-2.5,3.4,0.0,-2.5,0.0,0.0,0.0,3.4,0.0,0.0,6.8,0.0,0.2,0.161,2.5,0.994473059304123,6.39751552795031
136,0.4626,11.36,0.115,6.386e-10,120,f2,p,mu,nc,1,-2.0,3.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.7,0.0,0.2,0.1692,2.5,0.992143005094201,5.61465721040189
137,0.4722,14.39,0.141,3.458e-10,120,f2,p,mu,nc,1,-1.5,2.6,0.0,-1.5,0.6,0.0,0.0,2.6,0.0,0.0,2.7,0.0,0.2,0.1535,2.5,0.987988645914695,7.49185667752443
138,0.0035,0.83,0.654,1.785e-05,200,f2,p,mu,nc,1,0.6,-0.2,0.0,0.0,0.5,0.0,0.0,0.0,-0.2,0.0,2.2,1.6,4.1,0.289,2.5,0.617998861552007,3.70242214532872
139,0.0051,1.18,0.631,6.71e-06,200,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.7,1.6,3.8,0.3027,2.5,0.649534414019695,2.80806078625702
140,0.0075,1.32,0.486,4.363e-06,200,f2,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.0,1.7,0.8,3.3,0.3158,2.5,0.813141382481008,2.62824572514249
141,0.0081,1.72,0.577,2.463e-06,200,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.8,0.0,0.0,0.0,-0.1,0.0,1.2,1.1,3.2,0.3516,2.5,0.717569143063297,2.41751990898749
142,0.0122,1.76,0.395,1.798e-06,200,f2,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,0.0,1.5,0.5,2.9,0.3445,2.5,0.885751368730221,2.75761973875181
143,0.0124,2.45,0.538,8.866e-07,200,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.1,0.8,2.6,0.3786,2.5,0.761424553892839,1.95456946645536
144,0.0138,3.25,0.64,4.107e-07,200,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.7,1.2,1.3,0.3684,2.5,0.637334882498856,4.96742671009772
145,0.0174,1.77,0.277,1.262e-06,200,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,0.0,1.7,0.2,2.6,0.3166,2.5,0.949582536016831,4.23246999368288
146,0.0174,2.48,0.388,6.767e-07,200,f2,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,0.0,1.2,0.3,2.6,0.3675,2.5,0.8904344979353,2.44897959183673
147,0.0169,3.62,0.585,2.959e-07,200,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.5,1.2,1.1,0.3863,2.5,0.70798926271482,3.46880662697385
148,0.0185,4.34,0.638,1.935e-07,200,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.6,1.7,1.3,0.4076,2.5,0.640037901216804,3.99901864573111
149,0.0244,1.79,0.203,9.075e-07,200,f2,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.9,0.1,2.4,0.3062,2.5,0.974771918744374,5.94382756368387
150,0.0246,2.5,0.279,4.911e-07,200,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,0.0,1.3,0.2,2.3,0.3494,2.5,0.948743389452372,2.31825987406983
151,0.0248,3.45,0.38,2.596e-07,200,f2,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.9,0.4,2.3,0.3848,2.5,0.895635835527905,2.49480249480249
152,0.024,4.54,0.52,1.431e-07,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.3,1.2,1.0,0.3946,2.5,0.780151963894975,2.863659401926
153,0.0252,5.45,0.59,9.084e-08,200,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.1,0.3957,2.5,0.701895435641884,2.85569876168815
154,0.0277,6.51,0.636,5.973e-08,200,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.3,0.4177,2.5,0.642709841347252,3.80655973186498
155,0.0347,2.53,0.199,3.611e-07,200,f2,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.3,0.1,2.1,0.3482,2.5,0.975838534519813,3.67604824813326
156,0.0349,3.46,0.271,1.924e-07,200,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.0,0.9,0.2,2.1,0.3703,2.5,0.951989385460324,3.1055900621118
157,0.035,4.43,0.343,1.178e-07,200,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.8,0.4,2.1,0.3967,2.5,0.917748557553915,3.95765061759516
158,0.0346,5.5,0.434,7.039e-08,200,f2,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.0,0.9,0.8,1.0,0.3885,2.5,0.857247828776539,3.47490347490347
159,0.0347,6.96,0.547,4.41e-08,200,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.0,1.2,1.1,1.1,0.4245,2.5,0.751610392799854,2.40282685512367
160,0.0368,8.65,0.635,2.361e-08,200,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.5,1.6,1.3,0.3915,2.5,0.64402236103349,4.11238825031928
161,0.0484,3.52,0.199,1.258e-07,200,f2,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.1,0.0,0.0,0.0,-0.8,0.0,1.0,0.1,1.8,0.3298,2.5,0.975823640311967,3.48696179502729
162,0.0493,4.46,0.248,8.407e-08,200,f2,p,mu,nc,1,1.1,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.6,0.2,1.8,0.3764,2.5,0.96064315015773,3.24123273113709
163,0.049,5.47,0.306,5.683e-08,200,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.0,0.4,0.3,1.3,0.3992,2.5,0.936712915489656,3.2815631262525
164,0.0489,6.99,0.393,3.122e-08,200,f2,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,0.7,0.5,0.9,0.3851,2.5,0.88701524283573,2.31108802908335
165,0.0494,8.96,0.498,1.778e-08,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,0.9,0.9,1.0,0.3939,2.5,0.801753192196301,2.38639248540239
166,0.0516,11.12,0.586,1.133e-08,200,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,0.4282,2.5,0.70664640834459,2.75572162540869
167,0.0695,4.5,0.177,5.616e-08,200,f2,p,mu,nc,1,1.5,-0.8,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,0.0,0.6,0.1,1.6,0.3414,2.5,0.981255647741008,5.38957234915056
168,0.069,5.48,0.216,3.943e-08,200,f2,p,mu,nc,1,1.2,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.2,0.1,1.6,0.3644,2.5,0.971021062726145,5.26893523600439
169,0.0698,6.94,0.271,2.62e-08,200,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,0.3,0.2,1.0,0.4126,2.5,0.951933943083888,3.27193407658749
170,0.0695,8.99,0.353,1.397e-08,200,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.0,0.6,0.4,0.8,0.3942,2.5,0.912009678433147,3.0441400304414
171,0.0696,11.39,0.445,8.685e-09,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.4245,2.5,0.848406439581275,2.63839811542992
172,0.0707,14.46,0.553,4.527e-09,200,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.1,1.3,1.1,0.392,2.5,0.744855737309378,3.5969387755102
173,0.0893,5.5,0.168,3.075e-08,200,f2,p,mu,nc,1,1.5,-0.9,0.0,0.0,1.2,0.0,0.0,0.0,-0.9,0.0,0.4,0.1,1.7,0.3589,2.5,0.98324078384198,7.88520479242129
174,0.0897,6.96,0.211,2.08e-08,200,f2,p,mu,nc,1,1.2,-0.6,0.0,0.0,1.0,0.0,0.0,0.0,-0.6,0.0,0.9,0.1,1.0,0.4048,2.5,0.972454838137064,4.17490118577075
175,0.0899,8.96,0.271,1.062e-08,200,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.3,0.2,0.9,0.3614,2.5,0.951901762459484,3.84615384615385
176,0.0899,11.45,0.346,6.432e-09,200,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.0,0.4,0.8,0.3804,2.5,0.91595651987026,3.18086225026288
177,0.0901,14.66,0.441,3.989e-09,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.2,0.7,0.9,0.419,2.5,0.851563337692802,3.34128878281623
178,0.0907,19.02,0.566,1.981e-09,200,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.5,1.4,1.1,0.3856,2.5,0.730074720652004,6.27593360995851
179,0.1102,6.97,0.173,1.492e-08,200,f2,p,mu,nc,1,1.4,-0.8,0.0,0.0,1.2,0.0,0.0,0.0,-0.8,0.0,0.5,0.1,1.0,0.3479,2.5,0.982124131976484,5.20264443805691
180,0.1101,8.99,0.222,8.715e-09,200,f2,p,mu,nc,1,1.2,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,1.2,0.1,0.8,0.3522,2.5,0.969161042860842,4.57126632595116
181,0.1103,11.45,0.282,5.407e-09,200,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.0,1.1,0.2,0.8,0.3731,2.5,0.947343154256322,3.67193781827928
182,0.11,14.76,0.364,3.054e-09,200,f2,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.3,0.4,0.8,0.3734,2.5,0.905412654336648,3.64220674879486
183,0.1102,19.38,0.476,1.987e-09,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,1.6,0.0,0.0,0.0,-0.1,0.0,1.7,0.7,1.0,0.4567,2.5,0.821887943634263,5.43026056492227
184,0.1395,7.15,0.141,1.148e-08,200,f2,p,mu,nc,1,1.6,-1.0,0.0,0.0,1.4,0.0,0.0,0.0,-1.0,0.0,0.6,0.0,0.8,0.3502,2.5,0.98845794480243,5.56824671616219
185,0.1402,9.01,0.176,7.789e-09,200,f2,p,mu,nc,1,1.4,-0.7,0.0,0.0,1.1,0.0,0.0,0.0,-0.7,0.0,0.8,0.1,0.7,0.3904,2.5,0.981417746785116,4.5594262295082
186,0.1398,11.43,0.223,4.431e-09,200,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.0,1.1,0.1,0.7,0.3713,2.5,0.968816243504493,3.09722596283329
187,0.1398,14.83,0.289,2.371e-09,200,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,0.0,1.4,0.2,0.8,0.3537,2.5,0.94428412378877,2.94034492507775
188,0.14,19.32,0.374,1.33e-09,200,f2,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.6,0.0,0.0,0.0,-0.1,0.0,1.7,0.4,0.8,0.3616,2.5,0.899175895712779,3.53982300884956
189,0.1418,25.37,0.483,7.326e-10,200,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.1,0.8,1.0,0.3794,2.5,0.815460618731251,7.32735898787559
190,0.1789,7.38,0.114,7.087e-09,200,f2,p,mu,nc,1,1.8,-1.2,0.0,0.0,1.6,0.0,0.0,0.0,-1.2,0.0,0.4,0.0,0.7,0.2916,2.5,0.992616331433462,8.33333333333333
191,0.1803,8.97,0.136,5.613e-09,200,f2,p,mu,nc,1,1.6,-0.9,0.0,0.0,1.3,0.0,0.0,0.0,-0.9,0.0,0.8,0.0,0.7,0.3504,2.5,0.989281940389459,5.7648401826484
192,0.1818,11.44,0.172,3.256e-09,200,f2,p,mu,nc,1,1.3,-0.6,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.0,1.1,0.1,0.7,0.3437,2.5,0.982280642120598,3.86965376782077
193,0.1804,14.86,0.224,1.9e-09,200,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.4,0.1,0.7,0.3505,2.5,0.968454376797237,3.509272467903
194,0.1804,19.42,0.292,1.065e-09,200,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.7,0.0,0.0,0.0,-0.2,0.0,1.8,0.2,0.8,0.3552,2.5,0.942891032624381,3.68806306306306
195,0.1805,25.9,0.388,5.836e-10,200,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,1.6,0.0,0.0,0.0,-0.1,0.0,2.1,0.5,0.9,0.375,2.5,0.890031968529293,6.32
196,0.2226,9.15,0.113,4.115e-09,200,f2,p,mu,nc,1,1.6,-0.9,0.0,0.0,1.3,0.0,0.0,0.0,-0.9,0.0,0.8,0.0,0.7,0.3263,2.5,0.992726022200536,7.1406680968434
197,0.2264,11.47,0.139,2.592e-09,200,f2,p,mu,nc,1,1.3,-0.6,0.0,0.0,1.1,0.0,0.0,0.0,-0.6,0.0,1.1,0.0,0.7,0.3361,2.5,0.988740653968303,4.19518000595061
198,0.2263,14.9,0.18,1.363e-09,200,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,0.9,0.0,0.0,0.0,-0.4,0.0,1.4,0.1,0.7,0.3083,2.5,0.9804060926604,3.69769704832955
199,0.2254,19.53,0.236,7.905e-10,200,f2,p,mu,nc,1,0.9,-0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,1.7,0.1,0.7,0.3206,2.5,0.964528804395335,3.7117903930131
200,0.2258,26.32,0.316,4.192e-10,200,f2,p,mu,nc,1,0.8,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.8,0.3309,2.5,0.931538600380771,5.92323964944092
201,0.2776,11.62,0.115,1.688e-09,200,f2,p,mu,nc,1,1.1,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,-0.4,0.0,1.3,0.0,0.7,0.273,2.5,0.992421371837964,5.6043956043956
202,0.2755,14.82,0.147,1.078e-09,200,f2,p,mu,nc,1,1.0,-0.2,0.0,0.0,0.8,0.0,0.0,0.0,-0.2,0.0,1.5,0.0,0.7,0.2885,2.5,0.987278867260945,4.61005199306759
203,0.276,19.59,0.193,5.764e-10,200,f2,p,mu,nc,1,0.8,-0.1,0.0,0.0,0.7,0.0,0.0,0.0,-0.1,0.0,1.7,0.1,0.7,0.2804,2.5,0.977148719367801,4.3509272467903
204,0.2764,26.49,0.26,2.869e-10,200,f2,p,mu,nc,1,0.7,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,1.9,0.2,0.8,0.2705,2.5,0.955900977183327,6.80221811460259
205,0.2763,33.92,0.33,2.037e-10,200,f2,p,mu,nc,1,0.6,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,2.1,0.4,0.8,0.3336,2.5,0.924276421283273,11.3009592326139
206,0.3421,15.02,0.121,6.364e-10,200,f2,p,mu,nc,1,0.3,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,1.9,0.0,0.7,0.2152,2.5,0.991529638720044,4.22862453531599
207,0.3467,19.65,0.155,3.667e-10,200,f2,p,mu,nc,1,0.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,1.8,0.1,0.7,0.2214,2.5,0.985698728285681,3.8843721770551
208,0.3473,26.2,0.205,1.848e-10,200,f2,p,mu,nc,1,0.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,2.0,0.1,0.7,0.207,2.5,0.973853686627112,5.41062801932367
209,0.3494,34.49,0.267,1.17e-10,200,f2,p,mu,nc,1,0.4,0.5,0.0,0.0,-2.2,0.0,0.0,0.0,0.5,0.0,2.3,0.2,0.8,0.241,2.5,0.953079075426695,8.54771784232365
210,0.4554,20.05,0.121,1.789e-10,200,f2,p,mu,nc,1,-2.2,3.2,0.0,0.0,-1.5,0.0,0.0,0.0,3.2,0.0,1.5,0.0,0.7,0.1462,2.5,0.991459009797058,4.92476060191518
211,0.4745,26.22,0.152,8.466e-11,200,f2,p,mu,nc,1,-1.5,2.7,0.0,0.0,-1.0,0.0,0.0,0.0,2.7,0.0,1.8,0.1,0.7,0.1268,2.5,0.986181771972045,5.91482649842271
212,0.4769,34.8,0.2,3.899e-11,200,f2,p,mu,nc,1,-1.0,2.2,0.0,0.0,0.0,0.6,0.0,0.0,2.2,0.0,3.0,0.1,0.7,0.1077,2.5,0.975085876611983,9.5636025998143
213,0.0037,1.27,0.669,8.521e-06,280,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,2.5,1.7,3.7,0.3389,2.5,0.596620706916914,2.03599881971083
214,0.005,1.71,0.672,3.769e-06,280,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.6,1.5,3.4,0.3606,2.5,0.592264456132033,1.9134775374376
215,0.0056,2.15,0.738,2.284e-06,280,f2,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.9,1.6,3.2,0.3984,2.5,0.490321908045764,3.79016064257028
216,0.0073,1.81,0.487,2.638e-06,280,f2,p,mu,nc,1,0.7,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,1.2,0.7,3.3,0.3484,2.5,0.812226298148863,2.61194029850746
217,0.0079,2.44,0.606,1.346e-06,280,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,1.5,1.0,3.0,0.3849,2.5,0.682089049021448,1.2990387113536
218,0.009,3.37,0.733,6.304e-07,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,1.4,1.6,2.5,0.4113,2.5,0.498434871558797,1.94505227327984
219,0.0121,2.55,0.413,9.029e-07,280,f2,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.3,1.0,0.4,2.9,0.3689,2.5,0.873119592905621,1.92464082407156
220,0.0123,3.47,0.552,4.692e-07,280,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.7,0.9,2.8,0.4012,2.5,0.746196695013848,1.54536390827517
221,0.0125,4.45,0.695,2.685e-07,280,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.5,2.1,2.1,0.4154,2.5,0.558043761633158,1.51661049590756
222,0.0139,5.38,0.754,1.761e-07,280,f2,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,2.2,2.5,1.9,0.4469,2.5,0.463877746834635,2.50615350190199
223,0.0173,2.59,0.294,6.514e-07,280,f2,p,mu,nc,1,1.0,-0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.5,1.2,0.2,2.7,0.3523,2.5,0.94229444397925,3.09395401646324
224,0.0173,3.49,0.393,3.537e-07,280,f2,p,mu,nc,1,0.8,-0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,-0.3,0.8,0.4,2.6,0.3804,2.5,0.887105034584195,2.07676130389064
225,0.0174,4.46,0.501,2.147e-07,280,f2,p,mu,nc,1,0.7,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,0.4,1.1,2.6,0.4125,2.5,0.798997622525971,2.06060606060606
226,0.0168,5.6,0.658,1.326e-07,280,f2,p,mu,nc,1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.9,2.2,1.5,0.4242,2.5,0.612322704264883,2.47524752475248
227,0.018,6.73,0.727,8.394e-08,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.1,2.3,1.7,0.424,2.5,0.508069370186604,1.69811320754717
228,0.0245,3.49,0.28,2.693e-07,280,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.5,0.9,0.2,2.5,0.3716,2.5,0.948338141836875,2.26049515608181
229,0.0245,4.48,0.359,1.609e-07,280,f2,p,mu,nc,1,0.9,-0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.3,0.6,0.5,2.4,0.391,2.5,0.908613460800029,1.94373401534527
230,0.0246,5.47,0.435,1.063e-07,280,f2,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.3,0.8,2.4,0.4107,2.5,0.856514419538665,1.99659118578038
231,0.0236,7.22,0.605,5.878e-08,280,f2,p,mu,nc,1,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,1.4,1.3,0.421,2.5,0.68330917625731,1.61520190023753
232,0.0253,8.88,0.684,3.691e-08,280,f2,p,mu,nc,1,0.5,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,2.0,1.7,1.5,0.4441,2.5,0.574539603043576,1.44111686557082
233,0.0279,10.79,0.745,2.388e-08,280,f2,p,mu,nc,1,0.4,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.1,2.1,2.1,1.9,0.4713,2.5,0.478766451958725,2.48249522597072
234,0.0347,4.48,0.253,1.307e-07,280,f2,p,mu,nc,1,1.1,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.7,0.2,2.2,0.4139,2.5,0.958880232394981,2.63348634935975
235,0.0348,5.49,0.308,7.965e-08,280,f2,p,mu,nc,1,1.0,-0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.4,0.5,0.3,2.2,0.3969,2.5,0.935807634807393,2.56991685563114
236,0.0348,6.86,0.383,4.857e-08,280,f2,p,mu,nc,1,0.8,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.2,0.4,0.5,2.2,0.4027,2.5,0.893696662152954,2.25974670970946
237,0.0345,9.03,0.512,2.692e-08,280,f2,p,mu,nc,1,0.6,-0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,1.3,0.9,1.3,0.4221,2.5,0.788193472823146,1.87159440890784
