,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
1098,e94110,2.238,0.717,42.95,0.86,2.875,0.467,0.000275,0.301,21.87,0.5209,0.679624664879357,0.310970474088011,1.7643635242462292,1.6,1.9,sig_r,p,e,NC,1
1099,e94110,2.238,0.7,42.95,0.84,2.925,0.459,0.000277,0.291,21.09,0.5013,0.68722073279714,0.297986627043663,1.7578166474630248,1.6,1.9,sig_r,p,e,NC,1
1100,e94110,2.238,0.684,42.95,0.821,2.975,0.45,0.000279,0.282,20.71,0.4919,0.694369973190348,0.290524332984077,1.755415940605009,1.6,1.9,sig_r,p,e,NC,1
1101,e94110,2.238,0.66,42.95,0.792,3.05,0.438,0.000283,0.267,19.35,0.4574,0.705093833780161,0.268089186906175,1.740018755986351,1.6,1.9,sig_r,p,e,NC,1
1102,e94110,2.238,0.627,42.95,0.753,3.15,0.421,0.000287,0.249,19.0,0.4495,0.719839142091153,0.258407957784308,1.7426875318871753,1.6,1.9,sig_r,p,e,NC,1
1103,e94110,2.238,0.595,42.95,0.714,3.25,0.403,0.000291,0.231,19.22,0.4566,0.734137622877569,0.255239841201071,1.756050868552042,1.6,1.9,sig_r,p,e,NC,1
1104,e94110,2.238,0.562,42.95,0.675,3.35,0.385,0.000294,0.215,19.73,0.4687,0.748882931188561,0.255343247455246,1.755942414787818,1.6,1.9,sig_r,p,e,NC,1
1105,e94110,2.238,0.53,42.95,0.636,3.45,0.366,0.000297,0.198,20.37,0.4811,0.763181411974978,0.255483796824057,1.7372766945158387,1.6,1.9,sig_r,p,e,NC,1
1106,e94110,2.238,0.497,42.95,0.597,3.55,0.347,0.0003,0.183,21.31,0.4986,0.77792672028597,0.258344685658664,1.7071655286205711,1.6,1.9,sig_r,p,e,NC,1
1107,e94110,2.238,0.953,58.95,2.066,1.225,0.465,2.62e-05,0.857,0.09603,0.01841,0.574173369079535,0.00428947138171876,19.104208503438286,1.6,1.9,sig_r,p,e,NC,1
1108,e94110,2.238,0.941,58.95,2.039,1.275,0.462,2.98e-05,0.838,0.2525,0.0236,0.579535299374441,0.011288547491392,9.208567208226727,1.6,1.9,sig_r,p,e,NC,1
1109,e94110,2.238,0.929,58.95,2.012,1.325,0.458,3.33e-05,0.819,0.5732,0.04275,0.584897229669348,0.0256443412382814,7.284483514859311,1.6,1.9,sig_r,p,e,NC,1
1110,e94110,2.238,0.916,58.95,1.985,1.375,0.454,3.68e-05,0.801,1.159,0.04666,0.590705987488829,0.0519602896763312,3.6942854608163196,1.6,1.9,sig_r,p,e,NC,1
1111,e94110,2.238,0.904,58.95,1.959,1.425,0.451,4.03e-05,0.782,1.544,0.05369,0.596067917783735,0.0693228342467678,3.087367017314266,1.6,1.9,sig_r,p,e,NC,1
1112,e94110,2.238,0.891,58.95,1.932,1.475,0.447,4.37e-05,0.765,1.819,0.05549,0.601876675603217,0.0817838643674114,2.597310435562494,1.6,1.9,sig_r,p,e,NC,1
1113,e94110,2.238,0.879,58.95,1.905,1.525,0.443,4.7e-05,0.747,1.869,0.05498,0.607238605898123,0.0840045302604076,2.468497817343417,1.6,1.9,sig_r,p,e,NC,1
1114,e94110,2.238,0.867,58.95,1.878,1.575,0.439,5.03e-05,0.73,1.773,0.05132,0.612600536193029,0.0796183171328271,2.4121149232252543,1.6,1.9,sig_r,p,e,NC,1
1115,e94110,2.238,0.854,58.95,1.851,1.625,0.435,5.35e-05,0.713,1.687,0.04719,0.618409294012511,0.0758209931017367,2.29450162901095,1.6,1.9,sig_r,p,e,NC,1
1116,e94110,2.238,0.842,58.95,1.825,1.675,0.431,5.67e-05,0.697,1.635,0.04855,0.623771224307417,0.0734462331613465,2.5014893486601952,1.6,1.9,sig_r,p,e,NC,1
1117,e94110,2.238,0.83,58.95,1.798,1.725,0.427,5.99e-05,0.68,1.674,0.04916,0.629133154602323,0.0750864842761306,2.4625355393375274,1.6,1.9,sig_r,p,e,NC,1
1118,e94110,2.238,0.817,58.95,1.771,1.775,0.423,6.3e-05,0.664,1.655,0.0542,0.634941912421805,0.0742254947359586,2.8574692111576017,1.6,1.9,sig_r,p,e,NC,1
1119,e94110,2.238,0.805,58.95,1.744,1.825,0.418,6.59e-05,0.649,1.741,0.05541,0.640303842716711,0.0778695399275186,2.75123322145858,1.6,1.9,sig_r,p,e,NC,1
1120,e94110,2.238,0.793,58.95,1.717,1.875,0.414,6.9e-05,0.633,1.825,0.05813,0.645665773011617,0.0814179936928454,2.754184806132551,1.6,1.9,sig_r,p,e,NC,1
1121,e94110,2.238,0.78,58.95,1.691,1.925,0.41,7.19e-05,0.618,1.985,0.06193,0.651474530831099,0.0885620815541526,2.67838968314666,1.6,1.9,sig_r,p,e,NC,1
1122,e94110,2.238,0.768,58.95,1.664,1.975,0.405,7.47e-05,0.603,2.097,0.06586,0.656836461126005,0.0932373908897601,2.702564154614365,1.6,1.9,sig_r,p,e,NC,1
1123,e94110,2.238,0.755,58.95,1.637,2.025,0.401,7.76e-05,0.589,2.285,0.07097,0.662645218945487,0.101385225545663,2.662079093967382,1.6,1.9,sig_r,p,e,NC,1
1124,e94110,2.238,0.743,58.95,1.61,2.075,0.396,8.03e-05,0.574,2.52,0.07696,0.668007149240393,0.11136960180637,2.601292389610577,1.6,1.9,sig_r,p,e,NC,1
1125,e94110,2.238,0.731,58.95,1.584,2.125,0.391,8.3e-05,0.56,3.008,0.08843,0.673369079535299,0.132492083578669,2.466289427565861,1.6,1.9,sig_r,p,e,NC,1
1126,e94110,2.238,0.718,58.95,1.557,2.175,0.387,8.57e-05,0.546,3.541,0.1022,0.679177837354781,0.155525022824619,2.4021021394994966,1.6,1.9,sig_r,p,e,NC,1
1127,e94110,2.238,0.706,58.95,1.53,2.225,0.382,8.84e-05,0.532,4.228,0.1165,0.684539767649687,0.184726055742,2.2433120996651525,1.6,1.9,sig_r,p,e,NC,1
1128,e94110,2.238,0.694,58.95,1.503,2.275,0.377,9.1e-05,0.519,4.684,0.1233,0.689901697944593,0.203418515115589,2.0902985727743024,1.6,1.9,sig_r,p,e,NC,1
1129,e94110,2.238,0.681,58.95,1.476,2.325,0.372,9.34e-05,0.505,4.539,0.1192,0.695710455764075,0.196388941285676,2.082439451062053,1.6,1.9,sig_r,p,e,NC,1
1130,e94110,2.238,0.669,58.95,1.45,2.375,0.367,9.59e-05,0.492,4.181,0.1109,0.701072386058981,0.179955710677971,2.115567582232322,1.6,1.9,sig_r,p,e,NC,1
1131,e94110,2.238,0.657,58.95,1.423,2.425,0.362,9.84e-05,0.479,4.033,0.1111,0.706434316353887,0.172370586273742,2.2424930216818937,1.6,1.9,sig_r,p,e,NC,1
1132,e94110,2.238,0.644,58.95,1.396,2.475,0.357,0.000101,0.467,4.043,0.1161,0.712243074173369,0.171826622150906,2.3845877482388915,1.6,1.9,sig_r,p,e,NC,1
1133,e94110,2.238,0.632,58.95,1.369,2.525,0.352,0.000103,0.454,4.077,0.1167,0.717605004468275,0.171931782820271,2.373463085869816,1.6,1.9,sig_r,p,e,NC,1
1134,e94110,2.238,0.619,58.95,1.342,2.575,0.347,0.000105,0.442,4.179,0.1199,0.723413762287757,0.175115462176892,2.3815493934784886,1.6,1.9,sig_r,p,e,NC,1
1135,e94110,2.238,0.607,58.95,1.316,2.625,0.341,0.000107,0.43,4.653,0.1299,0.728775692582663,0.193528822727361,2.2877615178994346,1.6,1.9,sig_r,p,e,NC,1
1136,e94110,2.238,0.595,58.95,1.289,2.675,0.336,0.00011,0.418,4.792,0.1352,0.734137622877569,0.197430937100336,2.3238164174763942,1.6,1.9,sig_r,p,e,NC,1
1137,e94110,2.238,0.582,58.95,1.262,2.725,0.33,0.000112,0.406,5.454,0.1473,0.739946380697051,0.223016397893538,2.1758122641579587,1.6,1.9,sig_r,p,e,NC,1
1138,e94110,2.238,0.57,58.95,1.235,2.775,0.325,0.000114,0.395,6.045,0.1594,0.745308310991957,0.244501354100288,2.0959935182340113,1.6,1.9,sig_r,p,e,NC,1
1139,e94110,2.238,0.558,58.95,1.208,2.825,0.319,0.000116,0.383,6.73,0.1722,0.750670241286863,0.269260346415766,1.996724044617734,1.6,1.9,sig_r,p,e,NC,1
1140,e94110,2.238,0.545,58.95,1.182,2.875,0.314,0.000118,0.372,6.936,0.1754,0.756478999106345,0.275379965806243,1.9583173333423571,1.6,1.9,sig_r,p,e,NC,1
1141,e94110,2.238,0.533,58.95,1.155,2.925,0.308,0.00012,0.361,7.005,0.1764,0.761840929401251,0.274684813232238,1.9445662011747284,1.6,1.9,sig_r,p,e,NC,1
1142,e94110,2.238,0.52,58.95,1.128,2.975,0.302,0.000122,0.35,6.87,0.1729,0.767649687220733,0.266593951356271,1.9426727576804552,1.6,1.9,sig_r,p,e,NC,1
1143,e94110,2.238,0.692,79.95,2.556,1.225,0.269,1.12e-05,0.881,0.01881,0.004804,0.690795352993744,0.00218909658828413,25.489439085360342,1.6,1.9,sig_r,p,e,NC,1
1144,e94110,2.238,0.683,79.95,2.523,1.275,0.266,1.28e-05,0.865,0.07128,0.007007,0.694816800714924,0.00827072001150051,9.699162560858232,1.6,1.9,sig_r,p,e,NC,1
1145,e94110,2.238,0.674,79.95,2.49,1.325,0.264,1.44e-05,0.848,0.1406,0.01118,0.698838248436104,0.0162702581704179,7.788999462916858,1.6,1.9,sig_r,p,e,NC,1
1146,e94110,2.238,0.665,79.95,2.457,1.375,0.262,1.6e-05,0.832,0.297,0.01305,0.702859696157283,0.0342573468215079,4.092273622036104,1.6,1.9,sig_r,p,e,NC,1
1147,e94110,2.238,0.656,79.95,2.424,1.425,0.259,1.75e-05,0.817,0.398,0.01454,0.706881143878463,0.0457315524031839,3.2842586515114838,1.6,1.9,sig_r,p,e,NC,1
1148,e94110,2.238,0.647,79.95,2.391,1.475,0.257,1.91e-05,0.801,0.4604,0.01541,0.710902591599643,0.0527151308452104,2.9398993242420253,1.6,1.9,sig_r,p,e,NC,1
1149,e94110,2.238,0.638,79.95,2.357,1.525,0.254,2.06e-05,0.785,0.4712,0.01545,0.714924039320822,0.0537042926940107,2.8619816831586316,1.6,1.9,sig_r,p,e,NC,1
1150,e94110,2.238,0.629,79.95,2.324,1.575,0.252,2.21e-05,0.77,0.4524,0.01441,0.718945487042002,0.0513408085218271,2.754218143799596,1.6,1.9,sig_r,p,e,NC,1
1151,e94110,2.238,0.62,79.95,2.291,1.625,0.249,2.36e-05,0.755,0.4406,0.01349,0.722966934763181,0.0497795929087621,2.6104051565220274,1.6,1.9,sig_r,p,e,NC,1
1152,e94110,2.238,0.611,79.95,2.258,1.675,0.247,2.51e-05,0.74,0.4485,0.01436,0.726988382484361,0.0504387627251272,2.7733407674167756,1.6,1.9,sig_r,p,e,NC,1
1153,e94110,2.238,0.602,79.95,2.225,1.725,0.244,2.66e-05,0.725,0.4564,0.01448,0.731009830205541,0.0510821354948638,2.7396611717488835,1.6,1.9,sig_r,p,e,NC,1
1154,e94110,2.238,0.593,79.95,2.192,1.775,0.242,2.81e-05,0.71,0.4871,0.01567,0.73503127792672,0.0542484150072438,2.790892286321953,1.6,1.9,sig_r,p,e,NC,1
1155,e94110,2.238,0.584,79.95,2.158,1.825,0.239,2.96e-05,0.696,0.5326,0.0163,0.7390527256479,0.0589239122475024,2.608908577364562,1.6,1.9,sig_r,p,e,NC,1
1156,e94110,2.238,0.575,79.95,2.125,1.875,0.236,3.1e-05,0.681,0.5752,0.01765,0.74307417336908,0.0632976401450074,2.6183352433952116,1.6,1.9,sig_r,p,e,NC,1
1157,e94110,2.238,0.566,79.95,2.092,1.925,0.233,3.24e-05,0.667,0.6188,0.0183,0.747095621090259,0.0676861766119878,2.4871350657863385,1.6,1.9,sig_r,p,e,NC,1
1158,e94110,2.238,0.557,79.95,2.059,1.975,0.231,3.39e-05,0.653,0.6762,0.01989,0.751117068811439,0.0735047730213221,2.4682087108184056,1.6,1.9,sig_r,p,e,NC,1
1159,e94110,2.238,0.548,79.95,2.026,2.025,0.228,3.53e-05,0.639,0.7494,0.02174,0.755138516532618,0.0809378158549831,2.419861199229418,1.6,1.9,sig_r,p,e,NC,1
1160,e94110,2.238,0.539,79.95,1.993,2.075,0.225,3.67e-05,0.625,0.8435,0.02468,0.759159964253798,0.0904948562041432,2.44967631549869,1.6,1.9,sig_r,p,e,NC,1
1161,e94110,2.238,0.53,79.95,1.959,2.125,0.222,3.81e-05,0.612,0.986,0.02846,0.763181411974978,0.104885911722142,2.402365743565172,1.6,1.9,sig_r,p,e,NC,1
1162,e94110,2.238,0.521,79.95,1.926,2.175,0.22,3.95e-05,0.598,1.175,0.03296,0.767202859696157,0.124098495776312,2.304044665328339,1.6,1.9,sig_r,p,e,NC,1
1163,e94110,2.238,0.512,79.95,1.893,2.225,0.217,4.09e-05,0.585,1.413,0.03762,0.771224307417337,0.148055947424981,2.128023094651664,1.6,1.9,sig_r,p,e,NC,1
1164,e94110,2.238,0.503,79.95,1.86,2.275,0.214,4.22e-05,0.571,1.522,0.0394,0.775245755138516,0.158258276703468,2.035033888565312,1.6,1.9,sig_r,p,e,NC,1
1165,e94110,2.238,0.494,79.95,1.827,2.325,0.211,4.36e-05,0.558,1.519,0.03941,0.779267202859696,0.156614520834595,2.0423699028387734,1.6,1.9,sig_r,p,e,NC,1
1166,e94110,2.238,0.485,79.95,1.794,2.375,0.208,4.49e-05,0.545,1.453,0.03769,0.783288650580876,0.148504099856149,2.0417010600480383,1.6,1.9,sig_r,p,e,NC,1
1167,e94110,2.238,0.477,79.95,1.76,2.425,0.205,4.64e-05,0.533,1.423,0.0378,0.78686327077748,0.143492604325988,2.120435663779963,1.6,1.9,sig_r,p,e,NC,1
1168,e94110,2.238,0.468,79.95,1.727,2.475,0.202,4.77e-05,0.52,1.436,0.03932,0.790884718498659,0.143445533164832,2.2220550686361173,1.6,1.9,sig_r,p,e,NC,1
1169,e94110,2.238,0.459,79.95,1.694,2.525,0.199,4.9e-05,0.507,1.491,0.04088,0.794906166219839,0.147495299404852,2.2265173946348598,1.6,1.9,sig_r,p,e,NC,1
1170,e94110,2.238,0.45,79.95,1.661,2.575,0.196,5.03e-05,0.495,1.555,0.04193,0.798927613941019,0.152199142025502,2.170463736567185,1.6,1.9,sig_r,p,e,NC,1
1171,e94110,2.238,0.441,79.95,1.628,2.625,0.193,5.16e-05,0.483,1.654,0.04422,0.802949061662198,0.160118831827161,2.1418922629748836,1.6,1.9,sig_r,p,e,NC,1
1172,e94110,2.238,0.432,79.95,1.595,2.675,0.189,5.28e-05,0.471,1.803,0.04796,0.806970509383378,0.17256991566046,2.1250080030154157,1.6,1.9,sig_r,p,e,NC,1
1173,e94110,2.238,0.423,79.95,1.562,2.725,0.186,5.4e-05,0.458,2.005,0.0526,0.810991957104558,0.189768573662634,2.0790490039716873,1.6,1.9,sig_r,p,e,NC,1
1174,e94110,2.238,0.414,79.95,1.528,2.775,0.183,5.53e-05,0.447,2.201,0.05769,0.815013404825737,0.205396679990732,2.076070162835681,1.6,1.9,sig_r,p,e,NC,1
1175,e94110,2.238,0.405,79.95,1.495,2.825,0.18,5.66e-05,0.435,2.428,0.06242,0.819034852546917,0.22373838517669,2.012267209412592,1.6,1.9,sig_r,p,e,NC,1
1176,e94110,2.238,0.396,79.95,1.462,2.875,0.176,5.77e-05,0.423,2.564,0.06442,0.823056300268097,0.233203137119663,1.9371521001100105,1.6,1.9,sig_r,p,e,NC,1
1177,e94110,2.238,0.387,79.95,1.429,2.925,0.173,5.89e-05,0.411,2.589,0.06476,0.827077747989276,0.232311084453495,1.9226963343472205,1.6,1.9,sig_r,p,e,NC,1
1178,e94110,2.238,0.378,79.95,1.396,2.975,0.17,6.02e-05,0.4,2.415,0.06068,0.831099195710456,0.213552606810499,1.937345219537165,1.6,1.9,sig_r,p,e,NC,1
1179,e94110,1.15,0.65,47.95,0.494,1.325,0.627,0.000269,0.526,45.28,2.071,0.434782608695652,0.118303156802715,4.284776572370072,1.6,1.9,sig_r,p,e,NC,1
1180,e94110,1.15,0.631,47.95,0.479,1.375,0.618,0.000292,0.492,80.02,2.063,0.451304347826087,0.213522619429978,2.021540955105579,1.6,1.9,sig_r,p,e,NC,1
1181,e94110,1.15,0.612,47.95,0.465,1.425,0.609,0.000314,0.461,111.0,2.657,0.467826086956522,0.303023950718866,1.7803846492342483,1.6,1.9,sig_r,p,e,NC,1
1182,e94110,1.15,0.593,47.95,0.451,1.475,0.6,0.000335,0.431,126.3,2.934,0.484347826086956,0.352179317588835,1.6841961308978421,1.6,1.9,sig_r,p,e,NC,1
1183,e94110,1.15,0.574,47.95,0.436,1.525,0.59,0.000355,0.404,125.2,2.814,0.500869565217391,0.353882248729901,1.5785192409369957,1.6,1.9,sig_r,p,e,NC,1
1184,e94110,1.15,0.555,47.95,0.422,1.575,0.579,0.000372,0.378,97.41,2.239,0.517391304347826,0.279915134630066,1.6502270313429521,1.6,1.9,sig_r,p,e,NC,1
1185,e94110,1.15,0.536,47.95,0.407,1.625,0.568,0.000389,0.354,87.62,1.967,0.533913043478261,0.25402716533929,1.5746972479002839,1.6,1.9,sig_r,p,e,NC,1
1186,e94110,1.15,0.517,47.95,0.393,1.675,0.556,0.000403,0.331,71.28,1.629,0.550434782608696,0.209138376734684,1.6318213080950073,1.6,1.9,sig_r,p,e,NC,1
1187,e94110,1.15,0.498,47.95,0.378,1.725,0.544,0.000418,0.309,58.86,1.324,0.56695652173913,0.173451696350112,1.581083335124314,1.6,1.9,sig_r,p,e,NC,1
1188,e94110,1.15,0.479,47.95,0.364,1.775,0.531,0.00043,0.289,61.14,1.357,0.583478260869565,0.181412958167142,1.5382339065065338,1.6,1.9,sig_r,p,e,NC,1
1189,e94110,1.15,0.46,47.95,0.35,1.825,0.517,0.00044,0.27,58.98,1.311,0.6,0.175803398375278,1.5429788596671945,1.6,1.9,sig_r,p,e,NC,1
1190,e94110,1.15,0.566,59.97,0.651,1.325,0.496,0.000131,0.594,16.93,0.6991,0.507826086956522,0.104254848283469,3.8067811073341913,1.6,1.9,sig_r,p,e,NC,1
1191,e94110,1.15,0.55,59.97,0.632,1.375,0.489,0.000144,0.561,29.18,0.6971,0.521739130434782,0.181609364639149,1.7740219795951966,1.6,1.9,sig_r,p,e,NC,1
1192,e94110,1.15,0.533,59.97,0.613,1.425,0.481,0.000156,0.529,42.11,0.9402,0.536521739130435,0.26547287079176,1.5572590182791162,1.6,1.9,sig_r,p,e,NC,1
1193,e94110,1.15,0.517,59.97,0.594,1.475,0.473,0.000168,0.5,48.45,1.054,0.550434782608696,0.307502362135131,1.4739515212868175,1.6,1.9,sig_r,p,e,NC,1
1194,e94110,1.15,0.5,59.97,0.575,1.525,0.464,0.000179,0.471,48.88,1.059,0.565217391304348,0.313175141907677,1.4607715243999608,1.6,1.9,sig_r,p,e,NC,1
1195,e94110,1.15,0.484,59.97,0.556,1.575,0.455,0.00019,0.444,41.32,0.9,0.579130434782609,0.265701270072804,1.4779091099387374,1.6,1.9,sig_r,p,e,NC,1
1196,e94110,1.15,0.467,59.97,0.537,1.625,0.446,0.0002,0.419,36.85,0.7932,0.593913043478261,0.238120598259884,1.4398958502148127,1.6,1.9,sig_r,p,e,NC,1
1197,e94110,1.15,0.451,59.97,0.518,1.675,0.436,0.00021,0.395,30.61,0.6637,0.607826086956522,0.197674779298449,1.4633144881824554,1.6,1.9,sig_r,p,e,NC,1
1198,e94110,1.884,1.267,33.93,0.813,1.225,0.785,0.000261,0.702,7.869,1.004,0.327494692144374,0.0206818771814301,12.658207982844441,1.6,1.9,sig_r,p,e,NC,1
1199,e94110,1.884,1.247,33.93,0.801,1.275,0.781,0.000293,0.67,15.74,0.8175,0.338110403397028,0.0425533294794539,4.941182706764184,1.6,1.9,sig_r,p,e,NC,1
1200,e94110,1.884,1.228,33.93,0.788,1.325,0.776,0.000323,0.639,32.79,1.474,0.348195329087049,0.090622220435211,4.200890249297051,1.6,1.9,sig_r,p,e,NC,1
1201,e94110,1.884,1.208,33.93,0.775,1.375,0.772,0.000354,0.61,56.61,1.464,0.358811040339703,0.160146950356768,2.0317464213087146,1.6,1.9,sig_r,p,e,NC,1
1202,e94110,1.884,1.188,33.93,0.762,1.425,0.767,0.000381,0.583,78.69,2.011,0.369426751592357,0.227570720337185,1.9927570618646444,1.6,1.9,sig_r,p,e,NC,1
1203,e94110,1.884,1.168,33.93,0.75,1.475,0.761,0.000405,0.558,97.18,2.211,0.380042462845011,0.287726963217778,1.6175137528340486,1.6,1.9,sig_r,p,e,NC,1
1204,e94110,1.884,1.148,33.93,0.737,1.525,0.756,0.00043,0.533,90.41,2.047,0.390658174097665,0.273090284232917,1.6019628561471317,1.6,1.9,sig_r,p,e,NC,1
1205,e94110,1.884,1.128,33.93,0.724,1.575,0.75,0.000453,0.51,81.04,1.861,0.401273885350318,0.249409967068806,1.647251787571817,1.6,1.9,sig_r,p,e,NC,1
1206,e94110,1.884,1.108,33.93,0.711,1.625,0.744,0.000474,0.489,64.23,1.519,0.411889596602972,0.201142728556504,1.7415321184118315,1.6,1.9,sig_r,p,e,NC,1
1207,e94110,1.884,1.089,33.93,0.699,1.675,0.738,0.000494,0.468,58.7,1.394,0.421974522292994,0.187006335180093,1.7548827727795075,1.6,1.9,sig_r,p,e,NC,1
1208,e94110,1.884,1.069,33.93,0.686,1.725,0.732,0.000514,0.448,51.91,1.252,0.432590233545648,0.167984252037035,1.804744010012969,1.6,1.9,sig_r,p,e,NC,1
1209,e94110,1.884,1.049,33.93,0.673,1.775,0.725,0.00053,0.429,49.01,1.192,0.443205944798301,0.160933664345982,1.831771335771835,1.6,1.9,sig_r,p,e,NC,1
1210,e94110,1.884,1.029,33.93,0.66,1.825,0.718,0.000546,0.411,47.81,1.165,0.453821656050955,0.159135004318281,1.8378375456914753,1.6,1.9,sig_r,p,e,NC,1
1211,e94110,1.884,1.009,33.93,0.648,1.875,0.711,0.00056,0.394,48.58,1.184,0.464437367303609,0.164251090632404,1.8384848431411631,1.6,1.9,sig_r,p,e,NC,1
1212,e94110,1.884,0.989,33.93,0.635,1.925,0.704,0.000575,0.378,47.2,1.11,0.475053078556263,0.16142229536753,1.7235048518738305,1.6,1.9,sig_r,p,e,NC,1
1213,e94110,1.884,0.97,33.93,0.622,1.975,0.696,0.000587,0.362,48.36,1.113,0.485138004246285,0.166768006288272,1.6543430272654034,1.6,1.9,sig_r,p,e,NC,1
1214,e94110,1.884,0.95,33.93,0.609,2.025,0.688,0.000598,0.347,53.35,1.221,0.495753715498938,0.185745250660724,1.6364484873721885,1.6,1.9,sig_r,p,e,NC,1
1215,e94110,1.884,0.93,33.93,0.597,2.075,0.68,0.000608,0.333,57.76,1.325,0.506369426751592,0.203502716719802,1.6438739666866413,1.6,1.9,sig_r,p,e,NC,1
1216,e94110,1.884,0.91,33.93,0.584,2.125,0.672,0.000618,0.319,64.05,1.473,0.516985138004246,0.227409637617386,1.651945147840432,1.6,1.9,sig_r,p,e,NC,1
1217,e94110,1.884,0.89,33.93,0.571,2.175,0.663,0.000626,0.306,73.31,1.689,0.5276008492569,0.261988297491114,1.6577164364080872,1.6,1.9,sig_r,p,e,NC,1
1218,e94110,1.884,0.87,33.93,0.558,2.225,0.654,0.000634,0.293,86.52,1.957,0.538216560509554,0.310963357615421,1.5988161720246137,1.6,1.9,sig_r,p,e,NC,1
1219,e94110,1.884,0.85,33.93,0.546,2.275,0.645,0.00064,0.281,90.33,2.005,0.548832271762208,0.327337328689599,1.5384400342606421,1.6,1.9,sig_r,p,e,NC,1
1220,e94110,1.884,0.831,33.93,0.533,2.325,0.635,0.000645,0.27,82.7,1.837,0.558917197452229,0.299936568040686,1.5408090647243635,1.6,1.9,sig_r,p,e,NC,1
1221,e94110,1.884,0.811,33.93,0.52,2.375,0.626,0.000652,0.258,75.88,1.686,0.569532908704883,0.27597019778424,1.541742549969904,1.6,1.9,sig_r,p,e,NC,1
1222,e94110,1.884,0.791,33.93,0.508,2.425,0.615,0.000653,0.247,71.7,1.595,0.580148619957537,0.262204290766656,1.545512251774092,1.6,1.9,sig_r,p,e,NC,1
1223,e94110,1.884,0.771,33.93,0.495,2.475,0.605,0.000658,0.237,68.99,1.543,0.590764331210191,0.252329219902173,1.5627484897711101,1.6,1.9,sig_r,p,e,NC,1
1224,e94110,1.884,0.751,33.93,0.482,2.525,0.595,0.000662,0.227,68.71,1.54,0.601380042462845,0.251095808885363,1.5695361612060372,1.6,1.9,sig_r,p,e,NC,1
1225,e94110,1.884,0.731,33.93,0.469,2.575,0.584,0.000664,0.217,68.45,1.54,0.611995753715499,0.249687619222997,1.5816694552385446,1.6,1.9,sig_r,p,e,NC,1
1226,e94110,1.884,0.711,33.93,0.457,2.625,0.572,0.000663,0.207,69.93,1.577,0.622611464968153,0.25550346720252,1.5891920221161064,1.6,1.9,sig_r,p,e,NC,1
1227,e94110,1.884,0.692,33.93,0.444,2.675,0.561,0.000666,0.198,74.42,1.686,0.632696390658174,0.270052663563556,1.603926733930055,1.6,1.9,sig_r,p,e,NC,1
1228,e94110,1.884,0.672,33.93,0.431,2.725,0.549,0.000667,0.189,80.85,1.843,0.643312101910828,0.291783383591555,1.623655441497808,1.6,1.9,sig_r,p,e,NC,1
1229,e94110,1.884,0.652,33.93,0.418,2.775,0.537,0.000667,0.181,85.15,1.938,0.653927813163482,0.305097143888829,1.6186726532028866,1.6,1.9,sig_r,p,e,NC,1
1230,e94110,1.884,0.632,33.93,0.406,2.825,0.525,0.000666,0.173,88.55,2.005,0.664543524416136,0.316203393703696,1.602142922214651,1.6,1.9,sig_r,p,e,NC,1
1231,e94110,1.884,0.612,33.93,0.393,2.875,0.512,0.000666,0.165,86.69,1.922,0.67515923566879,0.306606071040302,1.534767735242459,1.6,1.9,sig_r,p,e,NC,1
1232,e94110,1.884,0.592,33.93,0.38,2.925,0.499,0.000665,0.157,83.38,1.825,0.685774946921444,0.291686676065335,1.4935638174527897,1.6,1.9,sig_r,p,e,NC,1
1233,e94110,1.884,0.572,33.93,0.367,2.975,0.486,0.000664,0.149,79.34,1.737,0.696390658174098,0.274137092653682,1.4943514500597095,1.6,1.9,sig_r,p,e,NC,1
1234,e94110,1.884,0.543,33.93,0.348,3.05,0.465,0.000662,0.138,72.06,1.581,0.711783439490446,0.243582974149576,1.5012188120846506,1.6,1.9,sig_r,p,e,NC,1
1235,e94110,1.884,0.503,33.93,0.323,3.15,0.437,0.000656,0.124,67.42,1.479,0.733014861995754,0.221308919150159,1.5007892045699687,1.6,1.9,sig_r,p,e,NC,1
1236,e94110,1.884,0.463,33.93,0.297,3.25,0.408,0.000653,0.111,65.85,1.482,0.754246284501062,0.206960165736498,1.582739070937477,1.6,1.9,sig_r,p,e,NC,1
1237,e94110,1.884,1.023,47.94,1.272,1.225,0.615,7.53e-05,0.787,1.11,0.1433,0.457006369426752,0.0131203005753307,12.810377585457427,1.6,1.9,sig_r,p,e,NC,1
1238,e94110,1.884,1.007,47.94,1.252,1.275,0.61,8.51e-05,0.76,2.856,0.1471,0.465498938428875,0.0341243186429519,4.895740048447658,1.6,1.9,sig_r,p,e,NC,1
1239,e94110,1.884,0.991,47.94,1.232,1.325,0.605,9.47e-05,0.735,4.512,0.2328,0.473991507430998,0.0544432976298143,4.905222593493155,1.6,1.9,sig_r,p,e,NC,1
1240,e94110,1.884,0.975,47.94,1.213,1.375,0.601,0.000104,0.71,8.514,0.2629,0.482484076433121,0.103894788978822,2.640994194651778,1.6,1.9,sig_r,p,e,NC,1
1241,e94110,1.884,0.959,47.94,1.193,1.425,0.595,0.000113,0.686,11.9,0.313,0.490976645435244,0.146506426053739,2.0876364899031157,1.6,1.9,sig_r,p,e,NC,1
