,exp,Elab,E',x,W2,Q2,sig (mb/sr/GeV),theta,%*stat_u,%*syst_u,%*norm_c,*y,value,obs,target,current,lepton beam,units,*epsilon
152,e03103,5.766,4.2233,1.225,0.229,3.5464,0.0001148,22,1.63937282229965,1.3,2.5,0.267551161984044,0.00069333341296892,sig_r,d,nc,e,1,0.890570962830495
153,e03103,5.766,4.2681,1.275,0.1073,3.584,6.281e-05,22,2.28307594332113,1.3,2.5,0.259781477627471,0.000369437357589971,sig_r,d,nc,e,1,0.891819318771763
154,e03103,5.766,4.2895,1.3,0.0491,3.602,4.958e-05,22,0.671440096813231,1.3,2.5,0.256070065903573,0.000287861747352496,sig_r,d,nc,e,1,0.894147531116267
155,e03103,5.766,4.3306,1.35,-0.0624,3.6364,2.924e-05,22,4.43228454172367,1.3,2.5,0.248942074228235,0.000165462870333232,sig_r,d,nc,e,1,0.896266956338632
156,e03103,5.766,4.3694,1.4,-0.1679,3.6691,2.006e-05,22,5.86739780658026,1.3,2.5,0.242212972597988,0.000110715490694265,sig_r,d,nc,e,1,0.897259413695572
157,e03103,5.766,4.3881,1.425,-0.2186,3.6847,1.624e-05,22,1.04064039408867,1.3,2.5,0.238969823100937,8.85252308827451e-05,sig_r,d,nc,e,1,0.901610731127409
158,e03103,5.766,4.4743,1.55,-0.4528,3.7571,6.079e-06,22,1.79634808356638,1.3,2.5,0.224020117932709,3.12148648026352e-05,sig_r,d,nc,e,1,0.905148283471936
159,e03103,5.766,4.5504,1.675,-0.6595,3.821,2.515e-06,22,3.02982107355865,1.3,2.5,0.210822060353798,1.22010574238101e-05,sig_r,d,nc,e,1,0.667745021109116
160,e03103,5.766,2.4968,0.475,4.1011,2.914,0.007591,26,0.429982874456593,1.3,2.5,0.566978841484565,0.143252586989177,sig_r,d,nc,e,1,0.680386374961475
161,e03103,5.766,2.5696,0.5,3.8794,2.9991,0.006999,26,0.380197171024432,1.3,2.5,0.554353104405134,0.131594653739829,sig_r,d,nc,e,1,0.692081275271535
162,e03103,5.766,2.6393,0.525,3.6674,3.0804,0.006353,26,0.365181803872186,1.3,2.5,0.542265001734305,0.11884911266797,sig_r,d,nc,e,1,0.702911433919898
163,e03103,5.766,2.706,0.55,3.4643,3.1582,0.005684,26,0.376143560872625,1.3,2.5,0.530697190426639,0.105691074202486,sig_r,d,nc,e,1,0.712961429999256
164,e03103,5.766,2.7699,0.575,3.2698,3.2328,0.00516,26,0.326744186046512,1.3,2.5,0.519614984391259,0.0952882666607641,sig_r,d,nc,e,1,0.722299910844523
165,e03103,5.766,2.8312,0.6,3.0832,3.3043,0.004689,26,0.453401578161655,1.3,2.5,0.508983697537288,0.0859277041001903,sig_r,d,nc,e,1,0.730999221565528
166,e03103,5.766,2.8901,0.625,2.9042,3.373,0.004202,26,0.389576392194193,1.3,2.5,0.498768643773847,0.0763651295761974,sig_r,d,nc,e,1,0.739098567692446
167,e03103,5.766,2.9466,0.65,2.7321,3.439,0.003683,26,0.448547379853381,1.3,2.5,0.488969823100936,0.0663471873327768,sig_r,d,nc,e,1,0.746653263491189
168,e03103,5.766,3.0009,0.675,2.5667,3.5024,0.003224,26,0.49348635235732,1.3,2.5,0.47955254942768,0.0575428788357574,sig_r,d,nc,e,1,0.753718342445499
169,e03103,5.766,3.0532,0.7,2.4075,3.5634,0.002833,26,0.339251676667843,1.3,2.5,0.470482136663198,0.0500761942343452,sig_r,d,nc,e,1,0.760335472765762
170,e03103,5.766,3.1036,0.725,2.2543,3.6222,0.002464,26,0.498376623376623,1.3,2.5,0.461741241762053,0.0431194746634975,sig_r,d,nc,e,1,0.766527768147615
171,e03103,5.766,3.1521,0.75,2.1066,3.6788,0.002037,26,0.517918507609229,1.3,2.5,0.453329864724246,0.0352826207919962,sig_r,d,nc,e,1,0.772340677787507
172,e03103,5.766,3.1989,0.775,1.9643,3.7334,0.001685,26,0.391928783382789,1.3,2.5,0.445213319458897,0.0288802337901793,sig_r,d,nc,e,1,0.777796078242219
173,e03103,5.766,3.244,0.8,1.8269,3.7861,0.001422,26,0.59592123769339,1.3,2.5,0.437391605966008,0.0241141930929938,sig_r,d,nc,e,1,0.782931231737683
174,e03103,5.766,3.2876,0.825,1.6943,3.837,0.001205,26,0.626390041493776,1.3,2.5,0.4298300381547,0.0202138079627961,sig_r,d,nc,e,1,0.78776165316236
175,e03103,5.766,3.3297,0.85,1.5661,3.8861,0.001008,26,0.504365079365079,1.3,2.5,0.422528616024974,0.0167241807589766,sig_r,d,nc,e,1,0.792315205500375
176,e03103,5.766,3.3704,0.875,1.4423,3.9336,0.0008323,26,0.846810044455125,1.3,2.5,0.415469996531391,0.0136568660592962,sig_r,d,nc,e,1,0.796604807821129
177,e03103,5.766,3.4097,0.9,1.3225,3.9795,0.0006661,26,0.516589100735625,1.3,2.5,0.408654179673951,0.0108087980354741,sig_r,d,nc,e,1,0.800660778179245
178,e03103,5.766,3.4478,0.925,1.2066,4.0239,0.0005768,26,0.503120665742025,1.3,2.5,0.402046479361776,0.00925498748909273,sig_r,d,nc,e,1,0.804498067802212
179,e03103,5.766,3.4847,0.95,1.0944,4.067,0.000602,26,0.519269102990033,1.3,2.5,0.395646895594866,0.00955131102446697,sig_r,d,nc,e,1,0.811557902413941
180,e03103,5.766,3.555,1.0,0.8804,4.1491,0.0007012,26,0.513262977752424,1.3,2.5,0.383454734651405,0.0108772551919987,sig_r,d,nc,e,1,0.814815005110567
181,e03103,5.766,3.5886,1.025,0.7782,4.1882,0.0005612,26,0.570028510334997,1.3,2.5,0.377627471383975,0.00860720101522917,sig_r,d,nc,e,1,0.820832740469912
182,e03103,5.766,3.6527,1.075,0.5829,4.2631,0.0002398,26,0.708924103419516,1.3,2.5,0.366510579257718,0.00359607159014291,sig_r,d,nc,e,1,0.823620934516086
183,e03103,5.766,3.6834,1.1,0.4895,4.2989,0.000153,26,0.948366013071895,1.3,2.5,0.361186264308012,0.00226872879297286,sig_r,d,nc,e,1,0.828796968707798
184,e03103,5.766,3.7422,1.15,0.3107,4.3675,6.544e-05,26,1.29981662591687,1.3,2.5,0.35098855359001,0.000948883762040716,sig_r,d,nc,e,1,0.831196795925142
185,e03103,5.766,3.7703,1.175,0.225,4.4004,4.44e-05,26,1.79617117117117,1.3,2.5,0.346115157821713,0.0006367291200385,sig_r,d,nc,e,1,0.833487620492831
186,e03103,5.766,3.7977,1.2,0.1416,4.4323,3.133e-05,26,2.4570699010533,1.3,2.5,0.341363163371488,0.000444333166818431,sig_r,d,nc,e,1,0.837760667938823
187,e03103,5.766,3.8503,1.25,-0.0184,4.4937,1.687e-05,26,3.06757557794902,1.3,2.5,0.33224072147069,0.000234057887473485,sig_r,d,nc,e,1,0.839749082564676
188,e03103,5.766,3.8755,1.275,-0.0952,4.5231,1.318e-05,26,3.87253414264036,1.3,2.5,0.327870274020118,0.000180883458086252,sig_r,d,nc,e,1,0.843478335704366
189,e03103,5.766,3.9241,1.325,-0.243,4.5798,7.696e-06,26,5.06886694386694,1.3,2.5,0.319441553936871,0.000103361758733822,sig_r,d,nc,e,1,0.845218854446461
190,e03103,5.766,3.9474,1.35,-0.3141,4.6071,5.526e-06,26,7.08830980817951,1.3,2.5,0.315400624349636,7.34328540452463e-05,sig_r,d,nc,e,1,0.848489350328247
191,e03103,5.766,3.9924,1.4,-0.4509,4.6596,3.434e-06,26,10.1514269073966,1.3,2.5,0.307596253902185,4.46758389556118e-05,sig_r,d,nc,e,1,0.85002407014048
192,e03103,5.766,4.0141,1.425,-0.5169,4.6848,2.719e-06,26,13.8322912835601,1.3,2.5,0.30383281304197,3.50024208036736e-05,sig_r,d,nc,e,1,0.561630696408348
193,e03103,5.766,2.0751,0.525,4.1703,3.6362,0.00269,32,0.707806691449814,1.3,2.5,0.640114464099896,0.111650143030476,sig_r,d,nc,e,1,0.573852385669319
194,e03103,5.766,2.1373,0.55,3.9446,3.7452,0.00243,32,0.447325102880658,1.3,2.5,0.629327089836975,0.101317253855711,sig_r,d,nc,e,1,0.585373951421457
195,e03103,5.766,2.1974,0.575,3.7264,3.8506,0.002129,32,0.416251761390324,1.3,2.5,0.618903919528269,0.0890531138573763,sig_r,d,nc,e,1,0.59625069918589
196,e03103,5.766,2.2556,0.6,3.5153,3.9525,0.001871,32,0.425387493319081,1.3,2.5,0.6088102670829,0.0784126844371668,sig_r,d,nc,e,1,0.606519469367995
197,e03103,5.766,2.3119,0.625,3.311,4.0511,0.001616,32,0.371225247524752,1.3,2.5,0.599046132500867,0.0677856744189518,sig_r,d,nc,e,1,0.616229015395096
198,e03103,5.766,2.3664,0.65,3.1132,4.1467,0.001438,32,0.498956884561892,1.3,2.5,0.589594172736733,0.0603203434276661,sig_r,d,nc,e,1,0.62540864911007
199,e03103,5.766,2.4192,0.675,2.9215,4.2392,0.001248,32,0.435336538461539,1.3,2.5,0.580437044745057,0.0523044180760965,sig_r,d,nc,e,1,0.634106510524052
200,e03103,5.766,2.4704,0.7,2.7356,4.329,0.00107,32,0.462897196261682,1.3,2.5,0.571557405480402,0.0447739162634083,sig_r,d,nc,e,1,0.64234855804521
201,e03103,5.766,2.5201,0.725,2.5554,4.416,0.0009014,32,0.578655424894608,1.3,2.5,0.562937911897329,0.0376316359962411,sig_r,d,nc,e,1,0.650164529132491
202,e03103,5.766,2.5683,0.75,2.3805,4.5005,0.0007583,32,0.406171699854939,1.3,2.5,0.554578563995838,0.0315674015210345,sig_r,d,nc,e,1,0.657578006340747
203,e03103,5.766,2.6151,0.775,2.2107,4.5824,0.0006229,32,0.607962754856317,1.3,2.5,0.546462018730489,0.0258415759730702,sig_r,d,nc,e,1,0.664618592034347
204,e03103,5.766,2.6605,0.8,2.0459,4.6621,0.0005025,32,0.466069651741293,1.3,2.5,0.538588276101283,0.0207674295381594,sig_r,d,nc,e,1,0.671313748310211
205,e03103,5.766,2.7047,0.825,1.8857,4.7394,0.0003993,32,0.721011770598548,1.3,2.5,0.530922650017343,0.0164304594318951,sig_r,d,nc,e,1,0.677677064050859
206,e03103,5.766,2.7476,0.85,1.73,4.8146,0.0003194,32,0.56386975579211,1.3,2.5,0.523482483524107,0.0130815102514991,sig_r,d,nc,e,1,0.683730756163518
207,e03103,5.766,2.7893,0.875,1.5786,4.8877,0.0002563,32,0.900897385875927,1.3,2.5,0.516250433576136,0.010444712417804,sig_r,d,nc,e,1,0.689498921546061
208,e03103,5.766,2.8299,0.9,1.4313,4.9588,0.0001994,32,0.771815446339017,1.3,2.5,0.509209157127992,0.00808259742959093,sig_r,d,nc,e,1,0.69499522047574
209,e03103,5.766,2.8694,0.925,1.288,5.028,0.0001575,32,0.729523809523809,1.3,2.5,0.502358654179674,0.0063484868407914,sig_r,d,nc,e,1,0.700232511503332
210,e03103,5.766,2.9078,0.95,1.1485,5.0954,0.0001434,32,0.709902370990237,1.3,2.5,0.495698924731183,0.00574671855126339,sig_r,d,nc,e,1,0.705229404426869
211,e03103,5.766,2.9452,0.975,1.0127,5.161,0.0001462,32,0.744870041039672,1.3,2.5,0.489212625737079,0.00582364474436536,sig_r,d,nc,e,1,0.71000610443102
212,e03103,5.766,2.9817,1.0,0.8804,5.2249,0.0001424,32,0.757724719101124,1.3,2.5,0.482882414151925,0.00563669744235141,sig_r,d,nc,e,1,0.714561997384187
213,e03103,5.766,3.0172,1.025,0.7514,5.2871,0.0001095,32,0.883287671232877,1.3,2.5,0.476725633021159,0.00430656975250473,sig_r,d,nc,e,1,0.718926847056383
214,e03103,5.766,3.0519,1.05,0.6257,5.3478,7.155e-05,32,1.11767994409504,1.3,2.5,0.470707596253902,0.00279537758645609,sig_r,d,nc,e,1,0.72708699139967
215,e03103,5.766,3.1186,1.1,0.3836,5.4648,2.668e-05,32,1.47451274362819,1.3,2.5,0.459139784946237,0.00102832364272713,sig_r,d,nc,e,1,0.730903891186753
216,e03103,5.766,3.1507,1.125,0.2669,5.5211,1.695e-05,32,1.97817109144543,1.3,2.5,0.453572667360389,0.000648777061100677,sig_r,d,nc,e,1,0.734567690473461
217,e03103,5.766,3.1821,1.15,0.153,5.5761,1.101e-05,32,2.59945504087193,1.3,2.5,0.448126951092612,0.000418443004816356,sig_r,d,nc,e,1,0.738081721043529
218,e03103,5.766,3.2128,1.175,0.0419,5.6297,7.88e-06,32,3.19670050761421,1.3,2.5,0.442802636142907,0.000297324332669135,sig_r,d,nc,e,1,0.741448480475676
219,e03103,5.766,3.2427,1.2,-0.0667,5.6822,5.318e-06,32,4.17450169236555,1.3,2.5,0.437617065556712,0.000199217921293436,sig_r,d,nc,e,1,0.744677212499897
220,e03103,5.766,3.2719,1.225,-0.1727,5.7334,3.636e-06,32,5.45104510451045,1.3,2.5,0.432552896288588,0.000135219723539135,sig_r,d,nc,e,1,0.747774249023635
221,e03103,5.766,3.3004,1.25,-0.2763,5.7834,2.523e-06,32,7.10265556876734,1.3,2.5,0.427610128338536,9.31432251245109e-05,sig_r,d,nc,e,1,0.750761043413823
222,e03103,5.766,3.3284,1.275,-0.3776,5.8323,1.973e-06,32,8.65179929042068,1.3,2.5,0.422754075615678,7.22956165742757e-05,sig_r,d,nc,e,1,0.753618120191741
223,e03103,5.766,3.3556,1.3,-0.4766,5.8801,1.491e-06,32,4.47887323943662,1.3,2.5,0.41803676725633,5.42319827382e-05,sig_r,d,nc,e,1,0.756373889577637
224,e03103,5.766,3.3823,1.325,-0.5734,5.9269,1.024e-06,32,17.1484375,1.3,2.5,0.413406174124176,3.69681943859401e-05,sig_r,d,nc,e,1,0.759022514508458
225,e03103,5.766,3.4084,1.35,-0.6681,5.9726,8.012e-07,32,6.03095356964553,1.3,2.5,0.408879639264655,2.87078810297633e-05,sig_r,d,nc,e,1,0.764024729549918
226,e03103,5.766,3.4589,1.4,-0.8514,6.0611,5.124e-07,32,7.23848555815769,1.3,2.5,0.400121401318071,1.80850289743263e-05,sig_r,d,nc,e,1,0.768667456992894
227,e03103,5.766,3.5073,1.45,-1.027,6.1459,2.428e-07,32,11.8451400329489,1.3,2.5,0.391727367325702,8.44074429516971e-06,sig_r,d,nc,e,1,0.772981438283864
228,e03103,5.766,3.5537,1.5,-1.1954,6.2272,1.469e-07,32,15.9360108917631,1.3,2.5,0.383680194242109,5.030010086094e-06,sig_r,d,nc,e,1,0.776994925602021
229,e03103,5.766,3.5982,1.55,-1.357,6.3052,9.724e-08,32,18.3874948580831,1.3,2.5,0.375962539021852,3.2795780790272e-06,sig_r,d,nc,e,1,0.780741687455583
230,e03103,5.766,3.641,1.6,-1.5122,6.3802,6.497e-08,32,22.9952285670309,1.3,2.5,0.368539715574055,2.15832042088935e-06,sig_r,d,nc,e,1,0.784236382399038
231,e03103,5.766,3.6821,1.65,-1.6614,6.4522,2.839e-08,32,38.3585769637196,1.3,2.5,0.361411723898717,9.29014448205949e-07,sig_r,d,nc,e,1,0.787509607257547
232,e03103,5.766,3.7217,1.7,-1.805,6.5216,2.89e-08,32,36.6435986159169,1.3,2.5,0.35454387790496,9.31610555008495e-07,sig_r,d,nc,e,1,0.790571993210571
233,e03103,5.766,3.7598,1.75,-1.9432,6.5883,9.477e-09,32,76.9863880974992,1.3,2.5,0.347936177592785,3.00964305753831e-07,sig_r,d,nc,e,1,0.30229552209066
234,e03103,5.766,1.0631,0.325,6.8374,2.8682,0.002972,40,0.436742934051144,1.3,2.5,0.81562608394034,0.209862449676038,sig_r,d,nc,e,1,0.318923073452887
235,e03103,5.766,1.1289,0.35,6.5365,3.0456,0.002685,40,0.405586592178771,1.3,2.5,0.804214360041624,0.197215532157904,sig_r,d,nc,e,1,0.334809397729987
236,e03103,5.766,1.1928,0.375,6.244,3.2182,0.002459,40,0.41764945099634,1.3,2.5,0.793132154006244,0.187016471339921,sig_r,d,nc,e,1,0.349989043446279
237,e03103,5.766,1.255,0.4,5.9594,3.386,0.002221,40,0.370283656010806,1.3,2.5,0.782344779743323,0.174171163319721,sig_r,d,nc,e,1,0.36451216453172
238,e03103,5.766,1.3156,0.425,5.6824,3.5494,0.001995,40,0.371829573934837,1.3,2.5,0.771834894207423,0.160745572599005,sig_r,d,nc,e,1,0.378387208453481
239,e03103,5.766,1.3745,0.45,5.4128,3.7084,0.001773,40,0.406711787930062,1.3,2.5,0.761619840443982,0.146338390246588,sig_r,d,nc,e,1,0.39165999496479
240,e03103,5.766,1.4319,0.475,5.1502,3.8632,0.00158,40,0.407658227848101,1.3,2.5,0.751664932362123,0.133215479302092,sig_r,d,nc,e,1,0.404362471068448
241,e03103,5.766,1.4878,0.5,4.8945,4.0141,0.0014,40,0.396785714285714,1.3,2.5,0.741970169961845,0.120299370919278,sig_r,d,nc,e,1,0.416519559819005
242,e03103,5.766,1.5423,0.525,4.6452,4.1611,0.001224,40,0.399509803921569,1.3,2.5,0.732518210197711,0.10695651037596,sig_r,d,nc,e,1,0.428156354160075
243,e03103,5.766,1.5954,0.55,4.4022,4.3044,0.001073,40,0.424324324324324,1.3,2.5,0.723309053069719,0.0951707408086545,sig_r,d,nc,e,1,0.439306038426111
244,e03103,5.766,1.6472,0.575,4.1652,4.4442,0.0009275,40,0.392021563342318,1.3,2.5,0.714325355532431,0.0833607778191963,sig_r,d,nc,e,1,0.449992245961782
245,e03103,5.766,1.6978,0.6,3.934,4.5805,0.0008037,40,0.358715938783128,1.3,2.5,0.705549774540409,0.0730769934317617,sig_r,d,nc,e,1,0.460231801983778
246,e03103,5.766,1.7471,0.625,3.7085,4.7136,0.0006937,40,0.377396569122099,1.3,2.5,0.696999653139091,0.0637307374123889,sig_r,d,nc,e,1,0.470042945438139
247,e03103,5.766,1.7952,0.65,3.4883,4.8434,0.0005835,40,0.319965724078835,1.3,2.5,0.688657648283039,0.054094513617648,sig_r,d,nc,e,1,0.479459685752199
248,e03103,5.766,1.8422,0.675,3.2734,4.9702,0.0004938,40,0.41575536654516,1.3,2.5,0.680506416926812,0.0461431319695522,sig_r,d,nc,e,1,0.488493681699319
249,e03103,5.766,1.8881,0.7,3.0635,5.094,0.0004236,40,0.442398489140699,1.3,2.5,0.672545959070413,0.039856953274353,sig_r,d,nc,e,1,0.497159973306801
250,e03103,5.766,1.9329,0.725,2.8584,5.2149,0.0003559,40,0.375386344478786,1.3,2.5,0.66477627471384,0.0336876283062706,sig_r,d,nc,e,1,0.505485973731748
251,e03103,5.766,1.9767,0.75,2.6581,5.3331,0.0002931,40,0.559877175025589,1.3,2.5,0.657180020811655,0.0278858742015243,sig_r,d,nc,e,1,0.513481737000469
252,e03103,5.766,2.0195,0.775,2.4622,5.4486,0.000242,40,0.465289256198347,1.3,2.5,0.649757197363857,0.0231243633441644,sig_r,d,nc,e,1,0.521169927031774
253,e03103,5.766,2.0614,0.8,2.2707,5.5615,0.0001946,40,0.495066803699897,1.3,2.5,0.642490461325009,0.018661638580842,sig_r,d,nc,e,1,0.528556464119065
254,e03103,5.766,2.1023,0.825,2.0835,5.672,0.0001482,40,0.767206477732794,1.3,2.5,0.635397155740548,0.0142549320320539,sig_r,d,nc,e,1,0.535656483489048
255,e03103,5.766,2.1423,0.85,1.9003,5.78,0.0001148,40,0.598867595818815,1.3,2.5,0.628459937565036,0.011068665900069,sig_r,d,nc,e,1,0.542493909178237
256,e03103,5.766,2.1815,0.875,1.7212,5.8857,8.512e-05,40,0.70077537593985,1.3,2.5,0.621661463753035,0.00822173251564161,sig_r,d,nc,e,1,0.549067060952441
257,e03103,5.766,2.2198,0.9,1.5458,5.9891,6.506e-05,40,1.13049492775899,1.3,2.5,0.615019077349983,0.00629242715321863,sig_r,d,nc,e,1,0.555405212074032
258,e03103,5.766,2.2574,0.925,1.3742,6.0903,5.007e-05,40,0.771519872178949,1.3,2.5,0.608498092265002,0.00484629307966008,sig_r,d,nc,e,1,0.561499286761192
259,e03103,5.766,2.2941,0.95,1.2061,6.1894,4.026e-05,40,0.885742672627919,1.3,2.5,0.60213319458897,0.0038984117009318,sig_r,d,nc,e,1,0.56737738189481
260,e03103,5.766,2.3301,0.975,1.0415,6.2865,3.844e-05,40,1.15738813735692,1.3,2.5,0.595889698231009,0.00372212957746545,sig_r,d,nc,e,1,0.573033986604874
261,e03103,5.766,2.3653,1.0,0.8804,6.3815,3.44e-05,40,1.20029069767442,1.3,2.5,0.589784946236559,0.00332969974730205,sig_r,d,nc,e,1,0.578491974278263
262,e03103,5.766,2.3998,1.025,0.7224,6.4747,2.503e-05,40,1.3403915301638,1.3,2.5,0.58380159556018,0.00242108343310829,sig_r,d,nc,e,1,0.583763686184689
263,e03103,5.766,2.4337,1.05,0.5677,6.566,1.629e-05,40,1.60159607120933,1.3,2.5,0.577922303156434,0.00157397572518079,sig_r,d,nc,e,1,0.588836324894039
264,e03103,5.766,2.4668,1.075,0.416,6.6554,9.423e-06,40,1.61413562559694,1.3,2.5,0.572181755116198,0.000909279460305823,sig_r,d,nc,e,1,0.593737993862702
265,e03103,5.766,2.4993,1.1,0.2673,6.7431,5.705e-06,40,3.39000876424189,1.3,2.5,0.566545265348595,0.000549625175322651,sig_r,d,nc,e,1,0.598473448782754
266,e03103,5.766,2.5312,1.125,0.1216,6.8291,3.41e-06,40,4.39589442815249,1.3,2.5,0.561012833853625,0.000327904691047011,sig_r,d,nc,e,1,0.603038399152772
267,e03103,5.766,2.5624,1.15,-0.0214,6.9134,1.98e-06,40,6.08585858585859,1.3,2.5,0.555601803676726,0.000190003366201632,sig_r,d,nc,e,1,0.607457298324429
268,e03103,5.766,2.5931,1.175,-0.1616,6.9961,1.413e-06,40,6.78131634819533,1.3,2.5,0.55027748872702,0.000135274144717793,sig_r,d,nc,e,1,0.611725393454598
269,e03103,5.766,2.6232,1.2,-0.2992,7.0772,9.607e-07,40,8.70719267200999,1.3,2.5,0.545057232049948,9.17382927693355e-05,sig_r,d,nc,e,1,0.615848719440823
270,e03103,5.766,2.6527,1.225,-0.4342,7.1568,7.685e-07,40,6.26935588809369,1.3,2.5,0.539941033645508,7.31862479057362e-05,sig_r,d,nc,e,1,0.619833000721763
271,e03103,5.766,2.6816,1.25,-0.5666,7.235,5.824e-07,40,9.5209478021978,1.3,2.5,0.534928893513701,5.53070225519216e-05,sig_r,d,nc,e,1,0.62742782592739
272,e03103,5.766,2.738,1.3,-0.8243,7.3869,2.785e-07,40,14.5745062836625,1.3,2.5,0.52514741588623,2.62804363860884e-05,sig_r,d,nc,e,1,0.631041784045961
273,e03103,5.766,2.7654,1.325,-0.9497,7.4609,1.932e-07,40,18.8664596273292,1.3,2.5,0.520395421436004,1.81706120124096e-05,sig_r,d,nc,e,1,0.634538765971125
274,e03103,5.766,2.7923,1.35,-1.0728,7.5335,1.293e-07,40,25.5220417633411,1.3,2.5,0.515730142212973,1.21185993362925e-05,sig_r,d,nc,e,1,0.641207183768877
275,e03103,5.766,2.8447,1.4,-1.3125,7.6748,8.369e-08,40,26.8012904767595,1.3,2.5,0.506642386403053,7.78644608888882e-06,sig_r,d,nc,e,1,0.644387303066481
276,e03103,5.766,2.8702,1.425,-1.4292,7.7437,4.714e-08,40,47.1574034789987,1.3,2.5,0.502219909816164,4.36924830012573e-06,sig_r,d,nc,e,1,0.647463388390716
277,e03103,5.766,2.8952,1.45,-1.5438,7.8113,7.137e-08,40,31.9041614123581,1.3,2.5,0.497884148456469,6.58943108776327e-06,sig_r,d,nc,e,1,0.653353459045472
278,e03103,5.766,2.9441,1.5,-1.7674,7.9431,1.901e-08,40,111.730668069437,1.3,2.5,0.489403399236906,1.74090231048484e-06,sig_r,d,nc,e,1,0.656165196826745
279,e03103,5.766,2.9679,1.525,-1.8763,8.0074,1.965e-08,40,65.9033078880407,1.3,2.5,0.485275754422477,1.79204994309833e-06,sig_r,d,nc,e,1,0.658891770180137
280,e03103,5.766,2.9913,1.55,-1.9834,8.0705,1.659e-08,40,76.0699216395419,1.3,2.5,0.481217481789802,1.50655021904708e-06,sig_r,d,nc,e,1,0.666612459708704
281,e03103,5.766,3.0593,1.625,-2.2942,8.2538,6.548e-09,40,141.188149053146,1.3,2.5,0.469424210891433,5.86834823513451e-07,sig_r,d,nc,e,1,0.66903772982725
282,e03103,5.766,3.0812,1.65,-2.3945,8.313,1.321e-08,40,85.2384557153671,1.3,2.5,0.46562608394034,1.17860945512571e-06,sig_r,d,nc,e,1,0.673685708657753
283,e03103,5.766,3.124,1.7,-2.5902,8.4284,6.056e-09,40,100.0,1.3,2.5,0.458203260492543,5.35395029032661e-07,sig_r,d,nc,e,1,0.675912779079005
284,e03103,5.766,3.1449,1.725,-2.6857,8.4847,2.105e-09,40,552.969121140143,1.3,2.5,0.454578563995838,1.85232389121968e-07,sig_r,d,nc,e,1,0.211517253468146
285,e03103,5.766,0.7929,0.35,6.9463,3.2663,0.001461,50,0.835728952772074,1.3,2.5,0.862486992715921,0.191307297854689,sig_r,d,nc,e,1,0.223296341271042
286,e03103,5.766,0.8413,0.375,6.6563,3.4655,0.001332,50,0.752252252252252,1.3,2.5,0.854092958723552,0.182324620200634,sig_r,d,nc,e,1,0.234706559092666
287,e03103,5.766,0.8887,0.4,6.3718,3.661,0.001204,50,0.709800664451827,1.3,2.5,0.845872355185571,0.171573336291745,sig_r,d,nc,e,1,0.245762310072603
288,e03103,5.766,0.9353,0.425,6.0928,3.8527,0.001057,50,0.552034058656575,1.3,2.5,0.837790496011099,0.156199997042041,sig_r,d,nc,e,1,0.256461215787095
289,e03103,5.766,0.9809,0.45,5.819,4.0407,0.0009304,50,0.579213241616509,1.3,2.5,0.829882067291016,0.142129803323298,sig_r,d,nc,e,1,0.26683471075213
290,e03103,5.766,1.0257,0.475,5.5504,4.2253,0.0008093,50,0.622142592363771,1.3,2.5,0.822112382934443,0.12742909984498,sig_r,d,nc,e,1,0.276885053243621
291,e03103,5.766,1.0697,0.5,5.2868,4.4064,0.0007163,50,0.518637442412397,1.3,2.5,0.814481442941381,0.115942168137645,sig_r,d,nc,e,1,0.286618821535384
292,e03103,5.766,1.1128,0.525,5.028,4.5842,0.0006237,50,0.502164502164502,1.3,2.5,0.807006590357267,0.103551428267104,sig_r,d,nc,e,1,0.296059876872213
293,e03103,5.766,1.1552,0.55,4.7739,4.7588,0.0005344,50,0.512911676646707,1.3,2.5,0.799653139091225,0.090811166455224,sig_r,d,nc,e,1,0.305206803140907
294,e03103,5.766,1.1968,0.575,4.5244,4.9302,0.0004592,50,0.482142857142857,1.3,2.5,0.792438432188692,0.0797181565030477,sig_r,d,nc,e,1,0.314076370098469
295,e03103,5.766,1.2377,0.6,4.2794,5.0985,0.0003906,50,0.538402457757297,1.3,2.5,0.785345126604232,0.0691515947080741,sig_r,d,nc,e,1,0.322673285352108
296,e03103,5.766,1.2778,0.625,4.0387,5.2639,0.0003299,50,0.428008487420431,1.3,2.5,0.778390565383281,0.0594760399426348,sig_r,d,nc,e,1,0.331015003178561
297,e03103,5.766,1.3173,0.65,3.8022,5.4263,0.000278,50,0.541007194244604,1.3,2.5,0.771540062434964,0.0509583079390755,sig_r,d,nc,e,1,0.339100938796992
298,e03103,5.766,1.356,0.675,3.5699,5.586,0.0002289,50,0.478374836173001,1.3,2.5,0.764828303850156,0.0426122584290176,sig_r,d,nc,e,1,0.34694556147743
299,e03103,5.766,1.3941,0.7,3.3416,5.7428,0.0001891,50,0.640401903754627,1.3,2.5,0.758220603537981,0.0357049138143759,sig_r,d,nc,e,1,0.354555243552783
300,e03103,5.766,1.4315,0.725,3.1172,5.897,0.0001586,50,0.592370744010088,1.3,2.5,0.751734304543878,0.0303420926093301,sig_r,d,nc,e,1,0.361942686470799
301,e03103,5.766,1.4683,0.75,2.8965,6.0486,0.0001291,50,0.522540666150271,1.3,2.5,0.745352063822407,0.0249990203871178,sig_r,d,nc,e,1,0.369112667094543
