,exp,Q2,x,value,stat_u,sys,eff_c,ee_c,phe_c,rdc_c,mom_c,rlt_c,tot,obs,target,curent,lepton beam,units,*%norm_c
1062,clas6,1.225,0.3745,0.2865,0.001494,0.02429,0.02129,0.00078836,0.0010291,0.0042975,0.0033893,0.010202,0.024269,F2,p,e,nc,1,1
1063,clas6,1.225,0.3835,0.2776,0.001459,0.0221,0.019596,0.0,0.00097285,0.004164,9.2344e-06,0.0095231,0.022203,F2,p,e,nc,1,1
1064,clas6,1.225,0.3925,0.2493,0.001381,0.01898,0.016508,0.0,0.0008543,0.0037395,0.0012859,0.0082518,0.018894,F2,p,e,nc,1,1
1065,clas6,1.225,0.4015,0.2212,0.001302,0.01647,0.014067,0.0,0.00074257,0.0035887,0.00080448,0.0070749,0.016187,F2,p,e,nc,1,1
1066,clas6,1.225,0.4105,0.205,0.001275,0.01492,0.013058,0.0,0.00067529,0.003075,2.6992e-05,0.0063443,0.014856,F2,p,e,nc,1,1
1067,clas6,1.225,0.4195,0.195,0.001246,0.01577,0.012361,0.0,0.00063121,0.0080129,0.00084566,0.0058473,0.015884,F2,p,e,nc,1,1
1068,clas6,1.225,0.4285,0.193,0.001534,0.01363,0.011651,0.0,0.00061478,0.0037745,0.0017549,0.0056144,0.013601,F2,p,e,nc,1,1
1069,clas6,1.225,0.4375,0.1988,0.001571,0.0138,0.011925,0.0,0.00062387,0.002982,0.0030007,0.0056167,0.013858,F2,p,e,nc,1,1
1070,clas6,1.225,0.4465,0.2126,0.00169,0.01498,0.012534,0.0,0.00065791,0.003189,0.0047161,0.0058403,0.014969,F2,p,e,nc,1,1
1071,clas6,1.225,0.4555,0.2341,0.001824,0.01667,0.013691,0.0,0.00071501,0.0035115,0.005948,0.0062596,0.016579,F2,p,e,nc,1,1
1072,clas6,1.225,0.4645,0.2506,0.001632,0.01647,0.014261,0.0,0.00075604,0.003759,0.0031944,0.0065286,0.016459,F2,p,e,nc,1,1
1073,clas6,1.225,0.4735,0.2435,0.001616,0.01527,0.013024,0.0,0.00072614,0.0036525,0.0026298,0.0061866,0.015122,F2,p,e,nc,1,1
1074,clas6,1.225,0.4825,0.2018,0.001438,0.01262,0.01028,0.0,0.00059527,0.003027,0.0040909,0.0050046,0.012529,F2,p,e,nc,1,1
1075,clas6,1.225,0.4915,0.1706,0.001315,0.01017,0.0083628,0.0,0.00049807,0.002559,0.0028777,0.0041333,0.010104,F2,p,e,nc,1,1
1076,clas6,1.225,0.5005,0.1507,0.001238,0.008655,0.007338,0.0,0.0004357,0.0022605,0.0016572,0.0035696,0.0086392,F2,p,e,nc,1,1
1077,clas6,1.225,0.5095,0.1362,0.001188,0.007664,0.0064073,0.0,0.00039017,0.002043,0.0008537,0.0031567,0.0074881,F2,p,e,nc,1,1
1078,clas6,1.225,0.5185,0.1311,0.001184,0.007341,0.0063679,0.0,0.0003723,0.0019665,0.00038162,0.0029751,0.007318,F2,p,e,nc,1,1
1079,clas6,1.225,0.5275,0.126,0.001173,0.0069,0.0059199,0.0,0.00035487,0.00189,6.2413e-05,0.0028016,0.0068261,F2,p,e,nc,1,1
1080,clas6,1.225,0.5365,0.1228,0.001176,0.00671,0.0058443,0.0,0.00034315,0.001842,0.00016793,0.002677,0.0066979,F2,p,e,nc,1,1
1081,clas6,1.225,0.5455,0.1189,0.001161,0.006424,0.0055699,0.0,0.00032979,0.0017835,0.00035109,0.0025428,0.0063955,F2,p,e,nc,1,1
1082,clas6,1.225,0.5545,0.1147,0.00115,0.006073,0.0052556,0.0,0.0003159,0.0017205,0.00051037,0.0024079,0.0060613,F2,p,e,nc,1,1
1083,clas6,1.225,0.5635,0.1138,0.001156,0.006079,0.0052714,0.0,0.0003113,0.001707,0.00068223,0.0023463,0.0060638,F2,p,e,nc,1,1
1084,clas6,1.225,0.5725,0.1142,0.001166,0.005997,0.0052666,0.0,0.0003104,0.001713,0.00087919,0.0023137,0.0060741,F2,p,e,nc,1,1
1085,clas6,1.225,0.5815,0.1135,0.001182,0.005912,0.0051532,0.0,0.00030661,0.0017759,0.0010957,0.0022608,0.0060096,F2,p,e,nc,1,1
1086,clas6,1.225,0.5905,0.1181,0.001218,0.006968,0.0053849,0.0,0.00031718,0.0037128,0.0014099,0.0023138,0.0070869,F2,p,e,nc,1,1
1087,clas6,1.225,0.5995,0.1224,0.001264,0.007584,0.0055898,0.0,0.00032691,0.0042671,0.0017872,0.0023597,0.007637,F2,p,e,nc,1,1
1088,clas6,1.225,0.6085,0.1257,0.001295,0.007553,0.0056906,0.0,0.00033392,0.0038802,0.0022167,0.0023857,0.007626,F2,p,e,nc,1,1
1089,clas6,1.225,0.6175,0.1346,0.001375,0.008876,0.0061857,0.0,0.00035572,0.0052362,0.0028138,0.0025159,0.0089473,F2,p,e,nc,1,1
1090,clas6,1.225,0.6265,0.1433,0.001444,0.009518,0.0063535,0.0,0.00037682,0.0056909,0.0034429,0.0026389,0.0095766,F2,p,e,nc,1,1
1091,clas6,1.225,0.6355,0.155,0.001536,0.009485,0.0070542,0.0,0.00040564,0.0041681,0.0040565,0.0028133,0.0095743,F2,p,e,nc,1,1
1092,clas6,1.225,0.6445,0.1718,0.001662,0.009971,0.0077736,0.0,0.00044752,0.0032602,0.004444,0.0030744,0.010023,F2,p,e,nc,1,1
1093,clas6,1.225,0.6535,0.1832,0.001772,0.00999,0.0083274,0.0,0.00047507,0.002748,0.0038556,0.0032333,0.010121,F2,p,e,nc,1,1
1094,clas6,1.225,0.6625,0.1873,0.001834,0.009498,0.0085607,0.0,0.00048359,0.0028095,0.0018668,0.0032613,0.0097741,F2,p,e,nc,1,1
1095,clas6,1.225,0.6715,0.1826,0.00186,0.009042,0.0078752,0.0,0.00046948,0.002739,0.001242,0.0031376,0.0090071,F2,p,e,nc,1,1
1096,clas6,1.225,0.6805,0.1735,0.001832,0.009827,0.0073535,0.0,0.00044426,0.0037341,0.0043778,0.0029429,0.0098,F2,p,e,nc,1,1
1097,clas6,1.225,0.6895,0.1406,0.001615,0.01022,0.0058388,0.0,0.00035861,0.0058513,0.0056514,0.0023549,0.010293,F2,p,e,nc,1,1
1098,clas6,1.225,0.6985,0.1178,0.001459,0.01013,0.0045245,0.0,0.00029931,0.0066939,0.0057899,0.0019488,0.010134,F2,p,e,nc,1,1
1099,clas6,1.225,0.7075,0.09405,0.001304,0.00756,0.0035511,0.0,0.00023808,0.0041841,0.0049625,0.0015371,0.0075606,F2,p,e,nc,1,1
1100,clas6,1.225,0.7165,0.0742,0.001129,0.005149,0.0027002,0.0,0.00018716,0.0014556,0.0039394,0.0011983,0.0051381,F2,p,e,nc,1,1
1101,clas6,1.225,0.7255,0.05858,0.000998,0.005038,0.0020656,0.0,0.00014725,0.0033112,0.0030503,0.00093511,0.0050429,F2,p,e,nc,1,1
1102,clas6,1.225,0.7345,0.05107,0.0009488,0.004968,0.0018099,0.0,0.00012794,0.0037074,0.002608,0.00080594,0.0049486,F2,p,e,nc,1,1
1103,clas6,1.225,0.7435,0.03991,0.0008189,0.002867,0.0013977,0.0,9.9651e-05,0.0013082,0.0020351,0.0006228,0.0028643,F2,p,e,nc,1,1
1104,clas6,1.225,0.7525,0.03331,0.000744,0.002404,0.0011894,0.0,8.2905e-05,0.0010711,0.001749,0.00051411,0.0024274,F2,p,e,nc,1,1
1105,clas6,1.225,0.7615,0.02721,0.0006623,0.002471,0.00098791,0.0,6.7513e-05,0.0016089,0.0015327,0.00041544,0.002468,F2,p,e,nc,1,1
1106,clas6,1.225,0.7705,0.02218,0.0005565,0.002756,0.00079943,0.0,5.4869e-05,0.002218,0.0014091,0.00033507,0.0027676,F2,p,e,nc,1,1
1107,clas6,1.225,0.7795,0.01777,0.000488,0.002333,0.00056713,0.0,4.383e-05,0.001777,0.0013526,0.00026566,0.0023197,F2,p,e,nc,1,1
1108,clas6,1.225,0.7885,0.01417,0.0003931,0.00206,0.00049134,0.0,3.4851e-05,0.001417,0.0013971,0.00020969,0.0020606,F2,p,e,nc,1,1
1109,clas6,1.225,0.7975,0.009812,0.0002898,0.0003533,0.00031891,0.0,2.4066e-05,0.00014718,0.0,0.0,0.00035205,F2,p,e,nc,1,1
1110,clas6,1.225,0.8065,0.005707,0.0001726,0.0002117,0.00018985,0.0,1.396e-05,8.5605e-05,0.0,0.0,0.00020873,F2,p,e,nc,1,1
1111,clas6,1.275,0.3565,0.2459,0.004318,0.02704,0.0036794,1.5947e-05,0.0015892,0.0037741,0.0046202,0.0034374,0.0079667,F2,p,e,nc,1,1
1112,clas6,1.275,0.3655,0.2515,0.002335,0.02534,0.0036548,1.247e-05,0.0016037,0.0042179,0.0093631,0.0033867,0.011526,F2,p,e,nc,1,1
1113,clas6,1.275,0.3745,0.2819,0.004825,0.02757,0.01483,0.00066489,0.0014205,0.0048972,0.0084525,0.0072933,0.021334,F2,p,e,nc,1,1
1114,clas6,1.275,0.3835,0.2799,0.00185,0.0251,0.013221,0.00045643,0.0013847,0.0041985,0.0047222,0.006979,0.017331,F2,p,e,nc,1,1
1115,clas6,1.275,0.3925,0.2689,0.00158,0.02241,0.011639,0.0,0.0013077,0.0040335,0.0013644,0.0064716,0.014672,F2,p,e,nc,1,1
1116,clas6,1.275,0.4015,0.2381,0.001411,0.01916,0.009884,0.0,0.0011396,0.0035715,0.0034844,0.0055392,0.013564,F2,p,e,nc,1,1
1117,clas6,1.275,0.4105,0.2134,0.001331,0.01658,0.0086301,0.0,0.0010062,0.0035062,0.0025565,0.0048053,0.011651,F2,p,e,nc,1,1
1118,clas6,1.275,0.4195,0.1954,0.001293,0.0148,0.0077339,0.0,0.0009084,0.002931,0.00095238,0.0042646,0.0098562,F2,p,e,nc,1,1
1119,clas6,1.275,0.4285,0.1857,0.00127,0.01513,0.0071192,0.0,0.00085186,0.0047461,0.0005708,0.0039329,0.0096297,F2,p,e,nc,1,1
1120,clas6,1.275,0.4375,0.1882,0.001307,0.01426,0.012144,0.0,0.00061103,0.0042262,0.0016197,0.0057632,0.014197,F2,p,e,nc,1,1
1121,clas6,1.275,0.4465,0.1949,0.001348,0.01435,0.0072495,0.0,0.00087229,0.0034184,0.0044755,0.0039001,0.011083,F2,p,e,nc,1,1
1122,clas6,1.275,0.4555,0.2088,0.001728,0.01541,0.0077845,0.0,0.00092392,0.0033913,0.0075611,0.0040678,0.013666,F2,p,e,nc,1,1
1123,clas6,1.275,0.4645,0.2325,0.001573,0.01736,0.0086383,0.0,0.0010177,0.0037567,0.010193,0.0044142,0.016516,F2,p,e,nc,1,1
1124,clas6,1.275,0.4735,0.2468,0.001662,0.01727,0.015197,0.0,0.00075733,0.003702,0.0036906,0.0067811,0.01746,F2,p,e,nc,1,1
1125,clas6,1.275,0.4825,0.2331,0.00162,0.01542,0.0080142,0.0,0.00099974,0.0034965,0.004521,0.0042147,0.012084,F2,p,e,nc,1,1
1126,clas6,1.275,0.4915,0.1993,0.001476,0.01307,0.006391,0.0,0.00084665,0.0034325,0.0081107,0.0035208,0.013092,F2,p,e,nc,1,1
1127,clas6,1.275,0.5005,0.1697,0.001361,0.01077,0.0052359,0.0,0.00071434,0.0025455,0.0060899,0.0029317,0.010255,F2,p,e,nc,1,1
1128,clas6,1.275,0.5095,0.1495,0.00128,0.009135,0.0045702,0.0,0.00062377,0.0023416,0.0037155,0.0025274,0.0078187,F2,p,e,nc,1,1
1129,clas6,1.275,0.5185,0.1349,0.001231,0.008027,0.0039963,0.0,0.00055811,0.0020235,0.0021097,0.0022334,0.0060907,F2,p,e,nc,1,1
1130,clas6,1.275,0.5275,0.1263,0.001198,0.007341,0.0061994,0.0,0.00036403,0.0018945,0.00041804,0.0030274,0.007176,F2,p,e,nc,1,1
1131,clas6,1.275,0.5365,0.1204,0.001174,0.00694,0.0060402,0.0,0.00034407,0.001806,9.9134e-05,0.0028281,0.006919,F2,p,e,nc,1,1
1132,clas6,1.275,0.5455,0.1148,0.001156,0.006466,0.0056047,0.0,0.00032539,0.001722,0.000123,0.0026441,0.0064412,F2,p,e,nc,1,1
1133,clas6,1.275,0.5545,0.1108,0.001152,0.006178,0.0031153,0.0,0.00044443,0.0018649,0.00025823,0.0016978,0.0043226,F2,p,e,nc,1,1
1134,clas6,1.275,0.5635,0.1115,0.001169,0.006233,0.0031054,0.0,0.00044408,0.0019728,0.00057596,0.0016781,0.0044501,F2,p,e,nc,1,1
1135,clas6,1.275,0.5725,0.1103,0.001186,0.006175,0.0052053,0.0,0.00030578,0.0016545,0.00062443,0.0024032,0.0060076,F2,p,e,nc,1,1
1136,clas6,1.275,0.5815,0.1097,0.001182,0.006091,0.0052706,0.0,0.00030209,0.0016455,0.00080366,0.0023487,0.0060614,F2,p,e,nc,1,1
1137,clas6,1.275,0.5905,0.1129,0.001222,0.006149,0.0051598,0.0,0.00030892,0.0016935,0.0010426,0.0023764,0.0060267,F2,p,e,nc,1,1
1138,clas6,1.275,0.5995,0.1147,0.001245,0.006991,0.0054374,0.0,0.00031194,0.0035422,0.0013154,0.0023747,0.0070412,F2,p,e,nc,1,1
1139,clas6,1.275,0.6085,0.1173,0.001279,0.007459,0.0055479,0.0,0.00031716,0.0040918,0.0016521,0.0023898,0.0074875,F2,p,e,nc,1,1
1140,clas6,1.275,0.6175,0.1227,0.001335,0.007686,0.0058281,0.0,0.00032992,0.0038453,0.0020958,0.0024609,0.0077014,F2,p,e,nc,1,1
1141,clas6,1.275,0.6265,0.13,0.001401,0.008702,0.0061074,0.0,0.00034768,0.0049318,0.0026435,0.0025676,0.0086791,F2,p,e,nc,1,1
1142,clas6,1.275,0.6355,0.1391,0.00148,0.009493,0.0065387,0.0,0.0003701,0.0054122,0.0032651,0.0027066,0.0094958,F2,p,e,nc,1,1
1143,clas6,1.275,0.6445,0.1491,0.001556,0.009035,0.0071434,0.0,0.00039476,0.0032392,0.0038281,0.0028593,0.0091928,F2,p,e,nc,1,1
1144,clas6,1.275,0.6535,0.1641,0.001682,0.009869,0.0079333,0.0,0.00043239,0.0029805,0.0041745,0.0031025,0.0099528,F2,p,e,nc,1,1
1145,clas6,1.275,0.6625,0.1698,0.001737,0.009583,0.0083584,0.0,0.00044533,0.002547,0.0035048,0.0031658,0.0099425,F2,p,e,nc,1,1
1146,clas6,1.275,0.6715,0.1795,0.001858,0.009619,0.0087136,0.0,0.00046866,0.0026925,0.0016977,0.0033014,0.0098578,F2,p,e,nc,1,1
1147,clas6,1.275,0.6805,0.1724,0.001823,0.008911,0.0082292,0.0,0.00044817,0.002586,0.0012941,0.0031289,0.0092775,F2,p,e,nc,1,1
1148,clas6,1.275,0.6895,0.1585,0.001744,0.009273,0.0072517,0.0,0.00041031,0.0034325,0.0041256,0.0028394,0.0094669,F2,p,e,nc,1,1
1149,clas6,1.275,0.6985,0.1365,0.00158,0.01019,0.0060635,0.0,0.00035191,0.0057505,0.0055721,0.0024143,0.010336,F2,p,e,nc,1,1
1150,clas6,1.275,0.7075,0.1088,0.001387,0.01076,0.0044049,0.0,0.0002794,0.0079466,0.0053768,0.0019004,0.010731,F2,p,e,nc,1,1
1151,clas6,1.275,0.7165,0.08914,0.00124,0.007051,0.0034278,0.0,0.00022803,0.0036769,0.0046946,0.0015381,0.0070517,F2,p,e,nc,1,1
1152,clas6,1.275,0.7255,0.06837,0.001049,0.004819,0.0026543,0.0,0.00017425,0.0014289,0.0036065,0.0011656,0.0048459,F2,p,e,nc,1,1
1153,clas6,1.275,0.7345,0.056,0.0009607,0.005062,0.0020793,0.0,0.00014221,0.0034445,0.0028923,0.00094354,0.0050462,F2,p,e,nc,1,1
1154,clas6,1.275,0.7435,0.04663,0.0008787,0.004366,0.0017967,0.0,0.000118,0.0030945,0.0023656,0.00077662,0.0043609,F2,p,e,nc,1,1
1155,clas6,1.275,0.7525,0.03804,0.0007721,0.002624,0.001431,0.0,9.5937e-05,0.00079606,0.0019363,0.0006264,0.0026138,F2,p,e,nc,1,1
1156,clas6,1.275,0.7615,0.03151,0.0007061,0.002286,0.001137,0.0,7.9207e-05,0.00088521,0.0016654,0.00051314,0.0022626,F2,p,e,nc,1,1
1157,clas6,1.275,0.7705,0.02572,0.0006127,0.002548,0.00091157,0.0,6.4444e-05,0.0017963,0.0014761,0.0004143,0.0025322,F2,p,e,nc,1,1
1158,clas6,1.275,0.7795,0.02239,0.0005645,0.002833,0.00087529,0.0,5.5926e-05,0.002239,0.0014727,0.00035681,0.0028422,F2,p,e,nc,1,1
1159,clas6,1.275,0.7885,0.01656,0.000446,0.002222,0.00059038,0.0,4.1238e-05,0.001656,0.001334,0.00026112,0.0022227,F2,p,e,nc,1,1
1160,clas6,1.275,0.7975,0.01255,0.0003523,0.00191,0.00043536,0.0,3.1159e-05,0.001255,0.0013526,0.00019586,0.0019062,F2,p,e,nc,1,1
1161,clas6,1.275,0.8065,0.008005,0.0002403,0.0003209,0.00029059,0.0,1.9818e-05,0.00012007,0.0,0.0,0.00031504,F2,p,e,nc,1,1
1162,clas6,1.275,0.8155,0.003878,0.0001178,0.0001408,0.00012875,0.0,9.574e-06,5.817e-05,0.0,0.0,0.00014161,F2,p,e,nc,1,1
1163,clas6,1.325,0.2305,0.3492,0.001937,0.02162,0.014136,0.0028199,0.0031315,0.0068405,0.0088505,0.011108,0.021613,F2,p,e,nc,1,1
1164,clas6,1.325,0.2395,0.3445,0.00211,0.01945,0.012465,0.0016202,0.0029712,0.0066092,0.0080268,0.01012,0.019445,F2,p,e,nc,1,1
1165,clas6,1.325,0.2485,0.3338,0.002287,0.01745,0.01093,0.0009787,0.0027802,0.0063409,0.0072298,0.0090981,0.017439,F2,p,e,nc,1,1
1166,clas6,1.325,0.2575,0.333,0.002378,0.01635,0.010064,0.00062461,0.0026882,0.0062724,0.0067549,0.0084572,0.016314,F2,p,e,nc,1,1
1167,clas6,1.325,0.2665,0.3314,0.002431,0.0152,0.0090873,0.00041501,0.0026014,0.0061935,0.0063294,0.0078737,0.015182,F2,p,e,nc,1,1
1168,clas6,1.325,0.2755,0.3248,0.002491,0.01408,0.0082298,0.00028085,0.0024862,0.0060374,0.0058665,0.0072456,0.014064,F2,p,e,nc,1,1
1169,clas6,1.325,0.2845,0.3249,0.002533,0.01341,0.0077089,0.00019685,0.0024313,0.0060158,0.0055844,0.0068287,0.013407,F2,p,e,nc,1,1
1170,clas6,1.325,0.2935,0.3223,0.002571,0.0129,0.0071902,0.00014121,0.002363,0.0062639,0.0053312,0.0064022,0.012895,F2,p,e,nc,1,1
1171,clas6,1.325,0.3025,0.3214,0.002663,0.01269,0.0067655,0.0001045,0.0023132,0.0068134,0.0051617,0.0060516,0.012695,F2,p,e,nc,1,1
1172,clas6,1.325,0.3115,0.318,0.002764,0.01109,0.006264,7.6686e-05,0.0022503,0.00477,0.0048241,0.0056912,0.011091,F2,p,e,nc,1,1
1173,clas6,1.325,0.3205,0.3096,0.002809,0.01022,0.0057152,5.6e-05,0.0021562,0.004644,0.0041363,0.0052799,0.010204,F2,p,e,nc,1,1
1174,clas6,1.325,0.3295,0.3032,0.00291,0.0124,0.0052717,4.2769e-05,0.00208,0.0092212,0.0033986,0.0049391,0.012391,F2,p,e,nc,1,1
1175,clas6,1.325,0.3385,0.3019,0.003109,0.008986,0.0050478,3.3544e-05,0.0020412,0.0045285,0.0028556,0.0047078,0.0089818,F2,p,e,nc,1,1
1176,clas6,1.325,0.3475,0.2942,0.003284,0.008508,0.0047728,2.609e-05,0.0019613,0.004413,0.0025718,0.0044006,0.0085024,F2,p,e,nc,1,1
1177,clas6,1.325,0.3565,0.2916,0.00348,0.008429,0.0045988,2.0805e-05,0.0019176,0.004374,0.0030589,0.0041923,0.0084325,F2,p,e,nc,1,1
1178,clas6,1.325,0.3655,0.2904,0.003661,0.009403,0.0044059,1.6761e-05,0.0018846,0.0043656,0.0054801,0.00402,0.0094058,F2,p,e,nc,1,1
1179,clas6,1.325,0.3745,0.2917,0.003594,0.02329,0.0042932,1.3204e-05,0.001869,0.0046879,0.010993,0.0038945,0.013424,F2,p,e,nc,1,1
1180,clas6,1.325,0.3835,0.2997,0.002575,0.02188,0.0042282,1.0063e-05,0.0018966,0.005715,0.012191,0.0038652,0.014764,F2,p,e,nc,1,1
1181,clas6,1.325,0.3925,0.3068,0.002592,0.01852,0.0041731,8.0109e-06,0.0019184,0.004602,0.0065585,0.0038279,0.010006,F2,p,e,nc,1,1
1182,clas6,1.325,0.4015,0.2932,0.002355,0.01763,0.010245,0.0,0.0015666,0.004398,0.0020694,0.0060414,0.013801,F2,p,e,nc,1,1
1183,clas6,1.325,0.4105,0.2621,0.002166,0.01614,0.008702,0.0,0.0013807,0.0039315,0.0048509,0.0052273,0.01344,F2,p,e,nc,1,1
1184,clas6,1.325,0.4195,0.2344,0.002088,0.0137,0.0073691,0.0,0.0012182,0.0037917,0.0036416,0.004531,0.011265,F2,p,e,nc,1,1
1185,clas6,1.325,0.4285,0.2111,0.002024,0.01158,0.0065352,0.0,0.0010832,0.0031665,0.0015306,0.0039596,0.0091269,F2,p,e,nc,1,1
1186,clas6,1.325,0.4375,0.2007,0.0021,0.01101,0.0060826,0.0,0.0010174,0.0042336,0.00040824,0.0036572,0.0085809,F2,p,e,nc,1,1
1187,clas6,1.325,0.4465,0.1991,0.002184,0.01136,0.0058836,0.0,0.00099761,0.004567,0.0024517,0.0035285,0.0093617,F2,p,e,nc,1,1
1188,clas6,1.325,0.4555,0.2076,0.002338,0.01257,0.0061265,0.0,0.0010287,0.0039108,0.0052004,0.0035817,0.010888,F2,p,e,nc,1,1
1189,clas6,1.325,0.4645,0.2185,0.002452,0.01478,0.0062751,0.0,0.0010712,0.003666,0.008851,0.0036734,0.013689,F2,p,e,nc,1,1
1190,clas6,1.325,0.4735,0.2311,0.00287,0.01737,0.0084992,0.0,0.0010246,0.0037743,0.010341,0.0044951,0.016798,F2,p,e,nc,1,1
1191,clas6,1.325,0.4825,0.2606,0.00338,0.0171,0.009675,0.0,0.0011435,0.003909,0.0070281,0.0049462,0.015417,F2,p,e,nc,1,1
1192,clas6,1.325,0.4915,0.2401,0.00336,0.01449,0.0085593,0.0,0.0010432,0.0036015,0.0042421,0.0044507,0.012714,F2,p,e,nc,1,1
1193,clas6,1.325,0.5005,0.2177,0.003077,0.01479,0.005601,0.0,0.0010269,0.0039939,0.010513,0.0033293,0.014791,F2,p,e,nc,1,1
1194,clas6,1.325,0.5095,0.1733,0.002029,0.01112,0.0058222,0.0,0.00073751,0.0025995,0.006366,0.0031522,0.010942,F2,p,e,nc,1,1
1195,clas6,1.325,0.5185,0.1569,0.002017,0.009156,0.0052144,0.0,0.0006618,0.0023535,0.0040377,0.0027933,0.0085929,F2,p,e,nc,1,1
1196,clas6,1.325,0.5275,0.1371,0.001858,0.007398,0.0044581,0.0,0.00057337,0.0020565,0.0022404,0.0023907,0.0065849,F2,p,e,nc,1,1
1197,clas6,1.325,0.5365,0.1211,0.001205,0.007472,0.0066472,0.0,0.00035427,0.0018165,0.00043342,0.0030578,0.0075597,F2,p,e,nc,1,1
1198,clas6,1.325,0.5455,0.1268,0.001877,0.006352,0.0040191,0.0,0.00052177,0.001902,0.00060902,0.0021252,0.0052884,F2,p,e,nc,1,1
1199,clas6,1.325,0.5545,0.1213,0.001861,0.005958,0.0037692,0.0,0.00049532,0.0018195,0.00024444,0.0019949,0.0049028,F2,p,e,nc,1,1
1200,clas6,1.325,0.5635,0.1203,0.001929,0.005771,0.0035857,0.0,0.00048761,0.0018941,0.0002266,0.0019425,0.0047753,F2,p,e,nc,1,1
1201,clas6,1.325,0.5725,0.1169,0.001979,0.005579,0.0034892,0.0,0.00047045,0.0018741,0.00054885,0.0018542,0.0046921,F2,p,e,nc,1,1
1202,clas6,1.325,0.5815,0.1127,0.00184,0.005321,0.0032568,0.0,0.00045042,0.0016905,0.0008511,0.0017568,0.004447,F2,p,e,nc,1,1
1203,clas6,1.325,0.5905,0.1102,0.00194,0.005285,0.0031793,0.0,0.00043749,0.001653,0.0011758,0.001689,0.0044623,F2,p,e,nc,1,1
1204,clas6,1.325,0.5995,0.1119,0.001972,0.00554,0.003163,0.0,0.00044137,0.00232,0.0015927,0.0016871,0.0051022,F2,p,e,nc,1,1
1205,clas6,1.325,0.6085,0.1174,0.002089,0.007182,0.0032895,0.0,0.00046016,0.0046974,0.0021603,0.0017419,0.0069803,F2,p,e,nc,1,1
1206,clas6,1.325,0.6175,0.1181,0.002089,0.007895,0.0033346,0.0,0.00046011,0.0056184,0.00275,0.0017251,0.007957,F2,p,e,nc,1,1
1207,clas6,1.325,0.6265,0.1258,0.002298,0.00866,0.0036312,0.0,0.00048721,0.0060765,0.0036346,0.0018098,0.0090051,F2,p,e,nc,1,1
1208,clas6,1.325,0.6355,0.13,0.002371,0.008588,0.0036461,0.0,0.0005006,0.0045861,0.004549,0.0018426,0.0083842,F2,p,e,nc,1,1
1209,clas6,1.325,0.6445,0.1317,0.001472,0.009097,0.0062881,0.0,0.00035455,0.0048414,0.003039,0.0027009,0.0089239,F2,p,e,nc,1,1
1210,clas6,1.325,0.6535,0.1472,0.002685,0.009541,0.0041372,0.0,0.00056067,0.0029168,0.006615,0.0020272,0.0096364,F2,p,e,nc,1,1
1211,clas6,1.325,0.6625,0.1569,0.003052,0.009898,0.004431,0.0,0.00059448,0.0025032,0.0069466,0.0021312,0.0099923,F2,p,e,nc,1,1
1212,clas6,1.325,0.6715,0.1711,0.003389,0.00989,0.0049345,0.0,0.00064498,0.0029919,0.0059497,0.0022927,0.0097857,F2,p,e,nc,1,1
1213,clas6,1.325,0.6805,0.1662,0.001816,0.009237,0.0084587,0.0,0.00043878,0.002493,0.0013637,0.003221,0.009497,F2,p,e,nc,1,1
1214,clas6,1.325,0.6895,0.1693,0.003753,0.009285,0.004728,0.0,0.00063193,0.0051816,0.0032257,0.0022097,0.0093997,F2,p,e,nc,1,1
1215,clas6,1.325,0.6985,0.1484,0.001718,0.009022,0.0069441,0.0,0.00038835,0.0033905,0.0041096,0.0028008,0.0091978,F2,p,e,nc,1,1
1216,clas6,1.325,0.7075,0.1271,0.003551,0.01194,0.0032613,0.0,0.00046998,0.0073094,0.010166,0.0016177,0.013719,F2,p,e,nc,1,1
1217,clas6,1.325,0.7165,0.1084,0.003362,0.01188,0.002657,0.0,0.00039902,0.007753,0.010278,0.0013629,0.013752,F2,p,e,nc,1,1
1218,clas6,1.325,0.7255,0.08137,0.001199,0.006339,0.0033631,0.0,0.00021034,0.0029362,0.0042792,0.0014787,0.0063619,F2,p,e,nc,1,1
1219,clas6,1.325,0.7345,0.0656,0.001062,0.004786,0.0027131,0.0,0.00016893,0.0016104,0.0034342,0.0011778,0.0048128,F2,p,e,nc,1,1
1220,clas6,1.325,0.7435,0.05167,0.000934,0.005011,0.0021483,0.0,0.00013256,0.0035968,0.0026446,0.00091673,0.0050403,F2,p,e,nc,1,1
1221,clas6,1.325,0.7525,0.04331,0.0008435,0.003788,0.0016576,0.0,0.00011071,0.0024656,0.0021838,0.00075948,0.0037663,F2,p,e,nc,1,1
1222,clas6,1.325,0.7615,0.03472,0.0007471,0.002373,0.0013678,0.0,8.8442e-05,0.00056083,0.0017693,0.00060191,0.0023845,F2,p,e,nc,1,1
1223,clas6,1.325,0.7705,0.02807,0.0006511,0.002171,0.0010635,0.0,7.1258e-05,0.0010091,0.0015025,0.00048118,0.0021548,F2,p,e,nc,1,1
1224,clas6,1.325,0.7795,0.0235,0.000589,0.002622,0.00091594,0.0,5.9457e-05,0.0019868,0.0013874,0.00039842,0.0026217,F2,p,e,nc,1,1
1225,clas6,1.325,0.7885,0.01891,0.0005109,0.002442,0.00074859,0.0,4.7691e-05,0.001891,0.0013064,0.00031714,0.0024384,F2,p,e,nc,1,1
