,exp,Q2,x,value,stat_u,sys_u,obs,target,curent,lepton beam,units,*%norm_c
1498,clas6,0.925,0.4735,0.14361,0.0015355,0.0077988,F2,d,e,nc,1,1
1499,clas6,0.925,0.4825,0.13851,0.0015424,0.0075133,F2,d,e,nc,1,1
1500,clas6,0.925,0.4915,0.13858,0.001555,0.00753,F2,d,e,nc,1,1
1501,clas6,0.925,0.5005,0.14574,0.0016257,0.0079194,F2,d,e,nc,1,1
1502,clas6,0.925,0.5095,0.1436,0.001639,0.0077675,F2,d,e,nc,1,1
1503,clas6,0.925,0.5185,0.15586,0.001798,0.0085037,F2,d,e,nc,1,1
1504,clas6,0.925,0.5275,0.14965,0.0017755,0.0081305,F2,d,e,nc,1,1
1505,clas6,0.925,0.5365,0.16364,0.0019451,0.0088646,F2,d,e,nc,1,1
1506,clas6,0.925,0.5455,0.16759,0.0020048,0.0091076,F2,d,e,nc,1,1
1507,clas6,0.925,0.5545,0.18154,0.0021059,0.009913,F2,d,e,nc,1,1
1508,clas6,0.925,0.5635,0.17678,0.0020532,0.0096256,F2,d,e,nc,1,1
1509,clas6,0.925,0.5725,0.18514,0.0020366,0.010042,F2,d,e,nc,1,1
1510,clas6,0.925,0.5815,0.19122,0.0020679,0.010414,F2,d,e,nc,1,1
1511,clas6,0.925,0.5905,0.18813,0.0020684,0.010241,F2,d,e,nc,1,1
1512,clas6,0.925,0.5995,0.18822,0.0021176,0.010312,F2,d,e,nc,1,1
1513,clas6,0.925,0.6085,0.1714,0.0020021,0.009375,F2,d,e,nc,1,1
1514,clas6,0.925,0.6175,0.17043,0.0020552,0.009341,F2,d,e,nc,1,1
1515,clas6,0.925,0.6265,0.15942,0.0020022,0.008613,F2,d,e,nc,1,1
1516,clas6,0.925,0.6355,0.14255,0.0019033,0.0076974,F2,d,e,nc,1,1
1517,clas6,0.925,0.6445,0.13418,0.0018669,0.0072917,F2,d,e,nc,1,1
1518,clas6,0.925,0.6535,0.11439,0.0017027,0.0061365,F2,d,e,nc,1,1
1519,clas6,0.925,0.6625,0.099491,0.0015875,0.0053233,F2,d,e,nc,1,1
1520,clas6,0.925,0.6715,0.10019,0.0016618,0.0053895,F2,d,e,nc,1,1
1521,clas6,0.925,0.6805,0.091839,0.0016322,0.004944,F2,d,e,nc,1,1
1522,clas6,0.925,0.6895,0.081209,0.0015293,0.0043834,F2,d,e,nc,1,1
1523,clas6,0.925,0.6985,0.073501,0.0014011,0.0039478,F2,d,e,nc,1,1
1524,clas6,0.925,0.7075,0.065803,0.0013325,0.0035292,F2,d,e,nc,1,1
1525,clas6,0.925,0.7165,0.060498,0.0012976,0.0032246,F2,d,e,nc,1,1
1526,clas6,0.925,0.7255,0.059762,0.0012954,0.0032177,F2,d,e,nc,1,1
1527,clas6,0.925,0.7345,0.058041,0.0012716,0.003123,F2,d,e,nc,1,1
1528,clas6,0.925,0.7435,0.049419,0.0011686,0.0026253,F2,d,e,nc,1,1
1529,clas6,0.925,0.7525,0.050325,0.0011781,0.0027068,F2,d,e,nc,1,1
1530,clas6,0.925,0.7615,0.0505,0.0011875,0.0026845,F2,d,e,nc,1,1
1531,clas6,0.925,0.7705,0.048565,0.001185,0.0025829,F2,d,e,nc,1,1
1532,clas6,0.925,0.7795,0.051387,0.0012273,0.0027472,F2,d,e,nc,1,1
1533,clas6,0.925,0.7885,0.050443,0.0011978,0.0026666,F2,d,e,nc,1,1
1534,clas6,0.925,0.7975,0.054081,0.0012446,0.0028615,F2,d,e,nc,1,1
1535,clas6,0.925,0.8065,0.054491,0.0012995,0.0029058,F2,d,e,nc,1,1
1536,clas6,0.925,0.8155,0.056999,0.0012931,0.0030197,F2,d,e,nc,1,1
1537,clas6,0.925,0.8245,0.059476,0.0013649,0.0031689,F2,d,e,nc,1,1
1538,clas6,0.925,0.8335,0.06307,0.0014447,0.0033629,F2,d,e,nc,1,1
1539,clas6,0.925,0.8425,0.068596,0.0015226,0.003674,F2,d,e,nc,1,1
1540,clas6,0.925,0.8515,0.070221,0.0015458,0.0037483,F2,d,e,nc,1,1
1541,clas6,0.925,0.8605,0.086429,0.001838,0.0047103,F2,d,e,nc,1,1
1542,clas6,0.925,0.8695,0.085382,0.0017375,0.0045562,F2,d,e,nc,1,1
1543,clas6,0.925,0.8785,0.097979,0.0019934,0.0052802,F2,d,e,nc,1,1
1544,clas6,0.925,0.8875,0.11302,0.0021481,0.0061036,F2,d,e,nc,1,1
1545,clas6,0.925,0.8965,0.12233,0.0022566,0.0066191,F2,d,e,nc,1,1
1546,clas6,0.925,0.9055,0.13002,0.0023603,0.0070199,F2,d,e,nc,1,1
1547,clas6,0.925,0.9145,0.14239,0.0025341,0.0076462,F2,d,e,nc,1,1
1548,clas6,0.925,0.9235,0.16471,0.0027785,0.0089192,F2,d,e,nc,1,1
1549,clas6,0.925,0.9325,0.16995,0.0029601,0.0093066,F2,d,e,nc,1,1
1550,clas6,0.925,0.9415,0.18494,0.0030841,0.010029,F2,d,e,nc,1,1
1551,clas6,0.925,0.9505,0.19676,0.0033205,0.01072,F2,d,e,nc,1,1
1552,clas6,0.925,0.9595,0.21173,0.0036157,0.011658,F2,d,e,nc,1,1
1553,clas6,0.925,0.9685,0.22683,0.0037655,0.012575,F2,d,e,nc,1,1
1554,clas6,0.925,0.9775,0.23834,0.0039712,0.013161,F2,d,e,nc,1,1
1555,clas6,0.925,0.9865,0.24022,0.0040056,0.013279,F2,d,e,nc,1,1
1556,clas6,0.925,0.9955,0.24007,0.0040791,0.013303,F2,d,e,nc,1,1
1557,clas6,0.925,1.0045,0.22061,0.0037928,0.012077,F2,d,e,nc,1,1
1558,clas6,0.925,1.0135,0.22545,0.0039923,0.012397,F2,d,e,nc,1,1
1559,clas6,0.925,1.0225,0.2092,0.0038026,0.011443,F2,d,e,nc,1,1
1560,clas6,0.925,1.0315,0.19794,0.0035306,0.010754,F2,d,e,nc,1,1
1561,clas6,0.925,1.0405,0.19538,0.0035857,0.010623,F2,d,e,nc,1,1
1562,clas6,0.925,1.0495,0.17424,0.0033923,0.0093919,F2,d,e,nc,1,1
1563,clas6,0.925,1.0585,0.16549,0.003293,0.0089989,F2,d,e,nc,1,1
1564,clas6,0.925,1.0675,0.13626,0.0028154,0.0072598,F2,d,e,nc,1,1
1565,clas6,0.925,1.0765,0.11756,0.002546,0.006276,F2,d,e,nc,1,1
1566,clas6,0.925,1.0855,0.11739,0.0025527,0.0062233,F2,d,e,nc,1,1
1567,clas6,0.925,1.0945,0.10074,0.0023515,0.0053613,F2,d,e,nc,1,1
1568,clas6,0.925,1.1035,0.093375,0.0023268,0.0049714,F2,d,e,nc,1,1
1569,clas6,0.925,1.1125,0.08224,0.0020857,0.0043683,F2,d,e,nc,1,1
1570,clas6,0.925,1.1215,0.082122,0.0020801,0.0043623,F2,d,e,nc,1,1
1571,clas6,0.925,1.1305,0.071283,0.0019266,0.0037573,F2,d,e,nc,1,1
1572,clas6,0.925,1.1395,0.06498,0.0019214,0.0034335,F2,d,e,nc,1,1
1573,clas6,0.925,1.1485,0.060913,0.0018091,0.0032018,F2,d,e,nc,1,1
1574,clas6,0.925,1.1575,0.055339,0.0017501,0.0028973,F2,d,e,nc,1,1
1575,clas6,0.925,1.1665,0.045657,0.0016123,0.0023999,F2,d,e,nc,1,1
1576,clas6,0.925,1.1755,0.040925,0.0014205,0.0021404,F2,d,e,nc,1,1
1577,clas6,0.925,1.1845,0.037445,0.0014258,0.0019641,F2,d,e,nc,1,1
1578,clas6,0.925,1.1935,0.031034,0.0012288,0.0016172,F2,d,e,nc,1,1
1579,clas6,0.925,1.2025,0.033836,0.0014697,0.0017797,F2,d,e,nc,1,1
1580,clas6,0.925,1.2115,0.029732,0.0012623,0.0015425,F2,d,e,nc,1,1
1581,clas6,0.925,1.2205,0.026919,0.0012044,0.0014103,F2,d,e,nc,1,1
1582,clas6,0.925,1.2295,0.026403,0.001208,0.0013686,F2,d,e,nc,1,1
1583,clas6,0.925,1.2385,0.022735,0.0011631,0.0011946,F2,d,e,nc,1,1
1584,clas6,0.925,1.2475,0.02351,0.0011973,0.0012486,F2,d,e,nc,1,1
1585,clas6,0.925,1.2565,0.021253,0.0011126,0.0011074,F2,d,e,nc,1,1
1586,clas6,0.925,1.2655,0.019593,0.0010089,0.0010345,F2,d,e,nc,1,1
1587,clas6,0.925,1.2745,0.019067,0.0011745,0.0010005,F2,d,e,nc,1,1
1588,clas6,0.925,1.2835,0.015605,0.00097352,0.0008076,F2,d,e,nc,1,1
1589,clas6,0.925,1.2925,0.014064,0.00098561,0.00073562,F2,d,e,nc,1,1
1590,clas6,0.925,1.3015,0.011929,0.00085981,0.0006202,F2,d,e,nc,1,1
1591,clas6,0.925,1.3105,0.013948,0.00098665,0.000727,F2,d,e,nc,1,1
1592,clas6,0.925,1.3195,0.010493,0.00087904,0.0005554,F2,d,e,nc,1,1
1593,clas6,0.925,1.3285,0.011436,0.00086879,0.00060059,F2,d,e,nc,1,1
1594,clas6,0.925,1.3375,0.010896,0.00080983,0.0005646,F2,d,e,nc,1,1
1595,clas6,0.925,1.3465,0.012136,0.00098664,0.00064202,F2,d,e,nc,1,1
1596,clas6,0.925,1.3555,0.0098415,0.00080476,0.00051021,F2,d,e,nc,1,1
1597,clas6,0.925,1.3645,0.0091443,0.00069677,0.00047457,F2,d,e,nc,1,1
1598,clas6,0.925,1.3735,0.0074331,0.00072968,0.00038454,F2,d,e,nc,1,1
1599,clas6,0.925,1.3825,0.0065231,0.00066497,0.00033826,F2,d,e,nc,1,1
1600,clas6,0.925,1.3915,0.0064935,0.00075579,0.00035099,F2,d,e,nc,1,1
1601,clas6,0.925,1.4005,0.0090977,0.0007399,0.00047987,F2,d,e,nc,1,1
1602,clas6,0.925,1.4095,0.0051765,0.00058776,0.00026635,F2,d,e,nc,1,1
1603,clas6,0.925,1.4185,0.0074367,0.00077599,0.00039315,F2,d,e,nc,1,1
1604,clas6,0.925,1.4275,0.0061545,0.0006866,0.00031852,F2,d,e,nc,1,1
1605,clas6,0.925,1.4455,0.0041194,0.00053245,0.0002106,F2,d,e,nc,1,1
1606,clas6,0.925,1.4545,0.0042641,0.00060072,0.00022168,F2,d,e,nc,1,1
1607,clas6,0.925,1.4635,0.0057138,0.00067365,0.00029545,F2,d,e,nc,1,1
1608,clas6,0.925,1.4815,0.0029089,0.00053596,0.00015042,F2,d,e,nc,1,1
1609,clas6,0.975,0.2665,0.25111,0.002349,0.014687,F2,d,e,nc,1,1
1610,clas6,0.975,0.2755,0.25,0.0014316,0.014067,F2,d,e,nc,1,1
1611,clas6,0.975,0.2845,0.25081,0.0012901,0.013945,F2,d,e,nc,1,1
1612,clas6,0.975,0.2935,0.25237,0.0013296,0.014048,F2,d,e,nc,1,1
1613,clas6,0.975,0.3025,0.25369,0.0013698,0.014084,F2,d,e,nc,1,1
1614,clas6,0.975,0.3115,0.25587,0.0014175,0.014223,F2,d,e,nc,1,1
1615,clas6,0.975,0.3205,0.25626,0.0014481,0.014233,F2,d,e,nc,1,1
1616,clas6,0.975,0.3295,0.24446,0.0014384,0.013518,F2,d,e,nc,1,1
1617,clas6,0.975,0.3385,0.23446,0.0014369,0.012953,F2,d,e,nc,1,1
1618,clas6,0.975,0.3475,0.22556,0.0014774,0.012464,F2,d,e,nc,1,1
1619,clas6,0.975,0.3565,0.21792,0.0015274,0.012026,F2,d,e,nc,1,1
1620,clas6,0.975,0.3655,0.20626,0.0015914,0.011388,F2,d,e,nc,1,1
1621,clas6,0.975,0.3745,0.21563,0.0017481,0.011954,F2,d,e,nc,1,1
1622,clas6,0.975,0.3835,0.20697,0.0017927,0.011451,F2,d,e,nc,1,1
1623,clas6,0.975,0.3925,0.20881,0.0018433,0.011553,F2,d,e,nc,1,1
1624,clas6,0.975,0.4015,0.21296,0.0019094,0.011795,F2,d,e,nc,1,1
1625,clas6,0.975,0.4105,0.20819,0.0019019,0.011519,F2,d,e,nc,1,1
1626,clas6,0.975,0.4195,0.19396,0.0018601,0.010704,F2,d,e,nc,1,1
1627,clas6,0.975,0.4285,0.18752,0.0018531,0.010364,F2,d,e,nc,1,1
1628,clas6,0.975,0.4375,0.16984,0.0017991,0.0093836,F2,d,e,nc,1,1
1629,clas6,0.975,0.4465,0.15882,0.0017747,0.0088025,F2,d,e,nc,1,1
1630,clas6,0.975,0.4555,0.14875,0.0017278,0.0082464,F2,d,e,nc,1,1
1631,clas6,0.975,0.4645,0.14351,0.0017001,0.0079166,F2,d,e,nc,1,1
1632,clas6,0.975,0.4735,0.14134,0.0016857,0.0078055,F2,d,e,nc,1,1
1633,clas6,0.975,0.4825,0.13204,0.0016464,0.007277,F2,d,e,nc,1,1
1634,clas6,0.975,0.4915,0.13314,0.0016903,0.0073534,F2,d,e,nc,1,1
1635,clas6,0.975,0.5005,0.13763,0.0017128,0.0076177,F2,d,e,nc,1,1
1636,clas6,0.975,0.5095,0.13452,0.0016884,0.007432,F2,d,e,nc,1,1
1637,clas6,0.975,0.5185,0.13179,0.0016603,0.0072723,F2,d,e,nc,1,1
1638,clas6,0.975,0.5275,0.13981,0.001724,0.0077059,F2,d,e,nc,1,1
1639,clas6,0.975,0.5365,0.1459,0.0017697,0.0080754,F2,d,e,nc,1,1
1640,clas6,0.975,0.5455,0.14971,0.0018335,0.0083649,F2,d,e,nc,1,1
1641,clas6,0.975,0.5545,0.15118,0.0017988,0.0083438,F2,d,e,nc,1,1
1642,clas6,0.975,0.5635,0.17109,0.0019714,0.0094893,F2,d,e,nc,1,1
1643,clas6,0.975,0.5725,0.17016,0.0020163,0.0094602,F2,d,e,nc,1,1
1644,clas6,0.975,0.5815,0.16676,0.0019993,0.009235,F2,d,e,nc,1,1
1645,clas6,0.975,0.5905,0.17526,0.0020815,0.0097336,F2,d,e,nc,1,1
1646,clas6,0.975,0.5995,0.17865,0.0020552,0.0099126,F2,d,e,nc,1,1
1647,clas6,0.975,0.6085,0.16281,0.001945,0.0090323,F2,d,e,nc,1,1
1648,clas6,0.975,0.6175,0.16725,0.0020778,0.009366,F2,d,e,nc,1,1
1649,clas6,0.975,0.6265,0.15711,0.001949,0.0087245,F2,d,e,nc,1,1
1650,clas6,0.975,0.6355,0.14298,0.0018778,0.0078215,F2,d,e,nc,1,1
1651,clas6,0.975,0.6445,0.14028,0.00188,0.0076621,F2,d,e,nc,1,1
1652,clas6,0.975,0.6535,0.11814,0.0017059,0.0064364,F2,d,e,nc,1,1
1653,clas6,0.975,0.6625,0.10879,0.001655,0.0059182,F2,d,e,nc,1,1
1654,clas6,0.975,0.6715,0.098845,0.0015823,0.0053605,F2,d,e,nc,1,1
1655,clas6,0.975,0.6805,0.086568,0.0014557,0.0046785,F2,d,e,nc,1,1
1656,clas6,0.975,0.6895,0.08516,0.0014932,0.0046671,F2,d,e,nc,1,1
1657,clas6,0.975,0.6985,0.072333,0.0013848,0.0039161,F2,d,e,nc,1,1
1658,clas6,0.975,0.7075,0.064408,0.0012671,0.003498,F2,d,e,nc,1,1
1659,clas6,0.975,0.7165,0.064251,0.0012709,0.00349,F2,d,e,nc,1,1
1660,clas6,0.975,0.7255,0.058848,0.0012341,0.0031908,F2,d,e,nc,1,1
1661,clas6,0.975,0.7345,0.056032,0.0011909,0.0030354,F2,d,e,nc,1,1
1662,clas6,0.975,0.7435,0.054261,0.0011421,0.0029474,F2,d,e,nc,1,1
1663,clas6,0.975,0.7525,0.047463,0.0010504,0.0025713,F2,d,e,nc,1,1
1664,clas6,0.975,0.7615,0.047801,0.0010957,0.0025922,F2,d,e,nc,1,1
1665,clas6,0.975,0.7705,0.047681,0.001086,0.0025939,F2,d,e,nc,1,1
1666,clas6,0.975,0.7795,0.046189,0.0011112,0.0025108,F2,d,e,nc,1,1
1667,clas6,0.975,0.7885,0.050664,0.0011468,0.0027365,F2,d,e,nc,1,1
1668,clas6,0.975,0.7975,0.049529,0.0011258,0.002683,F2,d,e,nc,1,1
1669,clas6,0.975,0.8065,0.046314,0.0010371,0.0024825,F2,d,e,nc,1,1
1670,clas6,0.975,0.8155,0.053399,0.0011847,0.0028847,F2,d,e,nc,1,1
1671,clas6,0.975,0.8245,0.056329,0.0012888,0.0030689,F2,d,e,nc,1,1
1672,clas6,0.975,0.8335,0.05768,0.0013037,0.0031344,F2,d,e,nc,1,1
1673,clas6,0.975,0.8425,0.066029,0.0014304,0.0036146,F2,d,e,nc,1,1
1674,clas6,0.975,0.8515,0.069759,0.0014622,0.0038312,F2,d,e,nc,1,1
1675,clas6,0.975,0.8605,0.078,0.001609,0.00428,F2,d,e,nc,1,1
1676,clas6,0.975,0.8695,0.083698,0.0016909,0.004602,F2,d,e,nc,1,1
1677,clas6,0.975,0.8785,0.094108,0.0018813,0.0051734,F2,d,e,nc,1,1
1678,clas6,0.975,0.8875,0.11088,0.0020877,0.0061113,F2,d,e,nc,1,1
1679,clas6,0.975,0.8965,0.12034,0.0022371,0.0067028,F2,d,e,nc,1,1
1680,clas6,0.975,0.9055,0.13833,0.0024648,0.0077149,F2,d,e,nc,1,1
1681,clas6,0.975,0.9145,0.1476,0.0026433,0.0082319,F2,d,e,nc,1,1
1682,clas6,0.975,0.9235,0.15923,0.0027171,0.0088597,F2,d,e,nc,1,1
1683,clas6,0.975,0.9325,0.18096,0.0030612,0.010171,F2,d,e,nc,1,1
1684,clas6,0.975,0.9415,0.18597,0.0031272,0.010455,F2,d,e,nc,1,1
1685,clas6,0.975,0.9505,0.2144,0.0035427,0.01213,F2,d,e,nc,1,1
1686,clas6,0.975,0.9595,0.21116,0.0035796,0.011974,F2,d,e,nc,1,1
1687,clas6,0.975,0.9685,0.23266,0.0039091,0.013195,F2,d,e,nc,1,1
1688,clas6,0.975,0.9775,0.23685,0.0039646,0.013336,F2,d,e,nc,1,1
1689,clas6,0.975,0.9865,0.22795,0.0038392,0.01287,F2,d,e,nc,1,1
1690,clas6,0.975,0.9955,0.23719,0.0041092,0.013565,F2,d,e,nc,1,1
1691,clas6,0.975,1.0045,0.23887,0.0041662,0.013504,F2,d,e,nc,1,1
1692,clas6,0.975,1.0135,0.21918,0.0039375,0.012376,F2,d,e,nc,1,1
1693,clas6,0.975,1.0225,0.20883,0.0037591,0.01178,F2,d,e,nc,1,1
1694,clas6,0.975,1.0315,0.20971,0.0038922,0.011793,F2,d,e,nc,1,1
1695,clas6,0.975,1.0405,0.17903,0.0034563,0.0099002,F2,d,e,nc,1,1
1696,clas6,0.975,1.0495,0.16178,0.0032735,0.0089918,F2,d,e,nc,1,1
1697,clas6,0.975,1.0585,0.15137,0.0031038,0.0083378,F2,d,e,nc,1,1
1698,clas6,0.975,1.0675,0.14447,0.0030501,0.0080036,F2,d,e,nc,1,1
1699,clas6,0.975,1.0765,0.11699,0.0026431,0.0064085,F2,d,e,nc,1,1
1700,clas6,0.975,1.0855,0.11206,0.0025797,0.0061523,F2,d,e,nc,1,1
1701,clas6,0.975,1.0945,0.09777,0.0023965,0.0053089,F2,d,e,nc,1,1
1702,clas6,0.975,1.1035,0.08739,0.0022633,0.0047029,F2,d,e,nc,1,1
1703,clas6,0.975,1.1125,0.068947,0.0019589,0.0037168,F2,d,e,nc,1,1
1704,clas6,0.975,1.1215,0.070705,0.001983,0.0038289,F2,d,e,nc,1,1
1705,clas6,0.975,1.1305,0.071147,0.0020614,0.0038838,F2,d,e,nc,1,1
1706,clas6,0.975,1.1395,0.058369,0.0018573,0.0031699,F2,d,e,nc,1,1
1707,clas6,0.975,1.1485,0.051228,0.0016131,0.0027427,F2,d,e,nc,1,1
1708,clas6,0.975,1.1575,0.042394,0.0014681,0.0022758,F2,d,e,nc,1,1
1709,clas6,0.975,1.1665,0.04409,0.0016236,0.0023669,F2,d,e,nc,1,1
1710,clas6,0.975,1.1755,0.040533,0.0015833,0.0021837,F2,d,e,nc,1,1
1711,clas6,0.975,1.1845,0.031021,0.0014058,0.0016495,F2,d,e,nc,1,1
1712,clas6,0.975,1.1935,0.031372,0.001282,0.0016782,F2,d,e,nc,1,1
1713,clas6,0.975,1.2025,0.029279,0.0012664,0.0015673,F2,d,e,nc,1,1
1714,clas6,0.975,1.2115,0.021908,0.0010169,0.0011598,F2,d,e,nc,1,1
1715,clas6,0.975,1.2205,0.023422,0.0011051,0.0012431,F2,d,e,nc,1,1
1716,clas6,0.975,1.2295,0.022888,0.0012735,0.001223,F2,d,e,nc,1,1
1717,clas6,0.975,1.2385,0.022593,0.0012068,0.001214,F2,d,e,nc,1,1
1718,clas6,0.975,1.2475,0.018936,0.0010113,0.0010073,F2,d,e,nc,1,1
1719,clas6,0.975,1.2565,0.019821,0.001108,0.0010548,F2,d,e,nc,1,1
1720,clas6,0.975,1.2655,0.018672,0.0011117,0.00099536,F2,d,e,nc,1,1
1721,clas6,0.975,1.2745,0.014513,0.001017,0.00078242,F2,d,e,nc,1,1
1722,clas6,0.975,1.2835,0.014311,0.00095768,0.00076855,F2,d,e,nc,1,1
1723,clas6,0.975,1.2925,0.010758,0.00077018,0.00056792,F2,d,e,nc,1,1
1724,clas6,0.975,1.3015,0.012378,0.00093541,0.00066298,F2,d,e,nc,1,1
1725,clas6,0.975,1.3105,0.012412,0.00088439,0.00066735,F2,d,e,nc,1,1
1726,clas6,0.975,1.3195,0.0090852,0.00072054,0.00047795,F2,d,e,nc,1,1
1727,clas6,0.975,1.3285,0.0091179,0.00092078,0.00048039,F2,d,e,nc,1,1
1728,clas6,0.975,1.3375,0.0089514,0.00080229,0.00047636,F2,d,e,nc,1,1
1729,clas6,0.975,1.3465,0.0073649,0.00082657,0.00038992,F2,d,e,nc,1,1
1730,clas6,0.975,1.3555,0.010301,0.00098015,0.00054762,F2,d,e,nc,1,1
1731,clas6,0.975,1.3645,0.0062162,0.00062314,0.00033438,F2,d,e,nc,1,1
1732,clas6,0.975,1.3735,0.0060411,0.00059039,0.00031915,F2,d,e,nc,1,1
1733,clas6,0.975,1.3825,0.0065473,0.00072382,0.00035304,F2,d,e,nc,1,1
1734,clas6,0.975,1.3915,0.0077469,0.00069937,0.00041057,F2,d,e,nc,1,1
1735,clas6,0.975,1.4005,0.0046494,0.00070731,0.00024599,F2,d,e,nc,1,1
1736,clas6,0.975,1.4095,0.0048551,0.00061846,0.0002563,F2,d,e,nc,1,1
1737,clas6,0.975,1.4185,0.0044405,0.000562,0.00023505,F2,d,e,nc,1,1
1738,clas6,0.975,1.4275,0.0038021,0.00063134,0.00020226,F2,d,e,nc,1,1
1739,clas6,0.975,1.4455,0.0057977,0.00097353,0.00033024,F2,d,e,nc,1,1
1740,clas6,0.975,1.4545,0.0041812,0.00070818,0.00022314,F2,d,e,nc,1,1
1741,clas6,0.975,1.4725,0.0042942,0.00068741,0.00024051,F2,d,e,nc,1,1
1742,clas6,0.975,1.4815,0.0025957,0.00038354,0.00013589,F2,d,e,nc,1,1
1743,clas6,1.025,0.2845,0.24539,0.0025542,0.014311,F2,d,e,nc,1,1
1744,clas6,1.025,0.2935,0.23984,0.0015414,0.013639,F2,d,e,nc,1,1
1745,clas6,1.025,0.3025,0.24308,0.0013848,0.013786,F2,d,e,nc,1,1
1746,clas6,1.025,0.3115,0.24382,0.0013918,0.013784,F2,d,e,nc,1,1
1747,clas6,1.025,0.3205,0.25003,0.0014521,0.01413,F2,d,e,nc,1,1
1748,clas6,1.025,0.3295,0.25113,0.0015038,0.014195,F2,d,e,nc,1,1
1749,clas6,1.025,0.3385,0.25501,0.0015738,0.014434,F2,d,e,nc,1,1
1750,clas6,1.025,0.3475,0.24155,0.0015492,0.013651,F2,d,e,nc,1,1
1751,clas6,1.025,0.3565,0.22301,0.0015065,0.012566,F2,d,e,nc,1,1
1752,clas6,1.025,0.3655,0.21233,0.0014698,0.011963,F2,d,e,nc,1,1
1753,clas6,1.025,0.3745,0.20622,0.0014864,0.011608,F2,d,e,nc,1,1
1754,clas6,1.025,0.3835,0.2021,0.0015348,0.011376,F2,d,e,nc,1,1
1755,clas6,1.025,0.3925,0.19931,0.0016063,0.011223,F2,d,e,nc,1,1
1756,clas6,1.025,0.4015,0.20238,0.0017646,0.011428,F2,d,e,nc,1,1
1757,clas6,1.025,0.4105,0.20571,0.0018795,0.011603,F2,d,e,nc,1,1
1758,clas6,1.025,0.4195,0.2056,0.0019783,0.01159,F2,d,e,nc,1,1
1759,clas6,1.025,0.4285,0.19286,0.0019638,0.010848,F2,d,e,nc,1,1
1760,clas6,1.025,0.4375,0.18706,0.001952,0.010549,F2,d,e,nc,1,1
1761,clas6,1.025,0.4465,0.17408,0.0018976,0.0097957,F2,d,e,nc,1,1
1762,clas6,1.025,0.4555,0.16182,0.0018356,0.0091033,F2,d,e,nc,1,1
1763,clas6,1.025,0.4645,0.16012,0.0018664,0.0090349,F2,d,e,nc,1,1
1764,clas6,1.025,0.4735,0.13985,0.0017496,0.0078886,F2,d,e,nc,1,1
1765,clas6,1.025,0.4825,0.13833,0.0017889,0.007789,F2,d,e,nc,1,1
1766,clas6,1.025,0.4915,0.13281,0.0017488,0.0074755,F2,d,e,nc,1,1
1767,clas6,1.025,0.5005,0.129,0.0017275,0.0072993,F2,d,e,nc,1,1
1768,clas6,1.025,0.5095,0.12848,0.0017661,0.0072232,F2,d,e,nc,1,1
1769,clas6,1.025,0.5185,0.13115,0.0017893,0.0074138,F2,d,e,nc,1,1
1770,clas6,1.025,0.5275,0.13522,0.0018527,0.0076447,F2,d,e,nc,1,1
1771,clas6,1.025,0.5365,0.12678,0.0017781,0.0071285,F2,d,e,nc,1,1
1772,clas6,1.025,0.5455,0.1375,0.0019136,0.0077851,F2,d,e,nc,1,1
1773,clas6,1.025,0.5545,0.14488,0.002021,0.0081522,F2,d,e,nc,1,1
1774,clas6,1.025,0.5635,0.14753,0.0020266,0.0083506,F2,d,e,nc,1,1
1775,clas6,1.025,0.5725,0.15862,0.0020971,0.0089723,F2,d,e,nc,1,1
1776,clas6,1.025,0.5815,0.16505,0.0022279,0.0093783,F2,d,e,nc,1,1
1777,clas6,1.025,0.5905,0.16083,0.0021443,0.0090943,F2,d,e,nc,1,1
1778,clas6,1.025,0.5995,0.1578,0.0021277,0.0089188,F2,d,e,nc,1,1
1779,clas6,1.025,0.6085,0.16286,0.0021701,0.009205,F2,d,e,nc,1,1
1780,clas6,1.025,0.6175,0.16421,0.0021431,0.0093121,F2,d,e,nc,1,1
1781,clas6,1.025,0.6265,0.16085,0.0021157,0.0091647,F2,d,e,nc,1,1
1782,clas6,1.025,0.6355,0.14982,0.0019892,0.0084981,F2,d,e,nc,1,1
1783,clas6,1.025,0.6445,0.13714,0.0018893,0.0077584,F2,d,e,nc,1,1
1784,clas6,1.025,0.6535,0.13435,0.001866,0.0074994,F2,d,e,nc,1,1
1785,clas6,1.025,0.6625,0.11507,0.0017021,0.0064058,F2,d,e,nc,1,1
1786,clas6,1.025,0.6715,0.10766,0.0016345,0.0059785,F2,d,e,nc,1,1
1787,clas6,1.025,0.6805,0.094202,0.0015653,0.0052071,F2,d,e,nc,1,1
1788,clas6,1.025,0.6895,0.086833,0.001503,0.0048221,F2,d,e,nc,1,1
1789,clas6,1.025,0.6985,0.083193,0.0014508,0.0045905,F2,d,e,nc,1,1
1790,clas6,1.025,0.7075,0.07293,0.0013819,0.004029,F2,d,e,nc,1,1
1791,clas6,1.025,0.7165,0.063298,0.0013013,0.0034674,F2,d,e,nc,1,1
1792,clas6,1.025,0.7255,0.062665,0.0013137,0.0034623,F2,d,e,nc,1,1
1793,clas6,1.025,0.7345,0.057225,0.0012387,0.0031814,F2,d,e,nc,1,1
1794,clas6,1.025,0.7435,0.05269,0.0011666,0.0029029,F2,d,e,nc,1,1
1795,clas6,1.025,0.7525,0.049817,0.0011785,0.0027615,F2,d,e,nc,1,1
