,E,theta,E',x,Q2,epsilon,W2,Gamma_v,sigma(ub/nucleon),%stat_u,%syst_u,%rad1_c,%rad2_c,y,value,obs,target,curent,lepton beam,units
261,3.419,12.266,0.876,0.02864,0.1367,0.473,5.516,0.003245,0.3011,1.43141813351046,2.40119561607439,4.61640650946529,2.95582862836267,0.743784732377888,0.168896211705981,sig_r,d,e,NC,1
262,3.419,12.266,0.885,0.02904,0.1381,0.477,5.497,0.003258,0.3196,1.36107634543179,2.32165206508135,4.22403003754693,2.70650813516896,0.741152383737935,0.171227889806546,sig_r,d,e,NC,1
263,3.419,12.266,0.894,0.02943,0.1395,0.481,5.481,0.003272,0.308,1.38961038961039,2.3474025974026,4.25324675324675,2.73701298701299,0.738520035097982,0.173558539628162,sig_r,d,e,NC,1
264,3.419,12.266,0.903,0.02984,0.1409,0.485,5.461,0.003285,0.3106,1.3683193818416,2.32453316162267,4.0888602704443,2.63361236316806,0.735887686458029,0.175885814014664,sig_r,d,e,NC,1
265,3.419,12.266,0.912,0.03024,0.1423,0.489,5.444,0.003299,0.3214,1.33789670192906,2.27753578095831,3.98257622899813,2.48288736776602,0.733255337818076,0.178211293837199,sig_r,d,e,NC,1
266,3.419,12.266,0.921,0.03065,0.1437,0.494,5.425,0.003312,0.3143,1.3522112631244,2.28762328985046,3.97709195036589,2.46579700922685,0.730622989178122,0.180899467615366,sig_r,d,e,NC,1
267,3.419,12.266,0.93,0.03106,0.1451,0.498,5.407,0.003326,0.3161,1.3381841189497,2.26826953495729,3.92280923758304,2.38848465675419,0.727990640538169,0.183219949712813,sig_r,d,e,NC,1
268,3.419,12.266,0.939,0.03147,0.1465,0.502,5.389,0.00334,0.3225,1.32093023255814,2.23875968992248,4.0,2.28217054263566,0.725358291898216,0.185536805495848,sig_r,d,e,NC,1
269,3.419,12.266,0.947,0.03189,0.1479,0.506,5.37,0.003354,0.3188,1.33312421580928,2.23651191969887,3.48180677540778,2.2396486825596,0.72301842644048,0.188150708593182,sig_r,d,e,NC,1
270,3.419,12.266,0.956,0.03231,0.1493,0.51,5.352,0.003368,0.3136,1.34885204081633,2.24170918367347,3.79464285714286,2.21301020408163,0.720386077800526,0.190460815989011,sig_r,d,e,NC,1
271,3.419,12.266,0.965,0.03273,0.1507,0.514,5.334,0.003383,0.3124,1.35403329065301,2.24071702944942,4.03329065300896,2.17669654289373,0.717753729160573,0.192766172465191,sig_r,d,e,NC,1
272,3.419,13.576,1.357,0.06699,0.2592,0.67,4.491,0.003297,0.2907,1.02511179910561,1.76470588235294,1.40350877192982,0.412796697626419,0.603100321731501,0.412810079206884,sig_r,d,e,NC,1
273,3.419,13.576,1.372,0.0682,0.2621,0.675,4.461,0.003321,0.2973,1.01580894719139,1.74907500840901,1.35553313151699,0.383451059535822,0.598713073998245,0.416252833308687,sig_r,d,e,NC,1
274,3.419,13.576,1.386,0.06943,0.2648,0.68,4.43,0.003346,0.2998,1.01067378252168,1.73782521681121,1.32421614409606,0.356904603068712,0.594618309447207,0.419569255918676,sig_r,d,e,NC,1
275,3.419,13.576,1.401,0.07067,0.2677,0.685,4.4,0.003371,0.3001,1.00966344551816,1.73608797067644,1.25958013995335,0.333222259246918,0.590231061713951,0.422858661393956,sig_r,d,e,NC,1
276,3.419,13.576,1.416,0.07194,0.2704,0.69,4.369,0.003397,0.2985,1.00837520938023,1.7319932998325,1.2964824120603,0.314237855946399,0.585843813980696,0.425432763366791,sig_r,d,e,NC,1
277,3.419,13.576,1.43,0.07322,0.2733,0.695,4.339,0.003422,0.3042,0.992767915844839,1.72255095332018,1.20644312952005,0.290598290598291,0.581749049429658,0.429159944247565,sig_r,d,e,NC,1
278,3.419,13.576,1.445,0.07452,0.2761,0.7,4.309,0.003448,0.3073,0.982753010087862,1.71168239505369,1.1747478034494,0.265863976570127,0.577361801696402,0.431892975946662,sig_r,d,e,NC,1
279,3.419,13.576,1.46,0.07584,0.2789,0.705,4.278,0.003474,0.3117,0.9720885466795,1.70356111645813,1.14533205004812,0.24446583253128,0.572974553963147,0.434544001418706,sig_r,d,e,NC,1
280,3.419,13.576,1.474,0.07718,0.2817,0.71,4.248,0.0035,0.3099,0.968054211035818,1.70054856405292,1.13907712165215,0.228460793804453,0.568879789412109,0.437721416402828,sig_r,d,e,NC,1
281,3.419,13.576,1.489,0.07854,0.2845,0.715,4.218,0.003526,0.3162,0.955091714104997,1.6888045540797,1.11321948134092,0.20651486401012,0.564492541678853,0.440208848898715,sig_r,d,e,NC,1
282,3.419,13.576,1.504,0.07992,0.2873,0.719,4.188,0.003553,0.3101,0.960980328926153,1.68977749113189,1.11576910673976,0.193163495646566,0.560105293945598,0.441997176204872,sig_r,d,e,NC,1
283,3.419,13.576,1.518,0.08132,0.2901,0.724,4.157,0.00358,0.3212,0.943337484433375,1.67185554171856,1.07409713574097,0.169676214196762,0.55601052939456,0.444933657451138,sig_r,d,e,NC,1
284,3.419,13.576,1.533,0.08275,0.2929,0.729,4.127,0.003607,0.3263,0.931657983450812,1.65798345081214,0.677290836653387,0.148329757891511,0.551623281661304,0.447168547742229,sig_r,d,e,NC,1
285,3.419,13.576,1.548,0.0842,0.2957,0.733,4.096,0.003635,0.3233,0.946489328796783,1.67027528611197,1.51871326940922,0.661923909681411,0.547236033928049,0.448704918383408,sig_r,d,e,NC,1
286,3.419,13.576,1.562,0.08566,0.2985,0.738,4.066,0.003662,0.3249,0.938750384733764,1.65589412126808,0.994152046783626,0.12280701754386,0.543141269377011,0.451394182372402,sig_r,d,e,NC,1
287,3.419,13.576,1.577,0.08716,0.3013,0.742,4.036,0.00369,0.3362,0.928019036287924,1.63593099345628,1.00832837596669,0.104402141582391,0.538754021643756,0.452760738392146,sig_r,d,e,NC,1
288,3.419,15.766,0.406,0.01848,0.1045,0.229,6.43,0.001612,0.1453,2.60151410874054,4.1431520991053,7.5705437026841,14.9346180316586,0.881251828019889,0.128504428354603,sig_r,d,e,NC,1
289,3.419,15.766,0.411,0.01871,0.1056,0.231,6.42,0.001614,0.14,2.65714285714286,4.19285714285714,7.85714285714286,15.0714285714286,0.879789412108804,0.130491683784686,sig_r,d,e,NC,1
290,3.419,15.766,0.415,0.01894,0.1067,0.234,6.41,0.001616,0.1475,2.53559322033898,3.99322033898305,7.1864406779661,13.9661016949153,0.878619479379936,0.133432310567597,sig_r,d,e,NC,1
291,3.419,15.766,0.419,0.01916,0.1079,0.236,6.403,0.001619,0.1379,2.66134880348078,4.13343002175489,4.32922407541697,14.5757795503988,0.877449546651068,0.136077697232442,sig_r,d,e,NC,1
292,3.419,15.766,0.424,0.01939,0.109,0.238,6.393,0.001621,0.1385,2.61371841155235,4.07220216606498,7.65342960288809,14.1516245487365,0.875987130739982,0.13810573221041,sig_r,d,e,NC,1
293,3.419,15.766,0.428,0.01962,0.1101,0.241,6.383,0.001623,0.1422,2.51054852320675,3.9451476793249,7.31364275668073,13.4317862165963,0.874817198011114,0.14111374892039,sig_r,d,e,NC,1
294,3.419,15.766,0.433,0.01985,0.1113,0.243,6.374,0.001626,0.1435,2.46689895470383,3.87456445993031,7.31707317073171,12.9616724738676,0.873354782100029,0.143426181961141,sig_r,d,e,NC,1
295,3.419,15.766,0.437,0.02008,0.1124,0.246,6.365,0.001628,0.1596,2.22431077694236,3.57142857142857,6.57894736842105,11.3408521303258,0.872184849371161,0.146479159397211,sig_r,d,e,NC,1
296,3.419,15.766,0.441,0.02032,0.1135,0.248,6.353,0.00163,0.1442,2.39251040221914,3.77253814147018,7.2122052704577,12.2746185852982,0.871014916642293,0.148956813732606,sig_r,d,e,NC,1
297,3.419,15.766,0.446,0.02055,0.1147,0.25,6.345,0.001633,0.1521,2.26824457593688,3.60289283366206,6.77186061801446,11.3740959894806,0.869552500731208,0.151313818881818,sig_r,d,e,NC,1
298,3.419,15.766,0.45,0.02078,0.1158,0.253,6.336,0.001635,0.143,2.35664335664336,3.71328671328671,7.2027972027972,11.8181818181818,0.86838256800234,0.154431460093251,sig_r,d,e,NC,1
299,3.419,15.766,0.454,0.02102,0.1169,0.255,6.325,0.001638,0.1551,2.1792392005158,3.4816247582205,6.57640232108317,10.6382978723404,0.867212635273472,0.156958287789594,sig_r,d,e,NC,1
300,3.419,15.766,0.459,0.02125,0.118,0.257,6.317,0.00164,0.1571,2.15149586250796,3.41820496499045,6.42902609802673,10.2482495225971,0.865750219362387,0.159087957437213,sig_r,d,e,NC,1
301,3.419,15.766,0.463,0.02149,0.1192,0.26,6.307,0.001642,0.151,2.20529801324503,3.47019867549669,6.56953642384106,10.4635761589404,0.864580286633519,0.162538327774478,sig_r,d,e,NC,1
302,3.419,15.766,0.468,0.02172,0.1203,0.262,6.299,0.001645,0.1522,2.18791064388962,3.41655716162943,6.45203679369251,10.1182654402102,0.863117870722434,0.164692760560214,sig_r,d,e,NC,1
303,3.419,15.766,0.472,0.02196,0.1214,0.265,6.289,0.001647,0.1505,2.19269102990033,3.40863787375415,6.38538205980066,10.0332225913621,0.861947937993565,0.167911836235374,sig_r,d,e,NC,1
304,3.419,15.966,1.708,0.14026,0.4504,0.772,3.641,0.002647,0.215,0.962790697674419,1.51162790697674,0.888372093023256,0.053953488372093,0.500438724773326,0.87205943443691,sig_r,d,e,NC,1
305,3.419,15.966,1.726,0.14332,0.4553,0.777,3.602,0.002667,0.2108,0.972485768500949,1.51328273244782,0.844402277039848,0.0607210626185958,0.495174027493419,0.874424574226319,sig_r,d,e,NC,1
306,3.419,15.966,1.745,0.14645,0.4602,0.782,3.562,0.002686,0.2112,0.970643939393939,1.51041666666667,0.809659090909091,0.0662878787878788,0.489616847031296,0.875317220003299,sig_r,d,e,NC,1
307,3.419,15.966,1.763,0.14965,0.465,0.787,3.523,0.002705,0.2131,0.971374941342093,1.5016424213984,0.807132801501642,0.0717972782731112,0.484352149751389,0.876779550968181,sig_r,d,e,NC,1
308,3.419,15.966,1.781,0.15292,0.4699,0.791,3.483,0.002724,0.2203,0.94416704493872,1.52519291874716,0.789832047208352,0.0776214253290967,0.479087452471483,0.877256355281002,sig_r,d,e,NC,1
309,3.419,15.966,1.8,0.15627,0.4748,0.796,3.444,0.002743,0.2202,0.940054495912806,1.52134423251589,0.799273387829246,0.0831062670299728,0.473530272009359,0.87736425462489,sig_r,d,e,NC,1
310,3.419,15.966,1.818,0.15969,0.4796,0.8,3.404,0.002762,0.2211,0.94075079149706,1.51515151515152,0.814111261872456,0.088647670737223,0.468265574729453,0.8769646899859,sig_r,d,e,NC,1
311,3.419,15.966,1.837,0.1632,0.4845,0.805,3.365,0.00278,0.2214,0.930442637759711,1.51309846431798,0.822041553748871,0.0939476061427281,0.46270839426733,0.876551296021147,sig_r,d,e,NC,1
312,3.419,15.966,1.855,0.16678,0.4894,0.809,3.325,0.002799,0.215,0.93953488372093,1.51627906976744,0.869767441860465,0.1,0.457443696987423,0.876016928978499,sig_r,d,e,NC,1
313,3.419,15.966,1.874,0.17045,0.4943,0.813,3.286,0.002817,0.2225,0.921348314606742,1.50561797752809,0.853932584269663,0.0993258426966292,0.4518865165253,0.874005448962543,sig_r,d,e,NC,1
314,3.419,15.966,1.892,0.17422,0.4991,0.818,3.246,0.002834,0.2253,0.91433644030182,1.49578339991123,0.865512649800266,0.100754549489569,0.446621819245393,0.87368381763776,sig_r,d,e,NC,1
315,3.419,15.966,1.911,0.17807,0.504,0.822,3.207,0.002851,0.2277,0.909090909090909,1.48880105401845,0.869565217391304,0.102766798418972,0.44106463878327,0.871167960802137,sig_r,d,e,NC,1
316,3.419,15.966,1.929,0.18202,0.5089,0.826,3.167,0.002868,0.2322,0.895779500430663,1.48148148148148,0.878552971576227,0.103359173126615,0.435799941503364,0.869631016096044,sig_r,d,e,NC,1
317,3.419,15.966,1.948,0.18606,0.5137,0.83,3.128,0.002885,0.2342,0.89666951323655,1.4730999146029,0.89666951323655,0.100341588385995,0.43024276104124,0.866277724766715,sig_r,d,e,NC,1
318,3.419,15.966,1.966,0.19021,0.5186,0.834,3.088,0.002901,0.2385,0.888888888888889,1.46331236897275,0.905660377358491,0.0985324947589099,0.424978063761334,0.864249402957183,sig_r,d,e,NC,1
319,3.419,15.966,1.985,0.19447,0.5235,0.838,3.049,0.002916,0.2471,0.874140024281667,1.44880615135573,0.861999190611089,0.0906515580736544,0.41942088329921,0.860744492296858,sig_r,d,e,NC,1
320,3.419,16.366,0.572,0.02968,0.1586,0.317,6.064,0.001578,0.1303,1.77283192632387,2.831926323868,6.00920951650038,6.18572524942441,0.832699619771863,0.270508772432393,sig_r,d,e,NC,1
321,3.419,16.366,0.578,0.03007,0.1603,0.32,6.05,0.001582,0.1336,1.72904191616766,2.76946107784431,5.82335329341317,5.86826347305389,0.830944720678561,0.275299194910843,sig_r,d,e,NC,1
322,3.419,16.366,0.585,0.03046,0.162,0.323,6.036,0.001585,0.1332,1.74174174174174,2.74774774774775,5.78828828828829,5.72822822822823,0.828897338403042,0.27951127792254,sig_r,d,e,NC,1
323,3.419,16.366,0.591,0.03085,0.1637,0.327,6.023,0.001588,0.1351,1.70984455958549,2.70170244263509,5.68467801628423,5.50703182827535,0.82714243930974,0.285217079598108,sig_r,d,e,NC,1
324,3.419,16.366,0.597,0.03124,0.1654,0.33,6.01,0.001592,0.143,1.6013986013986,2.53146853146853,5.29370629370629,4.79020979020979,0.825387540216438,0.290081299382651,sig_r,d,e,NC,1
325,3.419,16.366,0.603,0.03163,0.1671,0.333,5.997,0.001595,0.1373,1.66059723233795,2.63656227239621,5.46249089584851,5.14202476329206,0.823632641123135,0.29496882084666,sig_r,d,e,NC,1
326,3.419,16.366,0.609,0.03203,0.1689,0.336,5.983,0.001599,0.1365,1.64835164835165,2.62271062271062,5.48717948717949,5.03296703296703,0.821877742029833,0.300234513058539,sig_r,d,e,NC,1
327,3.419,16.366,0.616,0.03242,0.1706,0.339,5.971,0.001602,0.1341,1.65548098434005,2.62490678598061,5.3765846383296,4.99627143922446,0.819830359754314,0.304536069845975,sig_r,d,e,NC,1
328,3.419,16.366,0.622,0.03282,0.1723,0.343,5.957,0.001606,0.1342,1.6467958271237,2.60059612518629,5.46199701937407,4.86587183308495,0.818075460661012,0.31039052609336,sig_r,d,e,NC,1
329,3.419,16.366,0.628,0.03322,0.174,0.346,5.944,0.001609,0.1439,1.55663655316192,2.49478804725504,5.01042390548992,4.4266851980542,0.81632056156771,0.31536794072376,sig_r,d,e,NC,1
330,3.419,16.366,0.634,0.03362,0.1757,0.349,5.931,0.001613,0.1341,1.62565249813572,2.56524981357196,5.13049962714392,4.63832960477256,0.814565662474408,0.320366176924416,sig_r,d,e,NC,1
331,3.419,16.366,0.64,0.03403,0.1774,0.352,5.917,0.001616,0.1396,1.56876790830946,2.5,5.05014326647564,4.35530085959885,0.812810763381106,0.325383370287901,sig_r,d,e,NC,1
332,3.419,16.366,0.647,0.03443,0.1791,0.355,5.904,0.00162,0.1366,1.59590043923865,2.51098096632504,4.93411420204978,4.33382137628111,0.810763381105587,0.329758930701859,sig_r,d,e,NC,1
333,3.419,16.366,0.653,0.03484,0.1808,0.358,5.89,0.001624,0.1371,1.59008023340627,2.4872355944566,4.88694383661561,4.21590080233406,0.809008482012284,0.334809426254004,sig_r,d,e,NC,1
334,3.419,16.366,0.659,0.03525,0.1826,0.361,5.877,0.001627,0.1353,1.59645232815965,2.4759793052476,4.95934959349593,4.14634146341463,0.807253582918982,0.340252787054912,sig_r,d,e,NC,1
335,3.419,16.366,0.665,0.03566,0.1843,0.365,5.864,0.001631,0.1406,1.55761024182077,2.41820768136558,4.66571834992888,3.91180654338549,0.80549868382568,0.346291465331149,sig_r,d,e,NC,1
336,3.419,19.866,0.406,0.02923,0.1653,0.226,6.37,0.001004,0.07403,2.30987437525328,3.5526138052141,7.22679994596785,11.4683236525733,0.881251828019889,0.316517762417712,sig_r,d,e,NC,1
337,3.419,19.866,0.411,0.02959,0.1671,0.228,6.359,0.001005,0.07444,2.2837184309511,3.49274583557227,7.16012896292316,11.1096184846857,0.879789412108804,0.321673158252285,sig_r,d,e,NC,1
338,3.419,19.866,0.415,0.02995,0.1689,0.23,6.35,0.001006,0.07712,2.20435684647303,3.37136929460581,6.96317427385892,10.4642116182573,0.878619479379936,0.327775831066449,sig_r,d,e,NC,1
339,3.419,19.866,0.419,0.03031,0.1706,0.233,6.34,0.001007,0.07596,2.21169036334913,3.37019483938915,7.10900473933649,10.3343865192206,0.877449546651068,0.334968009554992,sig_r,d,e,NC,1
340,3.419,19.866,0.424,0.03068,0.1724,0.235,6.328,0.001009,0.07492,2.21569674319274,3.35024025627336,7.18099305926321,10.1975440469834,0.875987130739982,0.340227827383244,sig_r,d,e,NC,1
341,3.419,19.866,0.428,0.03104,0.1742,0.237,6.319,0.00101,0.07426,2.20845677349852,3.33961755992459,7.27174791273903,10.0457850794506,0.874817198011114,0.346463649152433,sig_r,d,e,NC,1
342,3.419,19.866,0.433,0.03141,0.176,0.24,6.308,0.001011,0.07909,2.07358705272474,3.17359969654824,6.78973321532431,9.17941585535466,0.873354782100029,0.353256834586721,sig_r,d,e,NC,1
343,3.419,19.866,0.437,0.03177,0.1778,0.242,6.299,0.001012,0.07996,2.02601300650325,3.12656328164082,6.82841420710355,8.86693346673337,0.872184849371161,0.359582881160861,sig_r,d,e,NC,1
344,3.419,19.866,0.441,0.03214,0.1796,0.245,6.288,0.001014,0.07763,2.06105886899395,3.14311477521577,6.81437588561123,8.92696122633003,0.871014916642293,0.367449520023428,sig_r,d,e,NC,1
345,3.419,19.866,0.446,0.0325,0.1814,0.247,6.279,0.001015,0.08153,1.95020237949221,3.02955967128664,6.50067459830737,8.2914264687845,0.869552500731208,0.372884502457338,sig_r,d,e,NC,1
346,3.419,19.866,0.45,0.03287,0.1831,0.249,6.269,0.001016,0.07968,1.97038152610442,3.03714859437751,6.62650602409639,8.28313253012048,0.86838256800234,0.378923486299965,sig_r,d,e,NC,1
347,3.419,19.866,0.454,0.03324,0.1849,0.252,6.259,0.001017,0.08356,1.89085686931546,2.93202489229296,6.28291048348492,7.7070368597415,0.867212635273472,0.386951885401757,sig_r,d,e,NC,1
348,3.419,19.866,0.459,0.03361,0.1867,0.254,6.249,0.001019,0.08062,1.935003721161,2.96452493177872,6.46241627387745,7.80203423468122,0.865750219362387,0.392481573526123,sig_r,d,e,NC,1
349,3.419,19.866,0.463,0.03399,0.1885,0.256,6.238,0.00102,0.07907,1.96028835209308,2.97205008220564,6.525863159226,7.75262425698748,0.864580286633519,0.399057898578601,sig_r,d,e,NC,1
350,3.419,19.866,0.468,0.03436,0.1903,0.258,6.228,0.001021,0.08136,1.90511307767945,2.90068829891839,6.35447394296952,7.37463126843658,0.863117870722434,0.404642933174438,sig_r,d,e,NC,1
351,3.419,19.866,0.472,0.03473,0.1921,0.261,6.219,0.001023,0.08251,1.8785601745243,2.83601987637862,6.09623075990789,7.06581020482366,0.861947937993565,0.412873084568141,sig_r,d,e,NC,1
352,3.419,29.966,1.357,0.32052,1.2403,0.612,3.51,0.000427,0.01615,0.792569659442724,1.39938080495356,0.125696594427245,0.0792569659442724,0.603100321731501,8.33488563618883,sig_r,d,e,NC,1
353,3.419,29.966,1.372,0.32631,1.2537,0.616,3.469,0.0004254,0.01586,0.807061790668348,1.41866330390921,0.0907944514501891,0.121689785624212,0.598713073998245,8.38810343638677,sig_r,d,e,NC,1
354,3.419,29.966,1.386,0.33218,1.2671,0.621,3.428,0.0004237,0.01587,0.806553245116572,1.411468178954,0.0913673597983617,0.12224322621298,0.594618309447207,8.46492453597814,sig_r,d,e,NC,1
355,3.419,29.966,1.401,0.33813,1.2805,0.625,3.387,0.0004218,0.01552,0.811855670103093,1.4110824742268,0.0934278350515464,0.125644329896907,0.590231061713951,8.51506806822582,sig_r,d,e,NC,1
356,3.419,29.966,1.416,0.34418,1.2939,0.63,3.346,0.0004199,0.01547,0.808015513897867,1.4027149321267,0.119586296056884,0.0846800258564964,0.585843813980696,8.57720972321896,sig_r,d,e,NC,1
357,3.419,29.966,1.43,0.35031,1.3074,0.634,3.305,0.0004179,0.01523,0.807616546290217,1.39855548260013,0.0866710439921208,0.0866710439921208,0.581749049429658,8.63719076134679,sig_r,d,e,NC,1
358,3.419,29.966,1.445,0.35653,1.3208,0.639,3.264,0.0004158,0.01489,0.812625923438549,1.39691067830759,0.140362659503022,0.0444593687038281,0.577361801696402,8.69615351196576,sig_r,d,e,NC,1
359,3.419,29.966,1.46,0.36285,1.3342,0.643,3.223,0.0004135,0.01502,0.805592543275632,1.38482023968043,0.099866844207723,0.0445406125166445,0.572974553963147,8.73984694111094,sig_r,d,e,NC,1
360,3.419,29.966,1.474,0.36926,1.3476,0.647,3.182,0.0004112,0.01464,0.812841530054645,1.37978142076503,0.0656420765027322,0.092896174863388,0.568879789412109,8.79375316021676,sig_r,d,e,NC,1
361,3.419,29.966,1.489,0.37577,1.361,0.651,3.141,0.0004087,0.01458,0.816186556927298,1.37174211248285,0.0953360768175583,0.0475308641975309,0.564492541678853,8.83419265104001,sig_r,d,e,NC,1
362,3.419,29.966,1.504,0.38237,1.3744,0.655,3.1,0.0004062,0.01452,0.805785123966942,1.36363636363636,0.108815426997245,0.0,0.560105293945598,8.87298854291155,sig_r,d,e,NC,1
363,3.419,29.966,1.518,0.38908,1.3878,0.66,3.059,0.0004035,0.01447,0.808569454042847,1.35452660677263,0.141672425708362,0.0,0.55601052939456,8.9355944618593,sig_r,d,e,NC,1
364,3.419,29.966,1.533,0.3959,1.4012,0.664,3.018,0.0004006,0.01444,0.810249307479224,1.35041551246537,0.104570637119114,0.0,0.551623281661304,8.9710059769169,sig_r,d,e,NC,1
365,3.419,29.966,1.548,0.40282,1.4146,0.668,2.978,0.0003977,0.01408,0.823863636363636,1.34232954545455,0.178977272727273,0.0566761363636364,0.547236033928049,9.00473542064458,sig_r,d,e,NC,1
366,3.419,29.966,1.562,0.40985,1.428,0.672,2.937,0.0003946,0.01397,0.82319255547602,1.33142448103078,0.195418754473873,0.0,0.543141269377011,9.04885160293411,sig_r,d,e,NC,1
367,3.419,29.966,1.577,0.41699,1.4414,0.675,2.896,0.0003914,0.01368,0.833333333333333,1.33040935672515,0.141812865497076,0.070906432748538,0.538754021643756,9.0657636045669,sig_r,d,e,NC,1
368,3.419,33.566,0.406,0.08192,0.4631,0.211,6.071,0.0003323,0.01815,2.41322314049587,2.40220385674931,5.41597796143251,4.92561983471074,0.881251828019889,2.29082158551296,sig_r,d,e,NC,1
369,3.419,33.566,0.411,0.08292,0.4681,0.213,6.058,0.0003324,0.01772,2.46613995485327,2.40406320541761,5.42889390519187,4.89841986455982,0.879789412108804,2.32887934231978,sig_r,d,e,NC,1
370,3.419,33.566,0.415,0.08393,0.4731,0.215,6.045,0.0003324,0.01785,2.43697478991597,2.37535014005602,5.19887955182073,4.7563025210084,0.878619479379936,2.37377407432502,sig_r,d,e,NC,1
371,3.419,33.566,0.419,0.08494,0.4782,0.217,6.031,0.0003325,0.01899,2.31700895208004,2.29067930489731,4.7288046340179,4.32859399684044,0.877449546651068,2.42002413053696,sig_r,d,e,NC,1
372,3.419,33.566,0.424,0.08596,0.4832,0.219,6.018,0.0003325,0.01837,2.35710397387044,2.30266739248775,4.67065868263473,4.33315187806206,0.875987130739982,2.45880457444155,sig_r,d,e,NC,1
373,3.419,33.566,0.428,0.08698,0.4882,0.221,6.005,0.0003326,0.01883,2.29421136484334,2.25703664365374,4.38661710037175,4.09453000531067,0.874817198011114,2.50461471365461,sig_r,d,e,NC,1
374,3.419,33.566,0.433,0.088,0.4932,0.224,5.991,0.0003327,0.01828,2.32494529540481,2.27024070021882,4.39824945295405,4.10831509846827,0.873354782100029,2.55526729446382,sig_r,d,e,NC,1
375,3.419,33.566,0.437,0.08902,0.4982,0.226,5.978,0.0003327,0.01872,2.27564102564103,2.2275641025641,4.08119658119658,3.90491452991453,0.872184849371161,2.60175595536525,sig_r,d,e,NC,1
376,3.419,33.566,0.441,0.09005,0.5032,0.228,5.965,0.0003328,0.01888,2.23516949152542,2.20338983050847,3.94067796610169,3.73940677966102,0.871014916642293,2.64855130881889,sig_r,d,e,NC,1
377,3.419,33.566,0.446,0.09108,0.5082,0.23,5.952,0.0003329,0.01852,2.26781857451404,2.20302375809935,3.85529157667387,3.70410367170626,0.869552500731208,2.68855451004686,sig_r,d,e,NC,1
378,3.419,33.566,0.45,0.09211,0.5132,0.232,5.939,0.0003329,0.01813,2.28350799779371,2.20628792057363,3.76723662437948,3.67898510755654,0.86838256800234,2.73590580021839,sig_r,d,e,NC,1
379,3.419,33.566,0.454,0.09315,0.5182,0.234,5.925,0.000333,0.01826,2.27272727272727,2.18510405257393,3.57612267250822,3.5487404162103,0.867212635273472,2.78355473619663,sig_r,d,e,NC,1
380,3.419,33.566,0.459,0.09419,0.5232,0.236,5.912,0.000333,0.01759,2.32518476407049,2.20579874928937,3.53041500852757,3.57021034678795,0.865750219362387,2.82421597306753,sig_r,d,e,NC,1
381,3.419,33.566,0.463,0.09523,0.5282,0.239,5.899,0.0003331,0.01755,2.33048433048433,2.18803418803419,3.35042735042735,3.47008547008547,0.864580286633519,2.88447290360989,sig_r,d,e,NC,1
382,3.419,33.566,0.468,0.09628,0.5332,0.241,5.885,0.0003331,0.01705,2.37536656891496,2.19941348973607,3.27859237536657,3.49560117302053,0.863117870722434,2.9256109825045,sig_r,d,e,NC,1
383,3.419,33.566,0.472,0.09733,0.5382,0.243,5.872,0.0003332,0.01752,2.32876712328767,2.15753424657534,3.02511415525114,3.29337899543379,0.861947937993565,2.97441464404485,sig_r,d,e,NC,1
384,3.419,41.156,0.572,0.181,0.9669,0.274,5.255,0.0002056,0.007844,2.90668026517083,1.79755226925038,1.30035696073432,1.11295257521673,0.832699619771863,8.40929405785341,sig_r,d,e,NC,1
385,3.419,41.156,0.578,0.18336,0.9774,0.277,5.233,0.0002054,0.007848,2.90519877675841,1.78389398572885,1.40163098878695,1.03338430173293,0.830944720678561,8.57035687936889,sig_r,d,e,NC,1
386,3.419,41.156,0.585,0.18572,0.9878,0.28,5.211,0.0002051,0.008438,2.76131784783124,1.71841668641858,1.19696610571225,0.886465987200759,0.828897338403042,8.71198965632146,sig_r,d,e,NC,1
387,3.419,41.156,0.591,0.1881,0.9983,0.282,5.189,0.0002048,0.007622,2.97822093938599,1.77118866439255,2.58462345840987,0.982681710837051,0.82714243930974,8.84326695327878,sig_r,d,e,NC,1
388,3.419,41.156,0.597,0.19049,1.0087,0.285,5.167,0.0002045,0.007896,2.88753799392097,1.74772036474164,1.32978723404255,0.870060790273556,0.825387540216438,9.00470784396685,sig_r,d,e,NC,1
389,3.419,41.156,0.603,0.19288,1.0192,0.288,5.145,0.0002042,0.007871,2.88400457375175,1.74056663702198,1.43564985389404,0.872824291703723,0.823632641123135,9.16884678202254,sig_r,d,e,NC,1
390,3.419,41.156,0.609,0.19529,1.0296,0.29,5.123,0.0002039,0.007638,2.90652003142184,1.74129353233831,1.37470542026709,0.816967792615868,0.821877742029833,9.29986393854111,sig_r,d,e,NC,1
391,3.419,41.156,0.616,0.19771,1.0401,0.293,5.101,0.0002036,0.007776,2.88065843621399,1.72325102880658,1.42746913580247,0.802469135802469,0.819830359754314,9.44598386805001,sig_r,d,e,NC,1
392,3.419,41.156,0.622,0.20014,1.0505,0.296,5.079,0.0002033,0.007319,2.96488591337614,1.73520972810493,1.69422052192923,0.766498155485722,0.818075460661012,9.61021621311173,sig_r,d,e,NC,1
393,3.419,41.156,0.628,0.20258,1.061,0.298,5.057,0.000203,0.007614,2.90254793800893,1.70738114000525,1.53664302600473,0.655371683740478,0.81632056156771,9.74438636367499,sig_r,d,e,NC,1
