,E,theta,E',x,Q2,epsilon,W2,Gamma_v,sigma(ub/nucleon),%stat_u,%syst_u,%rad1_c,%rad2_c,y,value,obs,target,curent,lepton beam,units
132,2.301,29.886,0.424,0.07361,0.2593,0.325,4.144,0.0006762,0.05705,1.36196319018405,2.1384750219106,3.96143733567046,2.64680105170903,0.815732290308562,0.957804158486504,sig_r,d,e,NC,1
133,2.301,29.886,0.428,0.07455,0.262,0.328,4.133,0.000677,0.05871,1.32175097939022,2.09504343382729,3.79833077840232,2.48679952307954,0.813993915688831,0.974737891362804,sig_r,d,e,NC,1
134,2.301,29.886,0.433,0.07549,0.2647,0.331,4.122,0.0006779,0.05802,1.32712857635298,2.10272319889693,3.91244398483282,2.44743192002758,0.811820947414168,0.988809755071857,sig_r,d,e,NC,1
135,2.301,29.886,0.437,0.07644,0.2674,0.334,4.111,0.0006787,0.05665,1.33980582524272,2.10061782877317,3.90114739629303,2.41835834068844,0.810082572794437,1.00587468414853,sig_r,d,e,NC,1
136,2.301,29.886,0.441,0.07739,0.2701,0.337,4.1,0.0006795,0.05609,1.33357104653236,2.10376181137458,3.85095382421109,2.37118916027812,0.808344198174707,1.02302149575323,sig_r,d,e,NC,1
137,2.301,29.886,0.446,0.07834,0.2727,0.34,4.089,0.0006803,0.05805,1.29888027562446,2.0671834625323,3.7037037037037,2.22222222222222,0.806171229900044,1.03645031138339,sig_r,d,e,NC,1
138,2.301,29.886,0.45,0.0793,0.2754,0.343,4.078,0.0006811,0.05761,1.29664988717237,2.04825551119597,3.67991668113175,2.16976219406353,0.804432855280313,1.0537125662034,sig_r,d,e,NC,1
139,2.301,29.886,0.454,0.08026,0.2781,0.346,4.068,0.0006819,0.05702,1.30129779024904,2.05191160996142,3.66538056822168,2.10452472816556,0.802694480660582,1.07105158871892,sig_r,d,e,NC,1
140,2.301,29.886,0.459,0.08123,0.2808,0.349,4.057,0.0006827,0.05774,1.28507100796675,2.02632490474541,3.49844128853481,2.02632490474541,0.800521512385919,1.08535136283735,sig_r,d,e,NC,1
141,2.301,29.886,0.463,0.08221,0.2835,0.352,4.045,0.0006835,0.05598,1.31654162200786,2.03644158628081,3.59056806002144,2.03644158628081,0.798783137766189,1.10279390923207,sig_r,d,e,NC,1
142,2.301,29.886,0.468,0.08318,0.2862,0.355,4.035,0.0006843,0.05731,1.29122317222125,2.00663060547897,3.41999651020764,1.91938579654511,0.796610169491525,1.11715749035383,sig_r,d,e,NC,1
143,2.301,29.886,0.472,0.08417,0.2889,0.358,4.023,0.0006851,0.0575,1.29391304347826,2.0,3.25217391304348,1.86086956521739,0.794871794871795,1.13470316460046,sig_r,d,e,NC,1
144,2.301,31.386,0.406,0.07692,0.2735,0.31,4.162,0.0006045,0.04679,1.69480658260312,2.20132506945929,4.33853387475956,2.92797606326138,0.823554976097349,1.07313253160709,sig_r,d,e,NC,1
145,2.301,31.386,0.411,0.07793,0.2765,0.313,4.151,0.0006051,0.04544,1.73635563380282,2.20070422535211,4.40140845070423,2.90492957746479,0.821382007822686,1.08999895966953,sig_r,d,e,NC,1
146,2.301,31.386,0.415,0.07895,0.2794,0.316,4.14,0.0006057,0.04714,1.68434450572762,2.16376750106067,4.17904115400933,2.71531607976241,0.819643633202955,1.10949905308616,sig_r,d,e,NC,1
147,2.301,31.386,0.419,0.07997,0.2824,0.319,4.129,0.0006063,0.04873,1.63964703468089,2.11368766673507,3.98112045967576,2.54463369587523,0.817905258583225,1.12991035880105,sig_r,d,e,NC,1
148,2.301,31.386,0.424,0.081,0.2853,0.322,4.118,0.0006069,0.04864,1.63034539473684,2.09703947368421,3.90625,2.46710526315789,0.815732290308562,1.14614542164987,sig_r,d,e,NC,1
149,2.301,31.386,0.428,0.08203,0.2883,0.325,4.107,0.0006075,0.05171,1.54902339972926,2.04989363759428,3.63566041384645,2.24327982982015,0.813993915688831,1.16672460715766,sig_r,d,e,NC,1
150,2.301,31.386,0.433,0.08306,0.2912,0.328,4.095,0.0006082,0.04947,1.58479886800081,2.06185567010309,3.7396401859713,2.2639983828583,0.811820947414168,1.18306208622769,sig_r,d,e,NC,1
151,2.301,31.386,0.437,0.0841,0.2942,0.331,4.084,0.0006088,0.04941,1.578627808136,2.0441206233556,3.6227484314916,2.2060311677798,0.810082572794437,1.20380069667085,sig_r,d,e,NC,1
152,2.301,31.386,0.441,0.08515,0.2972,0.334,4.073,0.0006094,0.04949,1.55384926247727,2.04081632653061,3.2127702566175,2.10143463325924,0.808344198174707,1.22463431358158,sig_r,d,e,NC,1
153,2.301,31.386,0.446,0.0862,0.3001,0.337,4.062,0.00061,0.04932,1.55920519059205,2.02757502027575,3.42660178426602,2.06812652068127,0.806171229900044,1.2411071099673,sig_r,d,e,NC,1
154,2.301,31.386,0.45,0.08726,0.3031,0.34,4.05,0.0006106,0.05055,1.52126607319486,1.99802176063304,3.30365974282888,1.93669634025717,0.804432855280313,1.26208711680883,sig_r,d,e,NC,1
155,2.301,31.386,0.454,0.08832,0.306,0.343,4.039,0.0006112,0.0496,1.54032258064516,1.99596774193548,3.24596774193548,1.90927419354839,0.802694480660582,1.28231362331387,sig_r,d,e,NC,1
156,2.301,31.386,0.459,0.08938,0.309,0.346,4.028,0.0006118,0.04948,1.53395311236863,1.99070331447049,3.11236863379143,1.86337914308812,0.800521512385919,1.2997604004776,sig_r,d,e,NC,1
157,2.301,31.386,0.463,0.09045,0.3119,0.349,4.017,0.0006124,0.04962,1.53970173317211,1.97501007658202,3.08343409915357,1.79363160016123,0.798783137766189,1.32011208631614,sig_r,d,e,NC,1
158,2.301,31.386,0.468,0.09153,0.3149,0.352,4.006,0.000613,0.04941,1.54017405383526,1.9692369965594,2.93462861768873,1.73851447075491,0.796610169491525,1.33762200992067,sig_r,d,e,NC,1
159,2.301,31.386,0.472,0.09261,0.3178,0.355,3.995,0.0006136,0.05071,1.51646618024058,1.93847367383159,2.83967659238809,1.64464602642477,0.794871794871795,1.35809062452739,sig_r,d,e,NC,1
160,2.301,32.196,0.632,0.1429,0.4475,0.454,3.564,0.0005946,0.04515,1.46843853820598,1.6766334440753,1.13842746400886,0.411960132890365,0.725336810082573,2.25118137603816,sig_r,d,e,NC,1
161,2.301,32.196,0.639,0.14504,0.4523,0.458,3.547,0.0005951,0.04456,1.48788150807899,1.6786355475763,1.13330341113106,0.388240574506284,0.722294654498044,2.28060533294551,sig_r,d,e,NC,1
162,2.301,32.196,0.646,0.1472,0.4571,0.462,3.529,0.0005956,0.04595,1.46681175190424,1.66050054406964,1.05549510337323,0.337323177366703,0.719252498913516,2.3099215115887,sig_r,d,e,NC,1
163,2.301,32.196,0.653,0.14937,0.462,0.466,3.511,0.000596,0.0457,1.46827133479212,1.65645514223195,0.969365426695842,0.326039387308534,0.716210343328987,2.34016888228942,sig_r,d,e,NC,1
164,2.301,32.196,0.66,0.15156,0.4668,0.47,3.494,0.0005965,0.0451,1.47450110864745,1.69179600886918,1.01108647450111,0.301552106430155,0.713168187744459,2.36926683065655,sig_r,d,e,NC,1
165,2.301,32.196,0.667,0.15377,0.4717,0.474,3.476,0.0005969,0.04545,1.45874587458746,1.68096809680968,0.985698569856986,0.272827282728273,0.71012603215993,2.39927719010027,sig_r,d,e,NC,1
166,2.301,32.196,0.673,0.156,0.4765,0.478,3.458,0.0005973,0.04433,1.46853146853147,1.68508910444394,0.915858335213174,0.26618542747575,0.707518470230335,2.43365317509875,sig_r,d,e,NC,1
167,2.301,32.196,0.68,0.15825,0.4813,0.482,3.441,0.0005977,0.04448,1.45908273381295,1.6771582733813,0.81160071942446,0.236061151079137,0.704476314645806,2.46239952534363,sig_r,d,e,NC,1
168,2.301,32.196,0.687,0.16052,0.4862,0.486,3.423,0.0005981,0.04396,1.46724294813467,1.67424931756142,0.709736123748863,0.211555959963603,0.701434159061278,2.49205005742392,sig_r,d,e,NC,1
169,2.301,32.196,0.694,0.16281,0.491,0.49,3.405,0.0005984,0.04501,1.43745834259054,1.65963119306821,0.686514107976005,0.193068207065097,0.698392003476749,2.5205097475815,sig_r,d,e,NC,1
170,2.301,32.196,0.701,0.16511,0.4958,0.493,3.388,0.0005987,0.04454,1.44140098787607,1.65693758419398,0.774584643017512,0.181185451279749,0.695349847892221,2.5436702871055,sig_r,d,e,NC,1
171,2.301,32.196,0.708,0.16744,0.5007,0.497,3.37,0.000599,0.0441,1.44897959183673,1.6530612244898,0.668934240362812,0.168934240362812,0.692307692307692,2.57285409770406,sig_r,d,e,NC,1
172,2.301,32.196,0.714,0.16978,0.5055,0.501,3.352,0.0005993,0.04379,1.46380452158027,1.65106188627541,0.719342315597168,0.141584836720712,0.689700130378097,2.60660396409695,sig_r,d,e,NC,1
173,2.301,32.196,0.721,0.17215,0.5103,0.505,3.335,0.0005996,0.04486,1.44003566651806,1.63397235844851,0.688809629959875,0.124386981720909,0.686657974793568,2.63444765243882,sig_r,d,e,NC,1
174,2.301,32.196,0.728,0.17454,0.5152,0.508,3.317,0.0005998,0.04444,1.45139513951395,1.63366336633663,0.717821782178218,0.0976597659765976,0.68361581920904,2.65794244440419,sig_r,d,e,NC,1
175,2.301,32.196,0.735,0.17695,0.52,0.512,3.299,0.0006,0.04405,1.45743473325766,1.62996594778661,0.785471055618615,0.0987514188422248,0.680573663624511,2.68542493817503,sig_r,d,e,NC,1
176,2.301,69.046,0.406,0.33769,1.2007,0.209,3.235,8.627e-05,0.002998,1.64109406270847,1.70113408939293,1.60106737825217,0.219813208805871,0.823554976097349,12.8776960451448,sig_r,d,e,NC,1
177,2.301,69.046,0.411,0.34213,1.2137,0.211,3.214,8.57e-05,0.002966,1.65879973027647,1.69251517194875,1.69251517194875,0.0,0.821382007822686,13.0658371420946,sig_r,d,e,NC,1
178,2.301,69.046,0.415,0.3466,1.2267,0.213,3.193,8.512e-05,0.002928,1.68032786885246,1.68374316939891,1.71448087431694,0.0,0.819643633202955,13.2936239824283,sig_r,d,e,NC,1
179,2.301,69.046,0.419,0.35108,1.2397,0.215,3.172,8.455e-05,0.002942,1.65533650577838,1.66553365057784,1.63154316791298,0.0,0.817905258583225,13.5223837350211,sig_r,d,e,NC,1
180,2.301,69.046,0.424,0.35559,1.2527,0.217,3.15,8.397e-05,0.002965,1.6424957841484,1.64924114671164,1.61888701517707,0.222596964586847,0.815732290308562,13.7117908805133,sig_r,d,e,NC,1
181,2.301,69.046,0.428,0.36011,1.2656,0.219,3.129,8.338e-05,0.003062,1.60679294578707,1.62312214239059,1.36512083605487,0.0,0.813993915688831,13.939569808286,sig_r,d,e,NC,1
182,2.301,69.046,0.433,0.36466,1.2786,0.221,3.108,8.279e-05,0.002889,1.65109034267913,1.63378331602631,1.88646590515749,0.0,0.811820947414168,14.1296817373305,sig_r,d,e,NC,1
183,2.301,69.046,0.437,0.36923,1.2916,0.223,3.087,8.22e-05,0.002884,1.65395284327323,1.61581137309293,1.4493758668516,0.0,0.810082572794437,14.3609207853463,sig_r,d,e,NC,1
184,2.301,69.046,0.441,0.37382,1.3046,0.224,3.066,8.161e-05,0.002835,1.64726631393298,1.60846560846561,1.47795414462081,0.0,0.808344198174707,14.5280727978837,sig_r,d,e,NC,1
185,2.301,69.046,0.446,0.37844,1.3176,0.226,3.044,8.101e-05,0.002807,1.66369789811186,1.59957249732811,1.94513715710723,0.0,0.806171229900044,14.7188271121845,sig_r,d,e,NC,1
186,2.301,69.046,0.45,0.38307,1.3305,0.228,3.023,8.04e-05,0.00279,1.65591397849462,1.58781362007168,1.69534050179211,0.237634408602151,0.804432855280313,14.9491138880993,sig_r,d,e,NC,1
187,2.301,69.046,0.454,0.38773,1.3435,0.23,3.002,7.98e-05,0.002761,1.65519739224919,1.57913799348062,1.69865990583122,0.240130387540746,0.802694480660582,15.1823720667507,sig_r,d,e,NC,1
188,2.301,69.046,0.459,0.39241,1.3565,0.232,2.981,7.919e-05,0.002759,1.63827473722363,1.56216020297209,1.52229068503081,0.0,0.800521512385919,15.3739239281745,sig_r,d,e,NC,1
189,2.301,69.046,0.463,0.39711,1.3695,0.234,2.959,7.857e-05,0.002701,1.69196593854128,1.55868196964087,1.49574231766013,0.0,0.798783137766189,15.6081459568162,sig_r,d,e,NC,1
190,2.301,69.046,0.468,0.40183,1.3825,0.235,2.938,7.795e-05,0.002687,1.68217342761444,1.54447339039821,1.50353554149609,0.0,0.796610169491525,15.7331146658052,sig_r,d,e,NC,1
191,2.301,69.046,0.472,0.40658,1.3954,0.237,2.917,7.733e-05,0.002644,1.70953101361573,1.5393343419062,1.55068078668684,0.0,0.794871794871795,15.965281404587,sig_r,d,e,NC,1
192,3.419,10.566,0.406,0.00833,0.0471,0.232,6.486,0.003627,0.409,4.22982885085575,6.16136919315403,7.77506112469438,26.161369193154,0.881251828019889,0.02651104798336,sig_r,d,e,NC,1
193,3.419,10.566,0.411,0.00843,0.0476,0.234,6.479,0.003633,0.4215,4.08066429418743,5.93119810201661,7.54448398576513,24.6737841043891,0.879789412108804,0.0269235178483515,sig_r,d,e,NC,1
194,3.419,10.566,0.415,0.00853,0.0481,0.237,6.472,0.003639,0.4215,4.05693950177936,5.83629893238434,7.42586002372479,24.1992882562278,0.878619479379936,0.0275312843934337,sig_r,d,e,NC,1
195,3.419,10.566,0.419,0.00864,0.0486,0.239,6.459,0.003645,0.453,3.75275938189846,5.45253863134658,6.79911699779249,21.8763796909492,0.877449546651068,0.0280272697315651,sig_r,d,e,NC,1
196,3.419,10.566,0.424,0.00874,0.0491,0.242,6.453,0.003651,0.458,3.68995633187773,5.32751091703057,6.20087336244542,21.0917030567686,0.875987130739982,0.0285660424495166,sig_r,d,e,NC,1
197,3.419,10.566,0.428,0.00884,0.0496,0.244,6.446,0.003657,0.4609,3.53655890648731,5.22889997830332,5.94489043176394,20.4599696246474,0.874817198011114,0.0290692077413236,sig_r,d,e,NC,1
198,3.419,10.566,0.433,0.00895,0.0501,0.246,6.434,0.003662,0.4737,3.48321722609246,5.04538737597636,155.161494616846,19.4215748363943,0.873354782100029,0.0294952706006952,sig_r,d,e,NC,1
199,3.419,10.566,0.437,0.00905,0.0507,0.249,6.427,0.003668,0.4382,3.65130077590142,5.27156549520767,7.14285714285714,20.4701049748973,0.872184849371161,0.0302445696835759,sig_r,d,e,NC,1
200,3.419,10.566,0.441,0.00916,0.0512,0.251,6.415,0.003674,0.4231,3.71070668872607,5.31789175135902,5.6487827936658,20.5625147719215,0.871014916642293,0.0307586155383362,sig_r,d,e,NC,1
201,3.419,10.566,0.446,0.00926,0.0517,0.254,6.409,0.003681,0.4701,3.36098702403744,4.89257604764944,5.67964262922782,18.272707934482,0.869552500731208,0.0313164198803844,sig_r,d,e,NC,1
202,3.419,10.566,0.45,0.00937,0.0522,0.256,6.397,0.003687,0.4487,3.45442389124136,4.99219968798752,5.88366391798529,18.6316024069534,0.86838256800234,0.031837180750514,sig_r,d,e,NC,1
203,3.419,10.566,0.454,0.00947,0.0527,0.258,6.392,0.003693,0.4598,3.32753371030883,4.82818616789909,5.6981296215746,17.7468464549804,0.867212635273472,0.0323612574578138,sig_r,d,e,NC,1
204,3.419,10.566,0.459,0.00958,0.0532,0.261,6.38,0.003699,0.4671,3.27552986512524,4.70991222436309,5.56625990152002,17.0413187754228,0.865750219362387,0.0329292802861809,sig_r,d,e,NC,1
205,3.419,10.566,0.463,0.00968,0.0537,0.263,6.375,0.003705,0.429,3.51981351981352,4.96503496503496,6.2004662004662,18.2051282051282,0.864580286633519,0.0334598861946428,sig_r,d,e,NC,1
206,3.419,10.566,0.468,0.00979,0.0542,0.266,6.364,0.003711,0.4503,3.35332000888297,4.73017988007995,5.751721074839,16.9220519653564,0.863117870722434,0.0340346347800132,sig_r,d,e,NC,1
207,3.419,10.566,0.472,0.0099,0.0547,0.268,6.354,0.003718,0.4592,3.26655052264808,4.61672473867596,5.70557491289199,16.2674216027875,0.861947937993565,0.0345714795502195,sig_r,d,e,NC,1
208,3.419,10.566,0.831,0.01983,0.0963,0.453,5.641,0.004327,0.4448,1.50179856115108,2.69784172661871,4.96852517985612,4.18165467625899,0.756946475577654,0.0867898446074646,sig_r,d,e,NC,1
209,3.419,10.566,0.84,0.02012,0.0974,0.458,5.622,0.004345,0.4376,1.52650822669104,2.71937842778793,5.32449725776965,4.15904936014625,0.754314126937701,0.0883826539168334,sig_r,d,e,NC,1
210,3.419,10.566,0.849,0.0204,0.0984,0.462,5.605,0.004363,0.4522,1.48827952233525,2.65369305616984,4.88721804511278,3.91419725785051,0.751681778297748,0.0896027237764014,sig_r,d,e,NC,1
211,3.419,10.566,0.858,0.02069,0.0994,0.466,5.587,0.004382,0.4401,1.5087480118155,2.68120881617814,5.27152919790957,3.90820268120882,0.749049429657795,0.090821842018651,sig_r,d,e,NC,1
212,3.419,10.566,0.867,0.02098,0.1005,0.47,5.569,0.004401,0.4487,1.46645865834633,2.60753287274348,5.03677289948741,3.7218631602407,0.746417081017841,0.092223958517266,sig_r,d,e,NC,1
213,3.419,10.566,0.876,0.02127,0.1015,0.475,5.552,0.004419,0.4494,1.45749888740543,2.60347129506008,5.11793502447708,3.6270582999555,0.743784732377888,0.0936389904599806,sig_r,d,e,NC,1
214,3.419,10.566,0.885,0.02157,0.1026,0.479,5.533,0.004438,0.4472,1.45348837209302,2.59391771019678,5.14311270125224,3.55545617173524,0.741152383737935,0.0950417567418003,sig_r,d,e,NC,1
215,3.419,10.566,0.894,0.02186,0.1036,0.483,5.516,0.004457,0.4435,1.44983089064262,2.59301014656144,5.07328072153326,3.47237880496054,0.738520035097982,0.0962584541589435,sig_r,d,e,NC,1
216,3.419,10.566,0.903,0.02216,0.1046,0.487,5.498,0.004476,0.4419,1.44150260239873,2.57976917854718,5.56687033265445,3.41706268386513,0.735887686458029,0.0974731383236187,sig_r,d,e,NC,1
217,3.419,10.566,0.912,0.02246,0.1057,0.492,5.48,0.004496,0.4612,1.38985255854293,2.49349522983521,3.96790980052038,3.16565481352992,0.733255337818076,0.099074732971896,sig_r,d,e,NC,1
218,3.419,10.566,0.921,0.02276,0.1067,0.496,5.463,0.004515,0.4515,1.39977851605759,2.52491694352159,5.38205980066445,3.1672203765227,0.730622989178122,0.100286870051435,sig_r,d,e,NC,1
219,3.419,10.566,0.93,0.02307,0.1078,0.5,5.444,0.004535,0.451,1.39911308203991,2.50554323725055,4.96674057649667,3.0820399113082,0.727990640538169,0.10168533601764,sig_r,d,e,NC,1
220,3.419,10.566,0.939,0.02338,0.1088,0.504,5.426,0.004555,0.4687,1.36121186259868,2.45359505013868,4.73650522722424,2.90164284190314,0.725358291898216,0.102892860369273,sig_r,d,e,NC,1
221,3.419,10.566,0.947,0.02369,0.1099,0.508,5.408,0.004575,0.4611,1.37931034482759,2.45066146172197,4.79288657558013,2.88440685317719,0.72301842644048,0.104455493596772,sig_r,d,e,NC,1
222,3.419,10.566,0.956,0.024,0.1109,0.512,5.39,0.004595,0.4536,1.39329805996473,2.46913580246914,4.85008818342152,2.84391534391534,0.720386077800526,0.105659123653559,sig_r,d,e,NC,1
223,3.419,10.566,0.965,0.02431,0.1119,0.516,5.373,0.004616,0.47,1.35744680851064,2.40425531914894,4.65957446808511,2.68085106382979,0.717753729160573,0.106859696176891,sig_r,d,e,NC,1
224,3.419,10.566,1.357,0.04065,0.1573,0.676,4.593,0.005694,0.6011,1.04142405589752,1.89652304109133,2.81151222758277,0.700382631841624,0.603100321731501,0.153968608402352,sig_r,d,e,NC,1
225,3.419,10.566,1.372,0.04139,0.159,0.681,4.563,0.005743,0.5834,1.06959204662324,1.93692149468632,2.82824820020569,0.707919094960576,0.598713073998245,0.155129015929883,sig_r,d,e,NC,1
226,3.419,10.566,1.386,0.04213,0.1607,0.686,4.534,0.005791,0.5873,1.07100289460242,1.9240592542142,2.74135876042908,0.674272092627277,0.594618309447207,0.156481587877313,sig_r,d,e,NC,1
227,3.419,10.566,1.401,0.04289,0.1624,0.692,4.505,0.005841,0.5963,1.05483816870703,1.9117893677679,2.64967298339762,0.63390910615462,0.590231061713951,0.157813331406142,sig_r,d,e,NC,1
228,3.419,10.566,1.416,0.04366,0.1641,0.697,4.475,0.005892,0.5962,1.049983227105,1.91211003019121,2.5830258302583,0.607178799060718,0.585843813980696,0.15888745500206,sig_r,d,e,NC,1
229,3.419,10.566,1.43,0.04443,0.1658,0.702,4.447,0.005943,0.6053,1.03750206509169,1.88336362134479,2.51115149512638,0.569965306459607,0.581749049429658,0.160156697163648,sig_r,d,e,NC,1
230,3.419,10.566,1.445,0.04522,0.1675,0.707,4.418,0.005994,0.6213,1.01078384033478,1.86705295348463,2.38210204410108,0.527925317881861,0.577361801696402,0.161171896974789,sig_r,d,e,NC,1
231,3.419,10.566,1.46,0.04602,0.1692,0.712,4.388,0.006047,0.6085,1.02218570254725,1.873459326212,2.35004108463435,0.514379622021364,0.572974553963147,0.162156592408056,sig_r,d,e,NC,1
232,3.419,10.566,1.474,0.04684,0.1709,0.717,4.359,0.0061,0.6164,1.01070733290071,1.86567164179105,2.23880597014925,0.481829980532122,0.568879789412109,0.163338170692448,sig_r,d,e,NC,1
233,3.419,10.566,1.489,0.04766,0.1726,0.721,4.33,0.006154,0.6424,0.983810709838107,1.83686176836862,2.08592777085928,0.442092154420922,0.564492541678853,0.164034494911234,sig_r,d,e,NC,1
234,3.419,10.566,1.504,0.0485,0.1743,0.726,4.3,0.006208,0.6317,0.98622763970239,1.8521450055406,2.04210859585246,0.427418078201678,0.560105293945598,0.164926837373218,sig_r,d,e,NC,1
235,3.419,10.566,1.518,0.04935,0.176,0.731,4.271,0.006263,0.6426,0.978835978835979,1.83629007158419,1.94522253345783,0.396825396825397,0.55601052939456,0.166018775981911,sig_r,d,e,NC,1
236,3.419,10.566,1.533,0.05022,0.1777,0.736,4.242,0.006319,0.6562,0.963120999695215,1.81347150259067,1.85918927156355,0.365742151782993,0.551623281661304,0.166848156996686,sig_r,d,e,NC,1
237,3.419,10.566,1.548,0.05109,0.1794,0.74,4.213,0.006376,0.6701,0.956573645724519,1.80570064169527,2.02954782868229,0.338755409640352,0.547236033928049,0.167419537403997,sig_r,d,e,NC,1
238,3.419,10.566,1.562,0.05199,0.1811,0.745,4.183,0.006433,0.6504,0.973247232472325,1.81426814268143,1.8450184501845,0.329028290282903,0.543141269377011,0.168418598613294,sig_r,d,e,NC,1
239,3.419,10.566,1.577,0.05289,0.1828,0.749,4.154,0.006492,0.6712,0.959475566150179,1.80274135876043,1.78784266984505,0.297973778307509,0.538754021643756,0.16892666901822,sig_r,d,e,NC,1
240,3.419,12.166,0.572,0.01645,0.0879,0.321,6.135,0.002903,0.2794,2.31209735146743,3.57909806728704,6.62133142448103,9.59198282032928,0.832699619771863,0.0843855671340018,sig_r,d,e,NC,1
241,3.419,12.166,0.578,0.01667,0.0888,0.324,6.121,0.00291,0.2804,2.29315263908702,3.53067047075606,6.59771754636234,9.30813124108417,0.830944720678561,0.0857907684975562,sig_r,d,e,NC,1
242,3.419,12.166,0.585,0.01688,0.0898,0.327,6.11,0.002917,0.2734,2.32626188734455,3.54791514264814,6.73006583760059,9.29041697147037,0.828897338403042,0.0872094319642459,sig_r,d,e,NC,1
243,3.419,12.166,0.591,0.0171,0.0907,0.331,6.096,0.002924,0.275,2.30545454545455,3.49818181818182,6.58181818181818,8.98181818181818,0.82714243930974,0.0888957354951413,sig_r,d,e,NC,1
244,3.419,12.166,0.597,0.01731,0.0917,0.334,6.086,0.002931,0.2617,2.37676729079098,3.56897210546427,6.83989300726022,9.20901795949561,0.825387540216438,0.0905196975698903,sig_r,d,e,NC,1
