,exp,x*,q2,elab*,w2,obs,target,lepton beam,current,units,value,f2nstat_u,f2nsys_u,*%norm_c
289,bonus,0.394,1.426,4.223,3.065,F2,n,e,nc,1,0.173,0.014,0.009,3
290,bonus,0.386,1.425,4.223,3.134,F2,n,e,nc,1,0.157,0.013,0.009,3
291,bonus,0.38,1.427,4.223,3.205,F2,n,e,nc,1,0.158,0.013,0.009,3
292,bonus,0.373,1.426,4.223,3.275,F2,n,e,nc,1,0.158,0.013,0.01,3
293,bonus,0.366,1.428,4.223,3.349,F2,n,e,nc,1,0.172,0.014,0.009,3
294,bonus,0.358,1.43,4.223,3.423,F2,n,e,nc,1,0.16,0.013,0.011,3
295,bonus,0.352,1.429,4.223,3.497,F2,n,e,nc,1,0.188,0.014,0.011,3
296,bonus,0.346,1.43,4.223,3.569,F2,n,e,nc,1,0.195,0.014,0.012,3
297,bonus,0.34,1.43,4.223,3.65,F2,n,e,nc,1,0.189,0.014,0.01,3
298,bonus,0.332,1.43,4.223,3.725,F2,n,e,nc,1,0.187,0.014,0.01,3
299,bonus,0.326,1.429,4.223,3.801,F2,n,e,nc,1,0.203,0.015,0.011,3
300,bonus,0.321,1.428,4.223,3.882,F2,n,e,nc,1,0.209,0.015,0.012,3
301,bonus,0.315,1.428,4.223,3.958,F2,n,e,nc,1,0.21,0.015,0.011,3
302,bonus,0.311,1.428,4.223,4.041,F2,n,e,nc,1,0.218,0.015,0.012,3
303,bonus,0.305,1.428,4.223,4.121,F2,n,e,nc,1,0.235,0.015,0.017,3
304,bonus,0.299,1.428,4.223,4.202,F2,n,e,nc,1,0.182,0.014,0.019,3
305,bonus,0.822,1.699,4.223,1.232,F2,n,e,nc,1,0.007,0.002,0.001,3
306,bonus,0.805,1.696,4.223,1.277,F2,n,e,nc,1,0.021,0.004,0.004,3
307,bonus,0.786,1.697,4.223,1.325,F2,n,e,nc,1,0.034,0.006,0.005,3
308,bonus,0.769,1.696,4.223,1.371,F2,n,e,nc,1,0.055,0.008,0.006,3
309,bonus,0.754,1.694,4.223,1.418,F2,n,e,nc,1,0.069,0.01,0.008,3
310,bonus,0.74,1.695,4.223,1.464,F2,n,e,nc,1,0.112,0.012,0.014,3
311,bonus,0.724,1.695,4.223,1.512,F2,n,e,nc,1,0.087,0.01,0.009,3
312,bonus,0.71,1.695,4.223,1.562,F2,n,e,nc,1,0.075,0.009,0.007,3
313,bonus,0.695,1.696,4.223,1.613,F2,n,e,nc,1,0.083,0.01,0.009,3
314,bonus,0.679,1.695,4.223,1.665,F2,n,e,nc,1,0.066,0.008,0.005,3
315,bonus,0.665,1.698,4.223,1.718,F2,n,e,nc,1,0.064,0.008,0.006,3
316,bonus,0.653,1.697,4.223,1.766,F2,n,e,nc,1,0.062,0.008,0.005,3
317,bonus,0.638,1.697,4.223,1.823,F2,n,e,nc,1,0.062,0.008,0.005,3
318,bonus,0.628,1.699,4.223,1.877,F2,n,e,nc,1,0.066,0.009,0.005,3
319,bonus,0.612,1.698,4.223,1.935,F2,n,e,nc,1,0.065,0.009,0.004,3
320,bonus,0.604,1.7,4.223,1.985,F2,n,e,nc,1,0.08,0.01,0.009,3
321,bonus,0.59,1.7,4.223,2.046,F2,n,e,nc,1,0.092,0.01,0.011,3
322,bonus,0.581,1.701,4.223,2.105,F2,n,e,nc,1,0.066,0.01,0.009,3
323,bonus,0.568,1.702,4.223,2.161,F2,n,e,nc,1,0.083,0.01,0.008,3
324,bonus,0.555,1.703,4.223,2.219,F2,n,e,nc,1,0.114,0.012,0.008,3
325,bonus,0.546,1.703,4.223,2.28,F2,n,e,nc,1,0.12,0.012,0.009,3
326,bonus,0.535,1.703,4.223,2.342,F2,n,e,nc,1,0.112,0.011,0.007,3
327,bonus,0.527,1.704,4.223,2.401,F2,n,e,nc,1,0.108,0.011,0.007,3
328,bonus,0.517,1.704,4.223,2.464,F2,n,e,nc,1,0.109,0.011,0.007,3
329,bonus,0.507,1.705,4.223,2.527,F2,n,e,nc,1,0.114,0.012,0.009,3
330,bonus,0.497,1.705,4.223,2.591,F2,n,e,nc,1,0.116,0.012,0.008,3
331,bonus,0.486,1.704,4.223,2.656,F2,n,e,nc,1,0.118,0.012,0.007,3
332,bonus,0.478,1.704,4.223,2.721,F2,n,e,nc,1,0.116,0.012,0.009,3
333,bonus,0.47,1.704,4.223,2.788,F2,n,e,nc,1,0.151,0.013,0.009,3
334,bonus,0.46,1.704,4.223,2.855,F2,n,e,nc,1,0.163,0.014,0.009,3
335,bonus,0.452,1.704,4.223,2.924,F2,n,e,nc,1,0.156,0.013,0.01,3
336,bonus,0.444,1.702,4.223,2.992,F2,n,e,nc,1,0.143,0.013,0.011,3
337,bonus,0.436,1.704,4.223,3.064,F2,n,e,nc,1,0.157,0.013,0.01,3
338,bonus,0.429,1.704,4.223,3.131,F2,n,e,nc,1,0.146,0.013,0.008,3
339,bonus,0.421,1.704,4.223,3.205,F2,n,e,nc,1,0.129,0.012,0.01,3
340,bonus,0.413,1.703,4.223,3.277,F2,n,e,nc,1,0.14,0.013,0.008,3
341,bonus,0.406,1.704,4.223,3.347,F2,n,e,nc,1,0.159,0.013,0.01,3
342,bonus,0.401,1.704,4.223,3.424,F2,n,e,nc,1,0.141,0.013,0.009,3
343,bonus,0.392,1.703,4.223,3.497,F2,n,e,nc,1,0.162,0.013,0.009,3
344,bonus,0.385,1.704,4.223,3.571,F2,n,e,nc,1,0.17,0.014,0.01,3
345,bonus,0.379,1.704,4.223,3.65,F2,n,e,nc,1,0.173,0.014,0.01,3
346,bonus,0.372,1.702,4.223,3.723,F2,n,e,nc,1,0.175,0.014,0.01,3
347,bonus,0.368,1.701,4.223,3.801,F2,n,e,nc,1,0.207,0.016,0.02,3
348,bonus,0.847,2.03,4.223,1.232,F2,n,e,nc,1,0.004,0.002,0.001,3
349,bonus,0.831,2.035,4.223,1.28,F2,n,e,nc,1,0.01,0.004,0.002,3
350,bonus,0.816,2.034,4.223,1.325,F2,n,e,nc,1,0.02,0.006,0.003,3
351,bonus,0.801,2.035,4.223,1.369,F2,n,e,nc,1,0.04,0.008,0.005,3
352,bonus,0.789,2.032,4.223,1.419,F2,n,e,nc,1,0.058,0.01,0.007,3
353,bonus,0.771,2.03,4.223,1.468,F2,n,e,nc,1,0.056,0.009,0.01,3
354,bonus,0.759,2.032,4.223,1.513,F2,n,e,nc,1,0.074,0.01,0.008,3
355,bonus,0.745,2.034,4.223,1.564,F2,n,e,nc,1,0.071,0.01,0.009,3
356,bonus,0.73,2.031,4.223,1.613,F2,n,e,nc,1,0.073,0.01,0.012,3
357,bonus,0.721,2.032,4.223,1.663,F2,n,e,nc,1,0.054,0.008,0.006,3
358,bonus,0.706,2.031,4.223,1.717,F2,n,e,nc,1,0.044,0.007,0.004,3
359,bonus,0.693,2.03,4.223,1.769,F2,n,e,nc,1,0.049,0.008,0.005,3
360,bonus,0.678,2.032,4.223,1.823,F2,n,e,nc,1,0.04,0.007,0.004,3
361,bonus,0.668,2.032,4.223,1.875,F2,n,e,nc,1,0.041,0.008,0.004,3
362,bonus,0.654,2.03,4.223,1.932,F2,n,e,nc,1,0.051,0.008,0.004,3
363,bonus,0.642,2.035,4.223,1.991,F2,n,e,nc,1,0.047,0.009,0.004,3
364,bonus,0.633,2.031,4.223,2.045,F2,n,e,nc,1,0.061,0.01,0.005,3
365,bonus,0.622,2.03,4.223,2.105,F2,n,e,nc,1,0.078,0.011,0.009,3
366,bonus,0.611,2.031,4.223,2.162,F2,n,e,nc,1,0.07,0.011,0.006,3
367,bonus,0.6,2.032,4.223,2.219,F2,n,e,nc,1,0.102,0.012,0.01,3
368,bonus,0.589,2.032,4.223,2.278,F2,n,e,nc,1,0.085,0.011,0.006,3
369,bonus,0.58,2.033,4.223,2.339,F2,n,e,nc,1,0.108,0.012,0.012,3
370,bonus,0.57,2.034,4.223,2.401,F2,n,e,nc,1,0.089,0.011,0.006,3
371,bonus,0.559,2.034,4.223,2.465,F2,n,e,nc,1,0.097,0.012,0.009,3
372,bonus,0.548,2.031,4.223,2.527,F2,n,e,nc,1,0.103,0.012,0.011,3
373,bonus,0.539,2.034,4.223,2.593,F2,n,e,nc,1,0.103,0.012,0.009,3
374,bonus,0.53,2.033,4.223,2.661,F2,n,e,nc,1,0.083,0.011,0.008,3
375,bonus,0.522,2.033,4.223,2.722,F2,n,e,nc,1,0.122,0.013,0.01,3
376,bonus,0.513,2.031,4.223,2.788,F2,n,e,nc,1,0.138,0.014,0.01,3
377,bonus,0.506,2.03,4.223,2.854,F2,n,e,nc,1,0.121,0.014,0.012,3
378,bonus,0.494,2.03,4.223,2.925,F2,n,e,nc,1,0.143,0.014,0.008,3
379,bonus,0.487,2.03,4.223,2.99,F2,n,e,nc,1,0.126,0.013,0.008,3
380,bonus,0.479,2.03,4.223,3.062,F2,n,e,nc,1,0.102,0.013,0.013,3
381,bonus,0.472,2.031,4.223,3.134,F2,n,e,nc,1,0.121,0.013,0.007,3
382,bonus,0.465,2.029,4.223,3.204,F2,n,e,nc,1,0.138,0.014,0.011,3
383,bonus,0.456,2.031,4.223,3.28,F2,n,e,nc,1,0.14,0.014,0.011,3
384,bonus,0.449,2.03,4.223,3.349,F2,n,e,nc,1,0.138,0.014,0.01,3
385,bonus,0.867,2.42,4.223,1.229,F2,n,e,nc,1,0.003,0.002,0.001,3
386,bonus,0.86,2.421,4.223,1.269,F2,n,e,nc,1,0.003,0.003,0.002,3
387,bonus,0.84,2.42,4.223,1.327,F2,n,e,nc,1,0.021,0.006,0.004,3
388,bonus,0.829,2.417,4.223,1.367,F2,n,e,nc,1,0.033,0.008,0.005,3
389,bonus,0.814,2.417,4.223,1.419,F2,n,e,nc,1,0.039,0.009,0.006,3
390,bonus,0.801,2.414,4.223,1.462,F2,n,e,nc,1,0.063,0.011,0.009,3
391,bonus,0.79,2.419,4.223,1.51,F2,n,e,nc,1,0.045,0.009,0.007,3
392,bonus,0.778,2.417,4.223,1.562,F2,n,e,nc,1,0.049,0.009,0.006,3
393,bonus,0.76,2.42,4.223,1.614,F2,n,e,nc,1,0.052,0.009,0.009,3
394,bonus,0.75,2.416,4.223,1.669,F2,n,e,nc,1,0.032,0.008,0.004,3
395,bonus,0.739,2.415,4.223,1.718,F2,n,e,nc,1,0.04,0.008,0.005,3
396,bonus,0.727,2.418,4.223,1.771,F2,n,e,nc,1,0.047,0.009,0.008,3
397,bonus,0.715,2.416,4.223,1.826,F2,n,e,nc,1,0.037,0.008,0.004,3
398,bonus,0.703,2.419,4.223,1.869,F2,n,e,nc,1,0.026,0.007,0.004,3
399,bonus,0.692,2.419,4.223,1.935,F2,n,e,nc,1,0.035,0.009,0.003,3
400,bonus,0.681,2.416,4.223,1.991,F2,n,e,nc,1,0.047,0.01,0.006,3
401,bonus,0.673,2.42,4.223,2.044,F2,n,e,nc,1,0.047,0.01,0.004,3
402,bonus,0.663,2.419,4.223,2.099,F2,n,e,nc,1,0.063,0.011,0.009,3
403,bonus,0.653,2.421,4.223,2.156,F2,n,e,nc,1,0.055,0.011,0.004,3
404,bonus,0.642,2.42,4.223,2.218,F2,n,e,nc,1,0.061,0.011,0.006,3
405,bonus,0.631,2.418,4.223,2.283,F2,n,e,nc,1,0.088,0.013,0.01,3
406,bonus,0.621,2.419,4.223,2.342,F2,n,e,nc,1,0.062,0.011,0.005,3
407,bonus,0.613,2.419,4.223,2.397,F2,n,e,nc,1,0.062,0.011,0.005,3
408,bonus,0.6,2.418,4.223,2.463,F2,n,e,nc,1,0.057,0.011,0.006,3
409,bonus,0.593,2.42,4.223,2.523,F2,n,e,nc,1,0.057,0.011,0.006,3
410,bonus,0.585,2.418,4.223,2.59,F2,n,e,nc,1,0.077,0.013,0.006,3
411,bonus,0.575,2.417,4.223,2.655,F2,n,e,nc,1,0.107,0.015,0.016,3
412,bonus,0.566,2.415,4.223,2.721,F2,n,e,nc,1,0.093,0.014,0.007,3
413,bonus,0.554,2.412,4.223,2.787,F2,n,e,nc,1,0.109,0.015,0.007,3
414,bonus,0.887,2.877,4.223,1.232,F2,n,e,nc,1,0.007,0.003,0.003,3
415,bonus,0.872,2.875,4.223,1.271,F2,n,e,nc,1,0.008,0.004,0.002,3
416,bonus,0.862,2.875,4.223,1.318,F2,n,e,nc,1,0.014,0.006,0.003,3
417,bonus,0.851,2.88,4.223,1.367,F2,n,e,nc,1,0.032,0.009,0.007,3
418,bonus,0.838,2.875,4.223,1.421,F2,n,e,nc,1,0.022,0.008,0.006,3
419,bonus,0.824,2.87,4.223,1.463,F2,n,e,nc,1,0.021,0.008,0.009,3
420,bonus,0.815,2.873,4.223,1.518,F2,n,e,nc,1,0.031,0.009,0.005,3
421,bonus,0.802,2.87,4.223,1.565,F2,n,e,nc,1,0.031,0.009,0.004,3
422,bonus,0.79,2.867,4.223,1.616,F2,n,e,nc,1,0.042,0.01,0.009,3
423,bonus,0.778,2.873,4.223,1.67,F2,n,e,nc,1,0.017,0.007,0.004,3
424,bonus,0.767,2.863,4.223,1.724,F2,n,e,nc,1,0.019,0.007,0.003,3
425,bonus,0.759,2.874,4.223,1.776,F2,n,e,nc,1,0.019,0.008,0.003,3
426,bonus,0.752,2.867,4.223,1.823,F2,n,e,nc,1,0.027,0.009,0.004,3
427,bonus,0.742,2.874,4.223,1.877,F2,n,e,nc,1,0.03,0.01,0.004,3
428,bonus,0.725,2.87,4.223,1.937,F2,n,e,nc,1,0.036,0.01,0.006,3
429,bonus,0.715,2.864,4.223,1.996,F2,n,e,nc,1,0.043,0.011,0.008,3
430,bonus,0.703,2.87,4.223,2.046,F2,n,e,nc,1,0.04,0.011,0.005,3
431,bonus,0.701,2.863,4.223,2.093,F2,n,e,nc,1,0.027,0.011,0.005,3
432,bonus,0.896,3.418,4.223,1.238,F2,n,e,nc,1,0.002,0.002,0.0,3
433,bonus,0.877,3.414,4.233,1.333,F2,n,e,nc,1,0.002,0.002,0.004,3
434,bonus,0.09,0.602,5.262,7.016,F2,n,e,nc,1,0.123,0.165,0.074,3
435,bonus,0.147,0.732,5.262,5.243,F2,n,e,nc,1,0.209,0.114,0.038,3
436,bonus,0.146,0.736,5.262,5.334,F2,n,e,nc,1,0.056,0.095,0.112,3
437,bonus,0.142,0.737,5.262,5.441,F2,n,e,nc,1,0.117,0.082,0.082,3
438,bonus,0.139,0.741,5.262,5.52,F2,n,e,nc,1,0.234,0.092,0.027,3
439,bonus,0.135,0.743,5.262,5.615,F2,n,e,nc,1,0.133,0.067,0.075,3
440,bonus,0.134,0.742,5.262,5.712,F2,n,e,nc,1,0.174,0.067,0.055,3
441,bonus,0.132,0.743,5.262,5.795,F2,n,e,nc,1,0.184,0.062,0.051,3
442,bonus,0.119,0.745,5.262,6.403,F2,n,e,nc,1,0.109,0.041,0.088,3
443,bonus,0.11,0.742,5.262,6.81,F2,n,e,nc,1,0.134,0.032,0.075,3
444,bonus,0.105,0.739,5.262,7.126,F2,n,e,nc,1,0.186,0.027,0.05,3
445,bonus,0.298,0.887,5.262,3.0,F2,n,e,nc,1,0.527,0.281,0.141,3
446,bonus,0.293,0.892,5.262,3.062,F2,n,e,nc,1,0.282,0.161,0.026,3
447,bonus,0.287,0.896,5.262,3.134,F2,n,e,nc,1,0.528,0.221,0.15,3
448,bonus,0.27,0.892,5.262,3.277,F2,n,e,nc,1,0.248,0.127,0.015,3
449,bonus,0.264,0.896,5.262,3.344,F2,n,e,nc,1,0.039,0.074,0.098,3
450,bonus,0.26,0.897,5.262,3.428,F2,n,e,nc,1,0.12,0.069,0.06,3
451,bonus,0.251,0.897,5.262,3.494,F2,n,e,nc,1,0.25,0.09,0.013,3
452,bonus,0.248,0.895,5.262,3.579,F2,n,e,nc,1,0.366,0.094,0.061,3
453,bonus,0.245,0.895,5.262,3.645,F2,n,e,nc,1,0.206,0.062,0.025,3
454,bonus,0.238,0.894,5.262,3.722,F2,n,e,nc,1,0.28,0.07,0.018,3
455,bonus,0.234,0.894,5.262,3.799,F2,n,e,nc,1,0.276,0.063,0.016,3
456,bonus,0.228,0.894,5.262,3.889,F2,n,e,nc,1,0.256,0.056,0.014,3
457,bonus,0.224,0.893,5.262,3.955,F2,n,e,nc,1,0.238,0.048,0.02,3
458,bonus,0.221,0.893,5.262,4.039,F2,n,e,nc,1,0.274,0.048,0.014,3
459,bonus,0.214,0.893,5.262,4.127,F2,n,e,nc,1,0.262,0.042,0.015,3
460,bonus,0.211,0.892,5.262,4.207,F2,n,e,nc,1,0.241,0.038,0.023,3
461,bonus,0.206,0.892,5.262,4.284,F2,n,e,nc,1,0.215,0.035,0.036,3
462,bonus,0.202,0.891,5.262,4.371,F2,n,e,nc,1,0.247,0.033,0.023,3
463,bonus,0.199,0.89,5.262,4.451,F2,n,e,nc,1,0.244,0.031,0.024,3
464,bonus,0.193,0.889,5.262,4.538,F2,n,e,nc,1,0.238,0.028,0.028,3
465,bonus,0.19,0.888,5.262,4.623,F2,n,e,nc,1,0.269,0.028,0.017,3
466,bonus,0.187,0.887,5.262,4.709,F2,n,e,nc,1,0.223,0.025,0.035,3
467,bonus,0.183,0.885,5.262,4.792,F2,n,e,nc,1,0.261,0.024,0.019,3
468,bonus,0.18,0.883,5.262,4.882,F2,n,e,nc,1,0.28,0.024,0.015,3
469,bonus,0.175,0.881,5.262,4.976,F2,n,e,nc,1,0.236,0.021,0.028,3
470,bonus,0.173,0.88,5.262,5.063,F2,n,e,nc,1,0.254,0.02,0.021,3
471,bonus,0.169,0.879,5.262,5.155,F2,n,e,nc,1,0.221,0.018,0.034,3
472,bonus,0.166,0.877,5.262,5.244,F2,n,e,nc,1,0.259,0.018,0.018,3
473,bonus,0.163,0.876,5.262,5.339,F2,n,e,nc,1,0.231,0.017,0.028,3
474,bonus,0.16,0.874,5.262,5.428,F2,n,e,nc,1,0.238,0.016,0.026,3
475,bonus,0.157,0.873,5.262,5.521,F2,n,e,nc,1,0.244,0.016,0.024,3
476,bonus,0.154,0.871,5.262,5.614,F2,n,e,nc,1,0.23,0.015,0.03,3
477,bonus,0.151,0.869,5.262,5.711,F2,n,e,nc,1,0.267,0.015,0.017,3
478,bonus,0.148,0.868,5.262,5.805,F2,n,e,nc,1,0.227,0.013,0.032,3
479,bonus,0.146,0.866,5.262,5.906,F2,n,e,nc,1,0.252,0.014,0.022,3
480,bonus,0.143,0.864,5.262,6.004,F2,n,e,nc,1,0.23,0.013,0.032,3
481,bonus,0.14,0.861,5.262,6.125,F2,n,e,nc,1,0.261,0.019,0.019,3
482,bonus,0.123,0.85,5.262,6.917,F2,n,e,nc,1,0.033,0.006,0.129,3
483,bonus,0.747,1.076,5.262,1.23,F2,n,e,nc,1,0.025,0.015,0.006,3
484,bonus,0.722,1.077,5.262,1.277,F2,n,e,nc,1,0.032,0.018,0.003,3
485,bonus,0.704,1.075,5.262,1.322,F2,n,e,nc,1,0.071,0.032,0.008,3
486,bonus,0.681,1.075,5.262,1.371,F2,n,e,nc,1,0.098,0.041,0.009,3
487,bonus,0.659,1.076,5.262,1.418,F2,n,e,nc,1,0.155,0.046,0.012,3
488,bonus,0.644,1.075,5.262,1.462,F2,n,e,nc,1,0.166,0.039,0.017,3
489,bonus,0.623,1.074,5.262,1.516,F2,n,e,nc,1,0.168,0.039,0.014,3
490,bonus,0.606,1.074,5.262,1.565,F2,n,e,nc,1,0.206,0.039,0.025,3
491,bonus,0.589,1.072,5.262,1.613,F2,n,e,nc,1,0.083,0.024,0.028,3
492,bonus,0.575,1.072,5.262,1.665,F2,n,e,nc,1,0.086,0.023,0.02,3
493,bonus,0.557,1.071,5.262,1.713,F2,n,e,nc,1,0.095,0.023,0.012,3
494,bonus,0.541,1.07,5.262,1.764,F2,n,e,nc,1,0.093,0.022,0.012,3
495,bonus,0.53,1.069,5.262,1.819,F2,n,e,nc,1,0.118,0.023,0.007,3
496,bonus,0.514,1.067,5.262,1.877,F2,n,e,nc,1,0.099,0.02,0.01,3
497,bonus,0.499,1.067,5.262,1.934,F2,n,e,nc,1,0.109,0.021,0.008,3
498,bonus,0.488,1.067,5.262,1.985,F2,n,e,nc,1,0.08,0.018,0.022,3
499,bonus,0.475,1.065,5.262,2.042,F2,n,e,nc,1,0.102,0.019,0.015,3
500,bonus,0.463,1.064,5.262,2.102,F2,n,e,nc,1,0.123,0.02,0.012,3
501,bonus,0.45,1.063,5.262,2.162,F2,n,e,nc,1,0.148,0.022,0.011,3
502,bonus,0.439,1.061,5.262,2.22,F2,n,e,nc,1,0.165,0.022,0.012,3
503,bonus,0.429,1.06,5.262,2.278,F2,n,e,nc,1,0.193,0.022,0.012,3
504,bonus,0.415,1.059,5.262,2.344,F2,n,e,nc,1,0.135,0.019,0.021,3
505,bonus,0.408,1.058,5.262,2.403,F2,n,e,nc,1,0.177,0.019,0.01,3
506,bonus,0.395,1.056,5.262,2.466,F2,n,e,nc,1,0.147,0.017,0.013,3
507,bonus,0.387,1.055,5.262,2.527,F2,n,e,nc,1,0.121,0.016,0.026,3
508,bonus,0.379,1.054,5.262,2.592,F2,n,e,nc,1,0.151,0.017,0.014,3
509,bonus,0.369,1.053,5.262,2.655,F2,n,e,nc,1,0.207,0.019,0.016,3
510,bonus,0.36,1.051,5.262,2.722,F2,n,e,nc,1,0.178,0.017,0.014,3
511,bonus,0.352,1.05,5.262,2.787,F2,n,e,nc,1,0.207,0.018,0.013,3
512,bonus,0.344,1.049,5.262,2.856,F2,n,e,nc,1,0.208,0.018,0.023,3
513,bonus,0.337,1.047,5.262,2.924,F2,n,e,nc,1,0.226,0.017,0.016,3
514,bonus,0.329,1.046,5.262,2.993,F2,n,e,nc,1,0.209,0.016,0.017,3
515,bonus,0.322,1.045,5.262,3.064,F2,n,e,nc,1,0.188,0.015,0.02,3
516,bonus,0.314,1.044,5.262,3.134,F2,n,e,nc,1,0.187,0.014,0.019,3
517,bonus,0.307,1.042,5.262,3.202,F2,n,e,nc,1,0.181,0.014,0.021,3
518,bonus,0.301,1.041,5.262,3.277,F2,n,e,nc,1,0.224,0.015,0.012,3
519,bonus,0.294,1.039,5.262,3.349,F2,n,e,nc,1,0.217,0.014,0.012,3
520,bonus,0.288,1.038,5.262,3.423,F2,n,e,nc,1,0.224,0.014,0.012,3
521,bonus,0.282,1.036,5.262,3.497,F2,n,e,nc,1,0.203,0.013,0.018,3
522,bonus,0.275,1.035,5.262,3.571,F2,n,e,nc,1,0.214,0.014,0.016,3
523,bonus,0.271,1.033,5.262,3.648,F2,n,e,nc,1,0.242,0.014,0.012,3
524,bonus,0.264,1.032,5.262,3.725,F2,n,e,nc,1,0.239,0.014,0.013,3
525,bonus,0.258,1.031,5.262,3.803,F2,n,e,nc,1,0.216,0.013,0.021,3
526,bonus,0.254,1.029,5.262,3.88,F2,n,e,nc,1,0.225,0.013,0.019,3
527,bonus,0.248,1.027,5.262,3.961,F2,n,e,nc,1,0.239,0.013,0.016,3
528,bonus,0.243,1.026,5.262,4.04,F2,n,e,nc,1,0.216,0.012,0.026,3
529,bonus,0.238,1.025,5.262,4.121,F2,n,e,nc,1,0.224,0.012,0.025,3
530,bonus,0.233,1.023,5.262,4.202,F2,n,e,nc,1,0.236,0.012,0.022,3
531,bonus,0.228,1.022,5.262,4.284,F2,n,e,nc,1,0.229,0.012,0.026,3
532,bonus,0.225,1.02,5.262,4.369,F2,n,e,nc,1,0.233,0.012,0.025,3
533,bonus,0.22,1.019,5.262,4.454,F2,n,e,nc,1,0.24,0.012,0.023,3
534,bonus,0.216,1.017,5.262,4.538,F2,n,e,nc,1,0.246,0.012,0.021,3
535,bonus,0.212,1.016,5.262,4.621,F2,n,e,nc,1,0.228,0.011,0.029,3
536,bonus,0.208,1.015,5.262,4.71,F2,n,e,nc,1,0.235,0.011,0.027,3
537,bonus,0.205,1.014,5.262,4.797,F2,n,e,nc,1,0.237,0.011,0.026,3
538,bonus,0.202,1.013,5.262,4.883,F2,n,e,nc,1,0.235,0.011,0.027,3
539,bonus,0.197,1.013,5.262,4.971,F2,n,e,nc,1,0.236,0.011,0.027,3
540,bonus,0.194,1.012,5.262,5.06,F2,n,e,nc,1,0.25,0.011,0.021,3
541,bonus,0.191,1.012,5.262,5.152,F2,n,e,nc,1,0.247,0.011,0.021,3
542,bonus,0.187,1.012,5.262,5.244,F2,n,e,nc,1,0.24,0.011,0.023,3
543,bonus,0.185,1.011,5.262,5.335,F2,n,e,nc,1,0.239,0.011,0.023,3
544,bonus,0.181,1.011,5.262,5.429,F2,n,e,nc,1,0.235,0.011,0.026,3
545,bonus,0.178,1.011,5.262,5.519,F2,n,e,nc,1,0.259,0.011,0.018,3
546,bonus,0.175,1.011,5.262,5.616,F2,n,e,nc,1,0.246,0.011,0.023,3
547,bonus,0.172,1.01,5.262,5.71,F2,n,e,nc,1,0.24,0.011,0.026,3
548,bonus,0.169,1.01,5.262,5.809,F2,n,e,nc,1,0.259,0.011,0.019,3
549,bonus,0.166,1.009,5.262,5.903,F2,n,e,nc,1,0.262,0.011,0.018,3
550,bonus,0.164,1.008,5.262,6.001,F2,n,e,nc,1,0.253,0.011,0.022,3
551,bonus,0.161,1.008,5.262,6.1,F2,n,e,nc,1,0.251,0.011,0.023,3
552,bonus,0.159,1.008,5.262,6.199,F2,n,e,nc,1,0.245,0.01,0.026,3
553,bonus,0.156,1.008,5.262,6.299,F2,n,e,nc,1,0.255,0.01,0.022,3
554,bonus,0.154,1.008,5.262,6.403,F2,n,e,nc,1,0.256,0.01,0.022,3
555,bonus,0.152,1.008,5.262,6.502,F2,n,e,nc,1,0.257,0.011,0.022,3
556,bonus,0.149,1.008,5.262,6.605,F2,n,e,nc,1,0.258,0.011,0.022,3
557,bonus,0.147,1.007,5.262,6.708,F2,n,e,nc,1,0.267,0.011,0.019,3
558,bonus,0.145,1.007,5.262,6.812,F2,n,e,nc,1,0.267,0.011,0.019,3
559,bonus,0.143,1.007,5.262,6.918,F2,n,e,nc,1,0.258,0.011,0.022,3
560,bonus,0.768,1.221,5.262,1.237,F2,n,e,nc,1,0.016,0.003,0.002,3
561,bonus,0.747,1.222,5.262,1.277,F2,n,e,nc,1,0.042,0.005,0.009,3
562,bonus,0.727,1.22,5.262,1.322,F2,n,e,nc,1,0.07,0.008,0.011,3
563,bonus,0.707,1.221,5.262,1.368,F2,n,e,nc,1,0.113,0.01,0.015,3
564,bonus,0.688,1.22,5.262,1.417,F2,n,e,nc,1,0.145,0.011,0.012,3
565,bonus,0.671,1.218,5.262,1.464,F2,n,e,nc,1,0.175,0.012,0.014,3
566,bonus,0.654,1.218,5.262,1.51,F2,n,e,nc,1,0.168,0.011,0.012,3
567,bonus,0.636,1.217,5.262,1.562,F2,n,e,nc,1,0.148,0.01,0.011,3
568,bonus,0.619,1.217,5.262,1.612,F2,n,e,nc,1,0.127,0.009,0.009,3
569,bonus,0.604,1.217,5.262,1.662,F2,n,e,nc,1,0.104,0.008,0.007,3
570,bonus,0.588,1.216,5.262,1.716,F2,n,e,nc,1,0.099,0.007,0.006,3
571,bonus,0.575,1.216,5.262,1.769,F2,n,e,nc,1,0.084,0.007,0.009,3
572,bonus,0.559,1.215,5.262,1.821,F2,n,e,nc,1,0.087,0.007,0.008,3
573,bonus,0.545,1.214,5.262,1.877,F2,n,e,nc,1,0.101,0.008,0.006,3
574,bonus,0.532,1.214,5.262,1.933,F2,n,e,nc,1,0.091,0.007,0.009,3
575,bonus,0.518,1.213,5.262,1.989,F2,n,e,nc,1,0.112,0.008,0.006,3
576,bonus,0.507,1.212,5.262,2.043,F2,n,e,nc,1,0.098,0.008,0.011,3
577,bonus,0.494,1.212,5.262,2.105,F2,n,e,nc,1,0.107,0.008,0.012,3
578,bonus,0.482,1.211,5.262,2.162,F2,n,e,nc,1,0.146,0.009,0.008,3
