,exp,target,current,lepton beam,units,obs,x,Q2,w2,value,%stat_u,%*syst_u,%*norm_c
244,jlcee96,p,e,nc,1,f2,0.5326738,1.2,1.932786,0.1195811,0.900209983015711,2.83,1.26
245,jlcee96,p,e,nc,1,f2,0.5397,1.2,1.903458,0.1152747,0.911181725044611,2.83,1.26
246,jlcee96,p,e,nc,1,f2,0.546914,1.2,1.87413,0.1143923,0.928157751876656,2.83,1.26
247,jlcee96,p,e,nc,1,f2,0.5619363,1.2,1.815473,0.10947,1.15215584178314,2.83,1.26
248,jlcee96,p,e,nc,1,f2,0.5697612,1.2,1.786146,0.1102934,1.17291515176792,2.83,1.26
249,jlcee96,p,e,nc,1,f2,0.5778071,1.2,1.756817,0.1134357,1.18714919553544,2.83,1.26
250,jlcee96,p,e,nc,1,f2,0.5860837,1.2,1.72749,0.1138245,1.56775298815281,2.83,1.26
251,jlcee96,p,e,nc,1,f2,0.5946007,1.2,1.698161,0.11688,1.55841461327858,2.83,1.26
252,jlcee96,p,e,nc,1,f2,0.6033688,1.2,1.668833,0.1253814,1.55886997592944,2.83,1.26
253,jlcee96,p,e,nc,1,f2,0.6123995,1.2,1.639505,0.1306232,1.55727925820222,2.83,1.26
254,jlcee96,p,e,nc,1,f2,0.6217047,1.2,1.610177,0.1409261,1.4979560209216,2.83,1.26
255,jlcee96,p,e,nc,1,f2,0.6312971,1.2,1.580849,0.155321,1.24368630127285,2.83,1.26
256,jlcee96,p,e,nc,1,f2,0.6411899,1.2,1.551521,0.1640026,1.25239660834645,2.83,1.26
257,jlcee96,p,e,nc,1,f2,0.6513976,1.2,1.522193,0.1825207,1.2699962250857,2.83,1.26
258,jlcee96,p,e,nc,1,f2,0.6619358,1.2,1.492865,0.187656,1.30320160293303,2.83,1.26
259,jlcee96,p,e,nc,1,f2,0.6728205,1.2,1.463537,0.1926085,1.33451535108783,2.83,1.26
260,jlcee96,p,e,nc,1,f2,0.6957005,1.2,1.40488,0.1216343,2.25921635591276,2.83,1.26
261,jlcee96,p,e,nc,1,f2,0.7077339,1.2,1.375553,0.07970429,2.36159684754735,2.83,1.26
262,jlcee96,p,e,nc,1,f2,0.7201911,1.2,1.346224,0.04760053,2.5280306752887,2.83,1.26
263,jlcee96,p,e,nc,1,f2,0.7330948,1.2,1.316896,0.02659158,2.73341448684132,2.83,1.26
264,jlcee96,p,e,nc,1,f2,0.7464692,1.2,1.287568,0.01480903,2.95120882326526,2.83,1.26
265,jlcee96,p,e,nc,1,f2,0.7603405,1.2,1.25824,0.005728786,3.34833069344884,2.83,1.26
266,jlcee96,p,e,nc,1,f2,0.78969,1.2,1.199584,0.0005171934,2.62380571755169,2.83,1.26
267,jlcee96,p,e,nc,1,f2,0.805231,1.2,1.170256,2.215671e-05,2.98667491698903,2.83,1.26
268,jlcee96,p,e,nc,1,f2,0.3513426,1.7,4.018583,0.2786141,1.76368209649117,2.83,1.26
269,jlcee96,p,e,nc,1,f2,0.3532219,1.7,3.992838,0.2684772,1.78240163410524,2.83,1.26
270,jlcee96,p,e,nc,1,f2,0.3551216,1.7,3.967093,0.2624155,1.80580415409913,2.83,1.26
271,jlcee96,p,e,nc,1,f2,0.3570417,1.7,3.941349,0.2647569,1.80875701445364,2.83,1.26
272,jlcee96,p,e,nc,1,f2,0.3589828,1.7,3.915604,0.2584602,1.82361849135766,2.83,1.26
273,jlcee96,p,e,nc,1,f2,0.360945,1.7,3.889859,0.2621184,1.82869382691181,2.83,1.26
274,jlcee96,p,e,nc,1,f2,0.3629289,1.7,3.864114,0.2483976,1.82085414673894,2.83,1.26
275,jlcee96,p,e,nc,1,f2,0.3649345,1.7,3.83837,0.2549812,1.8149047851371,2.83,1.26
276,jlcee96,p,e,nc,1,f2,0.3669626,1.7,3.812624,0.2687446,1.83114153735554,2.83,1.26
277,jlcee96,p,e,nc,1,f2,0.3690134,1.7,3.78688,0.2617767,1.81648481320148,2.83,1.26
278,jlcee96,p,e,nc,1,f2,0.3710871,1.7,3.761135,0.2648157,1.82038602696139,2.83,1.26
279,jlcee96,p,e,nc,1,f2,0.3731843,1.7,3.73539,0.2551931,1.82610266500152,2.83,1.26
280,jlcee96,p,e,nc,1,f2,0.3753054,1.7,3.709645,0.2525494,1.83281884653062,2.83,1.26
281,jlcee96,p,e,nc,1,f2,0.3774506,1.7,3.683901,0.2618986,1.82183524463285,2.83,1.26
282,jlcee96,p,e,nc,1,f2,0.3796205,1.7,3.658156,0.2616806,1.83041845669874,2.83,1.26
283,jlcee96,p,e,nc,1,f2,0.3818156,1.7,3.632411,0.2468657,1.831354052021,2.83,1.26
284,jlcee96,p,e,nc,1,f2,0.3840362,1.7,3.606666,0.2530013,1.82899218304412,2.83,1.26
285,jlcee96,p,e,nc,1,f2,0.3862827,1.7,3.580922,0.2568799,1.82981385464569,2.83,1.26
286,jlcee96,p,e,nc,1,f2,0.3885558,1.7,3.555177,0.2537816,1.84918528372427,2.83,1.26
287,jlcee96,p,e,nc,1,f2,0.3908556,1.7,3.529432,0.2492974,1.85815415644126,2.83,1.26
288,jlcee96,p,e,nc,1,f2,0.3931829,1.7,3.503687,0.2435577,1.86557476934624,2.83,1.26
289,jlcee96,p,e,nc,1,f2,0.3955382,1.7,3.477942,0.2390341,1.86554177834878,2.83,1.26
290,jlcee96,p,e,nc,1,f2,0.3979217,1.7,3.452198,0.2394196,1.87457250784815,2.83,1.26
291,jlcee96,p,e,nc,1,f2,0.402776,1.7,3.400708,0.2351378,1.34136365994749,2.83,1.26
292,jlcee96,p,e,nc,1,f2,0.405248,1.7,3.374963,0.2290103,1.35068728349773,2.83,1.26
293,jlcee96,p,e,nc,1,f2,0.4077503,1.7,3.349218,0.2314108,1.35570336388794,2.83,1.26
294,jlcee96,p,e,nc,1,f2,0.4102839,1.7,3.323473,0.2246344,1.35909148376206,2.83,1.26
295,jlcee96,p,e,nc,1,f2,0.412849,1.7,3.297728,0.2253478,1.3728596418514,2.83,1.26
296,jlcee96,p,e,nc,1,f2,0.4154464,1.7,3.271983,0.2241208,1.36840757305881,2.83,1.26
297,jlcee96,p,e,nc,1,f2,0.4207406,1.7,3.220494,0.2102649,1.93051384230083,2.83,1.26
298,jlcee96,p,e,nc,1,f2,0.4234387,1.7,3.194749,0.2157429,1.92834943815069,2.83,1.26
299,jlcee96,p,e,nc,1,f2,0.4261715,1.7,3.169004,0.2190853,1.95463228249454,2.83,1.26
300,jlcee96,p,e,nc,1,f2,0.4289399,1.7,3.14326,0.2176957,1.94714594730167,2.83,1.26
301,jlcee96,p,e,nc,1,f2,0.4317444,1.7,3.117515,0.2266013,1.91966859854732,2.83,1.26
302,jlcee96,p,e,nc,1,f2,0.4345859,1.7,3.09177,0.2208351,1.93686646733241,2.83,1.26
303,jlcee96,p,e,nc,1,f2,0.437465,1.7,3.066025,0.2159075,1.93293516899598,2.83,1.26
304,jlcee96,p,e,nc,1,f2,0.4403825,1.7,3.04028,0.2329894,1.91996116561526,2.83,1.26
305,jlcee96,p,e,nc,1,f2,0.4433392,1.7,3.014536,0.2306843,1.9235431279892,2.83,1.26
306,jlcee96,p,e,nc,1,f2,0.4463359,1.7,2.988791,0.2346801,1.94022586491143,2.83,1.26
307,jlcee96,p,e,nc,1,f2,0.4493732,1.7,2.963047,0.2403401,1.92634104754055,2.83,1.26
308,jlcee96,p,e,nc,1,f2,0.4524524,1.7,2.937302,0.2481346,1.93884004890894,2.83,1.26
309,jlcee96,p,e,nc,1,f2,0.455574,1.7,2.911556,0.2585017,1.93843676850094,2.83,1.26
310,jlcee96,p,e,nc,1,f2,0.4587389,1.7,2.885812,0.2600781,1.9480010043137,2.83,1.26
311,jlcee96,p,e,nc,1,f2,0.4619481,1.7,2.860067,0.2675717,1.95440922937665,2.83,1.26
312,jlcee96,p,e,nc,1,f2,0.4652025,1.7,2.834322,0.2555731,1.95348806271083,2.83,1.26
313,jlcee96,p,e,nc,1,f2,0.4685031,1.7,2.808578,0.2470941,1.976633193589,2.83,1.26
314,jlcee96,p,e,nc,1,f2,0.4718508,1.7,2.782833,0.2228714,1.99654105461715,2.83,1.26
315,jlcee96,p,e,nc,1,f2,0.4752468,1.7,2.757088,0.2143846,2.0000531754613,2.83,1.26
316,jlcee96,p,e,nc,1,f2,0.478692,1.7,2.731344,0.2049958,1.99961365062113,2.83,1.26
317,jlcee96,p,e,nc,1,f2,0.4821877,1.7,2.705598,0.1977163,1.66827317727471,2.83,1.26
318,jlcee96,p,e,nc,1,f2,0.4857347,1.7,2.679853,0.1883109,1.31438222641387,2.83,1.26
319,jlcee96,p,e,nc,1,f2,0.4893341,1.7,2.654109,0.1810371,1.33161545340706,2.83,1.26
320,jlcee96,p,e,nc,1,f2,0.4929875,1.7,2.628364,0.1756941,1.3441043267816,2.83,1.26
321,jlcee96,p,e,nc,1,f2,0.4966957,1.7,2.602619,0.1676559,1.3493351561144,2.83,1.26
322,jlcee96,p,e,nc,1,f2,0.5004601,1.7,2.576874,0.1709721,1.35990492015949,2.83,1.26
323,jlcee96,p,e,nc,1,f2,0.5042821,1.7,2.551129,0.1647495,1.36731522705683,2.83,1.26
324,jlcee96,p,e,nc,1,f2,0.5121037,1.7,2.49964,0.1596555,1.78396735471061,2.83,1.26
325,jlcee96,p,e,nc,1,f2,0.5161064,1.7,2.473895,0.1575687,1.76930126351236,2.83,1.26
326,jlcee96,p,e,nc,1,f2,0.5201719,1.7,2.44815,0.155212,1.77081282375074,2.83,1.26
327,jlcee96,p,e,nc,1,f2,0.5243021,1.7,2.422405,0.1657314,1.78990281865718,2.83,1.26
328,jlcee96,p,e,nc,1,f2,0.5284984,1.7,2.396661,0.1631225,1.79120967371147,2.83,1.26
329,jlcee96,p,e,nc,1,f2,0.5327623,1.7,2.370916,0.1693277,1.78627655132622,2.83,1.26
330,jlcee96,p,e,nc,1,f2,0.5370957,1.7,2.345171,0.1697383,1.77349072071536,2.83,1.26
331,jlcee96,p,e,nc,1,f2,0.5415002,1.7,2.319427,0.180131,1.79771499630824,2.83,1.26
332,jlcee96,p,e,nc,1,f2,0.5459774,1.7,2.293682,0.1985507,1.79901204075332,2.83,1.26
333,jlcee96,p,e,nc,1,f2,0.5505294,1.7,2.267937,0.2116553,1.81871750908198,2.83,1.26
334,jlcee96,p,e,nc,1,f2,0.5551578,1.7,2.242192,0.2249226,1.81676541174608,2.83,1.26
335,jlcee96,p,e,nc,1,f2,0.5598647,1.7,2.216447,0.2213508,1.83976430173282,2.83,1.26
336,jlcee96,p,e,nc,1,f2,0.5646523,1.7,2.190703,0.1998438,1.84567347098084,2.83,1.26
337,jlcee96,p,e,nc,1,f2,0.5695223,1.7,2.164958,0.1873255,1.85341878174621,2.83,1.26
338,jlcee96,p,e,nc,1,f2,0.5744771,1.7,2.139213,0.1685122,1.87892271301425,2.83,1.26
339,jlcee96,p,e,nc,1,f2,0.5795187,1.7,2.113468,0.1469887,1.89495927237944,2.83,1.26
340,jlcee96,p,e,nc,1,f2,0.5846498,1.7,2.087723,0.1373299,1.94262065289496,2.83,1.26
341,jlcee96,p,e,nc,1,f2,0.5898725,1.7,2.061979,0.1261771,1.97409038565635,2.83,1.26
342,jlcee96,p,e,nc,1,f2,0.5951895,1.7,2.036233,0.1133909,2.00658253881043,2.83,1.26
343,jlcee96,p,e,nc,1,f2,0.6006031,1.7,2.010489,0.1121545,2.03292244181018,2.83,1.26
344,jlcee96,p,e,nc,1,f2,0.606116,1.7,1.984744,0.1069658,2.03988938520536,2.83,1.26
345,jlcee96,p,e,nc,1,f2,0.6117311,1.7,1.958999,0.1042943,2.0579907051488,2.83,1.26
346,jlcee96,p,e,nc,1,f2,0.6174512,1.7,1.933254,0.09935195,2.08913363049241,2.83,1.26
347,jlcee96,p,e,nc,1,f2,0.6292183,1.7,1.881765,0.09806532,1.51261322555211,2.83,1.26
348,jlcee96,p,e,nc,1,f2,0.6352718,1.7,1.85602,0.09227028,1.52174568019085,2.83,1.26
349,jlcee96,p,e,nc,1,f2,0.6414428,1.7,1.830275,0.08936948,1.53691842002438,2.83,1.26
350,jlcee96,p,e,nc,1,f2,0.6477349,1.7,1.804531,0.09078342,1.54894473021616,2.83,1.26
351,jlcee96,p,e,nc,1,f2,0.6541517,1.7,1.778786,0.08385728,1.5581879116518,2.83,1.26
352,jlcee96,p,e,nc,1,f2,0.6606967,1.7,1.753041,0.08412986,1.56397859214315,2.83,1.26
353,jlcee96,p,e,nc,1,f2,0.6673743,1.7,1.727296,0.08239245,1.5688512721736,2.83,1.26
354,jlcee96,p,e,nc,1,f2,0.6741882,1.7,1.701551,0.08274741,1.73874203434283,2.83,1.26
355,jlcee96,p,e,nc,1,f2,0.6811425,1.7,1.675807,0.08313593,2.13794925972441,2.83,1.26
356,jlcee96,p,e,nc,1,f2,0.6882419,1.7,1.650062,0.08092391,2.11671680224052,2.83,1.26
357,jlcee96,p,e,nc,1,f2,0.6954908,1.7,1.624317,0.09033278,2.12448681419967,2.83,1.26
358,jlcee96,p,e,nc,1,f2,0.702894,1.7,1.598572,0.09564343,2.13056035317847,2.83,1.26
359,jlcee96,p,e,nc,1,f2,0.7104565,1.7,1.572828,0.1105719,2.16557461705913,2.83,1.26
360,jlcee96,p,e,nc,1,f2,0.7181836,1.7,1.547083,0.1189693,2.17203429792392,2.83,1.26
361,jlcee96,p,e,nc,1,f2,0.7260805,1.7,1.521338,0.1335294,2.1817442450876,2.83,1.26
362,jlcee96,p,e,nc,1,f2,0.734153,1.7,1.495593,0.1321164,2.18234526523581,2.83,1.26
363,jlcee96,p,e,nc,1,f2,0.7424071,1.7,1.469849,0.1320266,2.22714059136568,2.83,1.26
364,jlcee96,p,e,nc,1,f2,0.7508489,1.7,1.444104,0.1145289,2.2721339330073,2.83,1.26
365,jlcee96,p,e,nc,1,f2,0.7594848,1.7,1.418359,0.0880405,2.29046404779618,2.83,1.26
366,jlcee96,p,e,nc,1,f2,0.7683222,1.7,1.392614,0.06700172,2.35133515975411,2.83,1.26
367,jlcee96,p,e,nc,1,f2,0.777367,1.7,1.366869,0.04661639,2.39745934852527,2.83,1.26
368,jlcee96,p,e,nc,1,f2,0.7866277,1.7,1.341124,0.02795415,2.51241515123872,2.83,1.26
369,jlcee96,p,e,nc,1,f2,0.7961116,1.7,1.315379,0.01753097,2.57067178826956,2.83,1.26
370,jlcee96,p,e,nc,1,f2,0.8058268,1.7,1.289635,0.009852946,2.7503621759421,2.83,1.26
371,jlcee96,p,e,nc,1,f2,0.8157822,1.7,1.26389,0.00577187,2.85680723924829,2.83,1.26
372,jlcee96,p,e,nc,1,f2,0.8259865,1.7,1.238145,0.002826832,3.06768212613979,2.83,1.26
373,jlcee96,p,e,nc,1,f2,0.8364496,1.7,1.2124,0.001160612,3.31066196110328,2.83,1.26
374,jlcee96,p,e,nc,1,f2,0.8471807,1.7,1.186656,0.0003463683,3.5536190811919,2.83,1.26
375,jlcee96,p,e,nc,1,f2,0.5093578,2.1,2.902839,0.2106045,2.26522985026436,2.83,1.26
376,jlcee96,p,e,nc,1,f2,0.5157086,2.1,2.852067,0.1953224,1.46833235716948,2.83,1.26
377,jlcee96,p,e,nc,1,f2,0.5222197,2.1,2.801296,0.1796749,1.51052873829344,2.83,1.26
378,jlcee96,p,e,nc,1,f2,0.5288976,2.1,2.750523,0.1691938,1.54958869651252,2.83,1.26
379,jlcee96,p,e,nc,1,f2,0.5357482,2.1,2.699751,0.1593285,1.58518344175712,2.83,1.26
380,jlcee96,p,e,nc,1,f2,0.5427788,2.1,2.648979,0.1445456,1.65208003564273,2.83,1.26
381,jlcee96,p,e,nc,1,f2,0.5499963,2.1,2.598207,0.1403775,1.69329272853556,2.83,1.26
382,jlcee96,p,e,nc,1,f2,0.5574084,2.1,2.547435,0.136108,1.72417785875922,2.83,1.26
383,jlcee96,p,e,nc,1,f2,0.5650229,2.1,2.496664,0.1374703,1.43564173497839,2.83,1.26
384,jlcee96,p,e,nc,1,f2,0.5728483,2.1,2.445892,0.1428723,1.50244379071381,2.83,1.26
385,jlcee96,p,e,nc,1,f2,0.5808936,2.1,2.39512,0.14233,1.61257008360852,2.83,1.26
386,jlcee96,p,e,nc,1,f2,0.5891681,2.1,2.344348,0.1453137,1.63575698643693,2.83,1.26
387,jlcee96,p,e,nc,1,f2,0.5976817,2.1,2.293576,0.1628291,1.63547117806338,2.83,1.26
388,jlcee96,p,e,nc,1,f2,0.606445,2.1,2.242804,0.1753227,1.68055477128746,2.83,1.26
389,jlcee96,p,e,nc,1,f2,0.6154689,2.1,2.192033,0.1622309,1.76807809116512,2.83,1.26
390,jlcee96,p,e,nc,1,f2,0.6247656,2.1,2.14126,0.1314589,1.90204847294478,2.83,1.26
391,jlcee96,p,e,nc,1,f2,0.6343474,2.1,2.090489,0.1086199,2.02396982505047,2.83,1.26
392,jlcee96,p,e,nc,1,f2,0.6442277,2.1,2.039716,0.09688183,1.25678055420712,2.83,1.26
393,jlcee96,p,e,nc,1,f2,0.6544208,2.1,1.988945,0.08812632,1.30387380296828,2.83,1.26
394,jlcee96,p,e,nc,1,f2,0.6649414,2.1,1.938173,0.08041019,1.48047281072212,2.83,1.26
395,jlcee96,p,e,nc,1,f2,0.675806,2.1,1.887401,0.07696632,1.51235891231385,2.83,1.26
396,jlcee96,p,e,nc,1,f2,0.698636,2.1,1.785857,0.07130392,1.14491769877449,2.83,1.26
397,jlcee96,p,e,nc,1,f2,0.7106395,2.1,1.735085,0.06830502,1.17767142151485,2.83,1.26
398,jlcee96,p,e,nc,1,f2,0.7230625,2.1,1.684313,0.06766058,1.19122951650725,2.83,1.26
399,jlcee96,p,e,nc,1,f2,0.7359276,2.1,1.633541,0.0721112,1.19928748932205,2.83,1.26
400,jlcee96,p,e,nc,1,f2,0.7492588,2.1,1.58277,0.07841032,1.20352920380889,2.83,1.26
401,jlcee96,p,e,nc,1,f2,0.763082,2.1,1.531997,0.08927972,1.09339007783627,2.83,1.26
402,jlcee96,p,e,nc,1,f2,0.7774249,2.1,1.481225,0.09658391,1.10869916117498,2.83,1.26
403,jlcee96,p,e,nc,1,f2,0.7923172,2.1,1.430454,0.08314633,1.45630961703301,2.83,1.26
404,jlcee96,p,e,nc,1,f2,0.8077912,2.1,1.379682,0.05768285,1.61556649853466,2.83,1.26
405,jlcee96,p,e,nc,1,f2,0.8238816,2.1,1.32891,0.02613618,1.89805931853852,2.83,1.26
406,jlcee96,p,e,nc,1,f2,0.8406261,2.1,1.278138,0.009357632,2.27589950107036,2.83,1.26
407,jlcee96,p,e,nc,1,f2,0.8762434,2.1,1.176594,3.158264e-05,6.27123001750329,2.83,1.26
408,jlcee96,p,e,nc,1,f2,0.4121688,2.4,4.302856,0.2362766,1.64485437830069,2.83,1.26
409,jlcee96,p,e,nc,1,f2,0.4142718,2.4,4.273298,0.2360609,1.67782339218397,2.83,1.26
410,jlcee96,p,e,nc,1,f2,0.4163963,2.4,4.243741,0.2289369,1.69163730268035,2.83,1.26
411,jlcee96,p,e,nc,1,f2,0.4185427,2.4,4.214182,0.2253794,1.70701448313377,2.83,1.26
412,jlcee96,p,e,nc,1,f2,0.4207113,2.4,4.184625,0.2228178,1.71670800088682,2.83,1.26
413,jlcee96,p,e,nc,1,f2,0.4229026,2.4,4.155066,0.2208947,1.69021393451269,2.83,1.26
414,jlcee96,p,e,nc,1,f2,0.4251167,2.4,4.125509,0.2230698,1.70941875592303,2.83,1.26
415,jlcee96,p,e,nc,1,f2,0.4273542,2.4,4.095951,0.2258986,1.7152036356135,2.83,1.26
416,jlcee96,p,e,nc,1,f2,0.4296153,2.4,4.066393,0.2238176,1.71865081208984,2.83,1.26
417,jlcee96,p,e,nc,1,f2,0.4319006,2.4,4.036835,0.2202448,1.73223204361692,2.83,1.26
418,jlcee96,p,e,nc,1,f2,0.4342102,2.4,4.007277,0.2217304,1.72733012703716,2.83,1.26
419,jlcee96,p,e,nc,1,f2,0.4365447,2.4,3.977719,0.2222311,1.72634298259785,2.83,1.26
420,jlcee96,p,e,nc,1,f2,0.4389044,2.4,3.948161,0.218506,1.73667999963388,2.83,1.26
421,jlcee96,p,e,nc,1,f2,0.4412898,2.4,3.918603,0.2223587,1.73918043233748,2.83,1.26
422,jlcee96,p,e,nc,1,f2,0.4437012,2.4,3.889045,0.2225889,1.7215157629154,2.83,1.26
423,jlcee96,p,e,nc,1,f2,0.4461392,2.4,3.859487,0.216963,1.74840825394192,2.83,1.26
424,jlcee96,p,e,nc,1,f2,0.448604,2.4,3.829929,0.2125592,1.76004520152503,2.83,1.26
425,jlcee96,p,e,nc,1,f2,0.4510963,2.4,3.800371,0.2143278,1.75112047993774,2.83,1.26
426,jlcee96,p,e,nc,1,f2,0.4536165,2.4,3.770813,0.2101499,1.31602013610285,2.83,1.26
427,jlcee96,p,e,nc,1,f2,0.4561649,2.4,3.741256,0.2058335,1.25092659844,2.83,1.26
428,jlcee96,p,e,nc,1,f2,0.4587421,2.4,3.711698,0.2019266,1.26987331040091,2.83,1.26
429,jlcee96,p,e,nc,1,f2,0.4613487,2.4,3.682139,0.2043147,1.26797288692395,2.83,1.26
430,jlcee96,p,e,nc,1,f2,0.463985,2.4,3.652582,0.1992621,1.2801536268061,2.83,1.26
431,jlcee96,p,e,nc,1,f2,0.4666516,2.4,3.623024,0.1964984,1.28882016342118,2.83,1.26
432,jlcee96,p,e,nc,1,f2,0.4720778,2.4,3.563908,0.1749911,1.82042686742354,2.83,1.26
433,jlcee96,p,e,nc,1,f2,0.4748385,2.4,3.53435,0.1783825,1.82540607963225,2.83,1.26
434,jlcee96,p,e,nc,1,f2,0.4776317,2.4,3.504792,0.1793802,1.82775969700112,2.83,1.26
435,jlcee96,p,e,nc,1,f2,0.480458,2.4,3.475234,0.1760817,1.82861194547758,2.83,1.26
436,jlcee96,p,e,nc,1,f2,0.4833179,2.4,3.445676,0.1766339,1.83349515579965,2.83,1.26
437,jlcee96,p,e,nc,1,f2,0.486212,2.4,3.416118,0.1727247,1.84511364037685,2.83,1.26
438,jlcee96,p,e,nc,1,f2,0.489141,2.4,3.38656,0.1683726,1.85203649524923,2.83,1.26
439,jlcee96,p,e,nc,1,f2,0.4921056,2.4,3.357002,0.17564,1.8412969710772,2.83,1.26
440,jlcee96,p,e,nc,1,f2,0.4951063,2.4,3.327445,0.1685969,1.86282369367408,2.83,1.26
441,jlcee96,p,e,nc,1,f2,0.4981438,2.4,3.297886,0.1611782,1.87137962826238,2.83,1.26
442,jlcee96,p,e,nc,1,f2,0.5012187,2.4,3.268329,0.1588532,1.8710841204332,2.83,1.26
443,jlcee96,p,e,nc,1,f2,0.5043319,2.4,3.23877,0.1638734,1.88529193877713,2.83,1.26
444,jlcee96,p,e,nc,1,f2,0.507484,2.4,3.209213,0.1557365,1.90275561605661,2.83,1.26
445,jlcee96,p,e,nc,1,f2,0.5106758,2.4,3.179654,0.1606822,1.88332123906693,2.83,1.26
446,jlcee96,p,e,nc,1,f2,0.5139079,2.4,3.150097,0.1628439,1.87860337415157,2.83,1.26
447,jlcee96,p,e,nc,1,f2,0.5171813,2.4,3.120539,0.1593076,1.89944108127924,2.83,1.26
448,jlcee96,p,e,nc,1,f2,0.5204967,2.4,3.090981,0.166575,1.90054449947471,2.83,1.26
449,jlcee96,p,e,nc,1,f2,0.5238547,2.4,3.061423,0.1670759,1.91500090677351,2.83,1.26
450,jlcee96,p,e,nc,1,f2,0.5272564,2.4,3.031865,0.1702835,1.91025202089457,2.83,1.26
451,jlcee96,p,e,nc,1,f2,0.5307026,2.4,3.002307,0.166188,1.95896755481744,2.83,1.26
452,jlcee96,p,e,nc,1,f2,0.5341941,2.4,2.972749,0.1788247,2.11026385057545,2.83,1.26
453,jlcee96,p,e,nc,1,f2,0.5449498,2.4,2.884075,0.1992034,2.57873158791466,2.83,1.26
454,jlcee96,p,e,nc,1,f2,0.548632,2.4,2.854518,0.1832447,1.78814994376372,2.83,1.26
455,jlcee96,p,e,nc,1,f2,0.5523642,2.4,2.82496,0.171096,1.83308961051106,2.83,1.26
456,jlcee96,p,e,nc,1,f2,0.5561475,2.4,2.795401,0.1585971,1.85076776309277,2.83,1.26
457,jlcee96,p,e,nc,1,f2,0.5599831,2.4,2.765844,0.1494154,1.87216511818728,2.83,1.26
458,jlcee96,p,e,nc,1,f2,0.563872,2.4,2.736285,0.1414417,1.89062136555203,2.83,1.26
459,jlcee96,p,e,nc,1,f2,0.5678151,2.4,2.706728,0.1297536,1.92134091077242,2.83,1.26
460,jlcee96,p,e,nc,1,f2,0.5718139,2.4,2.677169,0.128319,1.92730382873931,2.83,1.26
461,jlcee96,p,e,nc,1,f2,0.5758693,2.4,2.647612,0.1213886,1.91602094430614,2.83,1.26
462,jlcee96,p,e,nc,1,f2,0.5799829,2.4,2.618053,0.1237715,1.93239235203581,2.83,1.26
463,jlcee96,p,e,nc,1,f2,0.5841554,2.4,2.588496,0.1242013,1.95320258322578,2.83,1.26
464,jlcee96,p,e,nc,1,f2,0.5883884,2.4,2.558938,0.1151408,1.97996626738741,2.83,1.26
465,jlcee96,p,e,nc,1,f2,0.5926834,2.4,2.52938,0.1194992,1.95822482493607,2.83,1.26
466,jlcee96,p,e,nc,1,f2,0.5970415,2.4,2.499822,0.114985,1.99195808148889,2.83,1.26
467,jlcee96,p,e,nc,1,f2,0.601464,2.4,2.470264,0.1179574,1.96529170700609,2.83,1.26
468,jlcee96,p,e,nc,1,f2,0.6059526,2.4,2.440706,0.1099911,1.98036204747475,2.83,1.26
469,jlcee96,p,e,nc,1,f2,0.6105087,2.4,2.411148,0.1128829,1.98499064074364,2.83,1.26
470,jlcee96,p,e,nc,1,f2,0.6151338,2.4,2.38159,0.1112277,2.00457170291213,2.83,1.26
471,jlcee96,p,e,nc,1,f2,0.6198296,2.4,2.352032,0.1184019,1.99241904057283,2.83,1.26
472,jlcee96,p,e,nc,1,f2,0.6245975,2.4,2.322474,0.1230386,2.00843637687685,2.83,1.26
473,jlcee96,p,e,nc,1,f2,0.6294394,2.4,2.292917,0.1336583,1.99892187765369,2.83,1.26
474,jlcee96,p,e,nc,1,f2,0.634357,2.4,2.263359,0.1458865,2.0155984275447,2.83,1.26
475,jlcee96,p,e,nc,1,f2,0.6393521,2.4,2.2338,0.1501867,2.05615943355836,2.83,1.26
476,jlcee96,p,e,nc,1,f2,0.6444263,2.4,2.204243,0.1485505,2.07264869522486,2.83,1.26
477,jlcee96,p,e,nc,1,f2,0.6495818,2.4,2.174685,0.1357102,2.10030491444269,2.83,1.26
478,jlcee96,p,e,nc,1,f2,0.6548204,2.4,2.145127,0.1217006,2.11669786344521,2.83,1.26
479,jlcee96,p,e,nc,1,f2,0.6601443,2.4,2.115569,0.103088,2.16705145118734,2.83,1.26
480,jlcee96,p,e,nc,1,f2,0.6655554,2.4,2.086011,0.09688267,2.19221249785952,2.83,1.26
481,jlcee96,p,e,nc,1,f2,0.6710559,2.4,2.056453,0.08812511,1.56602471191242,2.83,1.26
482,jlcee96,p,e,nc,1,f2,0.6766483,2.4,2.026895,0.07884388,1.4987872235613,2.83,1.26
483,jlcee96,p,e,nc,1,f2,0.6823342,2.4,1.997338,0.07563911,1.53141542781241,2.83,1.26
484,jlcee96,p,e,nc,1,f2,0.6881168,2.4,1.967779,0.07137871,1.55491882663612,2.83,1.26
485,jlcee96,p,e,nc,1,f2,0.6939985,2.4,1.938221,0.06731458,1.57962806868883,2.83,1.26
486,jlcee96,p,e,nc,1,f2,0.6999812,2.4,1.908664,0.06411052,1.77575536744984,2.83,1.26
487,jlcee96,p,e,nc,1,f2,0.706068,2.4,1.879106,0.06244263,2.03405750206229,2.83,1.26
488,jlcee96,p,e,nc,1,f2,0.7122617,2.4,1.849548,0.05987302,2.05772483165205,2.83,1.26
