,x,exp,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,lepton beam,current,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
77,0.0178,nmc,2.34,0.599,5.76e-07,120,130.00051815730336,70.07498622457537,49.92501377542463,0.690783884412055,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19,0.3428,0.0054,0.0054,2.5,0.690783884412055,0.32587416008946,1.57526254375729
78,0.0241,nmc,1.82,0.351,8.001e-07,120,74.57851619917014,40.25515575648728,79.74484424351272,0.913226978227518,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,1.4,0.3,0.3,0.099,0.3184,0.0102,0.0056,2.5,0.913226978227518,0.315910817246046,3.2035175879397
79,0.0245,nmc,2.5,0.472,3.977e-07,120,100.42066032653061,54.392759235890516,65.60724076410949,0.825660567007798,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.9,0.5,0.4,0.099,0.3351,0.0042,0.0046,2.5,0.825660567007798,0.329836609911572,1.25335720680394
80,0.026,nmc,3.36,0.591,2.031e-07,120,126.75061323076922,68.88633754305397,51.11366245694603,0.700603878769677,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.5,0.099,0.356,0.0056,0.0058,2.5,0.700603878769677,0.34639727602963,1.57303370786517
81,0.0347,nmc,2.51,0.332,3.24e-07,120,70.70413794812679,38.55772598514221,81.44227401485779,0.923669049122925,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.3,0.3,0.108,0.3486,0.0075,0.0046,2.5,0.923669049122925,0.346005912719729,2.15146299483649
82,0.0348,nmc,3.48,0.458,1.557e-07,120,97.399844,53.30490405117271,66.69509594882729,0.837693694789158,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.7,0.4,0.108,0.3579,0.0056,0.0043,2.5,0.837693694789158,0.352236913950318,1.5646828723107
83,0.0354,nmc,4.41,0.568,8.904e-08,120,121.04611518644069,66.40526182646092,53.594738173539085,0.727893095344339,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.5,0.108,0.3619,0.0072,0.0063,2.5,0.727893095344339,0.35229958000493,1.98949986184029
84,0.0374,nmc,5.32,0.645,6.119e-08,120,137.80583330481284,75.82408811557188,44.17591188442812,0.63026917968445,sig_r,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.6,0.108,0.4004,0.0195,0.0087,2.5,0.63026917968445,0.385967181811927,4.87012987012987
85,0.0496,nmc,2.54,0.237,2.194e-07,120,49.54952141935484,27.297269413302153,92.70273058669784,0.964389235146585,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.4,0.2,0.117,0.32,0.0072,0.0047,2.5,0.964389235146585,0.318805999874632,2.25
86,0.0494,nmc,3.49,0.327,1.196e-07,120,68.03761727935225,37.65872776084874,82.34127223915127,0.926243867868227,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.2,0.3,0.3,0.117,0.3544,0.0054,0.0039,2.5,0.926243867868227,0.351661296872465,1.52370203160271
87,0.0495,nmc,4.47,0.416,6.821e-08,120,86.7128743030303,48.13594365833172,71.86405634166829,0.870738914505411,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.3,0.7,0.3,0.117,0.3589,0.0055,0.0039,2.5,0.870738914505411,0.354039478017277,1.53246029534689
88,0.0505,nmc,5.43,0.492,4.383e-08,120,102.97459647524752,57.31596613819164,62.68403386180836,0.807319218276901,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.4,0.9,0.4,0.117,0.3689,0.0072,0.0047,2.5,0.807319218276901,0.361452919122491,1.95174844131201
89,0.0524,nmc,6.61,0.576,2.839e-08,120,120.41488216793894,67.24149156073504,52.75850843926496,0.718446207354723,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.5,0.117,0.3901,0.0111,0.0061,2.5,0.718446207354723,0.378592301009234,2.84542425019226
90,0.0707,nmc,2.56,0.168,1.655e-07,120,34.529179219236205,19.30135139618135,100.69864860381865,0.98321718284827,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.5,0.4,0.2,0.113,0.3307,0.0112,0.0064,2.5,0.98321718284827,0.330136164619736,3.38675536740248
91,0.0702,nmc,3.5,0.229,8.718e-08,120,47.237393857549854,26.576519113832546,93.42348088616745,0.966960182095185,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.2,0.3,0.2,0.113,0.3408,0.0072,0.0046,2.5,0.966960182095185,0.339656352642641,2.11267605633803
92,0.0698,nmc,4.48,0.295,5.082e-08,120,60.583225088825216,34.21288970619681,85.78711029380318,0.941666280137634,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.4,0.3,0.2,0.113,0.3442,0.0068,0.004,2.5,0.941666280137634,0.342160760900763,1.97559558396281
93,0.07,nmc,5.47,0.357,3.384e-08,120,73.55270114285715,41.65397502284496,78.34602497715504,0.909574603282243,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.4,0.3,0.113,0.3606,0.0078,0.0042,2.5,0.909574603282243,0.357288442415327,2.1630615640599
94,0.07,nmc,6.86,0.448,2.042e-08,120,92.019844,52.23880597014926,67.76119402985074,0.845831953518447,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.5,0.7,0.4,0.113,0.3691,0.0091,0.0043,2.5,0.845831953518447,0.363320879694597,2.46545651584936
95,0.0718,nmc,8.61,0.543,1.262e-08,120,112.18627854038996,63.9213403733422,56.0786596266578,0.755656936249634,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.5,0.113,0.3976,0.0199,0.0056,2.5,0.755656936249634,0.387733310693752,5.00503018108652
96,0.0915,nmc,2.61,0.132,1.368e-07,120,26.794434163934426,15.205005417875494,104.7949945821245,0.989960021006358,sig_r,d,mu,nc,1,1.8,0.0,1.8,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.9,0.4,0.2,0.096,0.3587,0.0171,0.0087,2.5,0.989960021006358,0.358384260885066,4.76721494284918
97,0.0909,nmc,3.5,0.177,6.689e-08,120,35.8836943850385,20.52444050375187,99.47555949624814,0.98117854742496,sig_r,d,mu,nc,1,1.4,0.0,1.4,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.2,0.3,0.2,0.096,0.3253,0.009,0.0055,2.5,0.98117854742496,0.324763380475322,2.7666769136182
98,0.0906,nmc,4.47,0.226,4.225e-08,120,45.74759234437086,26.29943941597594,93.70056058402406,0.967868050348912,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.096,0.3487,0.0086,0.0047,2.5,0.967868050348912,0.347718120738551,2.46630341267565
99,0.0904,nmc,5.48,0.278,2.705e-08,120,56.01931302654867,32.31314980093213,87.68685019906786,0.948954407780731,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.2,0.2,0.096,0.3513,0.0089,0.0044,2.5,0.948954407780731,0.349728582853818,2.53344719612866
100,0.0903,nmc,6.81,0.344,1.705e-08,120,69.48512639202657,40.20004391899071,79.7999560810093,0.91695008807522,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.8,0.3,0.3,0.096,0.3618,0.0081,0.0044,2.5,0.91695008807522,0.359167100228858,2.23880597014925
101,0.0905,nmc,8.77,0.44,1.005e-08,120,89.0159213480663,51.655691550141945,68.34430844985806,0.852189389925287,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.8,0.6,0.4,0.096,0.3827,0.0149,0.0049,2.5,0.852189389925287,0.377743370928327,3.89338907760648
102,0.1125,nmc,2.62,0.109,9.641e-08,120,21.548732888888885,12.414119876806444,107.58588012319356,0.993275845647957,sig_r,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.4,0.4,0.2,0.043,0.3078,0.0176,0.0088,2.5,0.993275845647957,0.307714526118949,5.71799870045484
103,0.112,nmc,3.48,0.143,6.068e-08,120,28.471272571428567,16.56259518732866,103.43740481267133,0.98807158624056,sig_r,d,mu,nc,1,1.6,0.0,1.6,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3,0.4,0.2,0.043,0.3508,0.014,0.0067,2.5,0.98807158624056,0.350627325164674,3.99087799315849
104,0.111,nmc,4.49,0.185,3.429e-08,120,36.84029445045045,21.562073800879773,98.43792619912023,0.979249458163173,sig_r,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.7,0.0,-0.7,0.0,0.0,0.4,0.3,0.2,0.043,0.339,0.0106,0.0054,2.5,0.979249458163173,0.338709805390087,3.12684365781711
105,0.1108,nmc,5.49,0.227,2.24e-08,120,44.93858046209386,26.411906429687562,93.58809357031244,0.967509787582422,sig_r,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.7,0.3,0.2,0.043,0.3428,0.0102,0.005,2.5,0.967509787582422,0.342340556165725,2.975495915986
106,0.1108,nmc,6.84,0.282,1.399e-08,120,55.772695985559565,32.906637518954994,87.093362481045,0.947221907932076,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.9,0.2,0.2,0.043,0.3487,0.0087,0.0047,2.5,0.947221907932076,0.34794088746037,2.49498135933467
107,0.1105,nmc,8.86,0.365,7.705e-09,120,72.20083947511313,42.74040270528418,77.25959729471582,0.904640423692796,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.3,0.3,0.043,0.3448,0.0134,0.0047,2.5,0.904640423692796,0.343443839384508,3.88631090487239
108,0.1112,nmc,10.75,0.437,5.054e-09,120,86.80250587050361,51.53126965378657,68.46873034621342,0.854467944259409,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.0,0.5,0.4,0.043,0.3544,0.0251,0.005,2.5,0.854467944259409,0.352272743970139,7.0823927765237
109,0.1432,nmc,3.48,0.113,4.394e-08,120,21.70151997765363,12.953985062715155,107.04601493728484,0.992718819916046,sig_r,d,mu,nc,1,1.9,0.0,1.9,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.7,0.4,0.2,0.231,0.3197,0.0109,0.0077,2.5,0.992718819916046,0.319262377706585,3.40944635595871
110,0.1419,nmc,4.49,0.147,2.508e-08,120,28.03184540944327,16.866738491174452,103.13326150882554,0.987312622498407,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.3,0.4,0.2,0.199,0.3105,0.0082,0.0054,2.5,0.987312622498407,0.309845234835996,2.64090177133655
111,0.1409,nmc,5.48,0.179,1.689e-08,120,34.29267579559972,20.731786671428424,99.26821332857158,0.98063496006443,sig_r,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.3,0.2,0.175,0.3177,0.0081,0.0049,2.5,0.98063496006443,0.316782809428866,2.54957507082153
112,0.1411,nmc,6.87,0.224,1.032e-08,120,42.698717139617294,25.9535571106702,94.0464428893298,0.968389525920871,sig_r,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.8,0.3,0.2,0.151,0.318,0.0064,0.0045,2.5,0.968389525920871,0.316680159207944,2.0125786163522
113,0.1405,nmc,8.9,0.291,6.161e-09,120,55.32503972953737,33.766095804657446,86.23390419534255,0.943247091478257,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,1.0,0.2,0.2,0.13,0.3356,0.0101,0.0047,2.5,0.943247091478257,0.333407280991252,3.00953516090584
114,0.1421,nmc,11.0,0.353,3.766e-09,120,67.29011845460943,41.263472523779015,78.73652747622099,0.911646448922188,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.2,0.3,0.3,0.115,0.3345,0.0138,0.0049,2.5,0.911646448922188,0.331449981328126,4.12556053811659
115,0.1814,nmc,3.62,0.093,3.05e-08,120,17.215742566703415,10.637472583530608,109.36252741646939,0.995117120664441,sig_r,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.1,0.3,0.2,0.205,0.3014,0.0158,0.0085,2.5,0.995117120664441,0.301148898708369,5.24220305242203
116,0.1859,nmc,4.5,0.113,1.861e-08,120,20.586406668101127,12.903285004318299,107.09671499568171,0.992679324442922,sig_r,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6,0.3,0.2,0.175,0.2968,0.0099,0.0062,2.5,0.992679324442922,0.296475559704217,3.3355795148248
117,0.184,nmc,5.49,0.138,1.216e-08,120,25.22680052173913,15.904561045703163,104.09543895429684,0.988856778243492,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.4,0.3,0.2,0.154,0.2913,0.0092,0.005,2.5,0.988856778243492,0.290866059601754,3.15825609337453
118,0.1833,nmc,6.87,0.173,7.81e-09,120,31.489385734860885,19.978433760586828,100.02156623941318,0.981945927242335,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.132,0.3012,0.0073,0.0045,2.5,0.981945927242335,0.300565016530507,2.42363877822045
119,0.181,nmc,8.93,0.227,4.41e-09,120,41.28686057458563,26.29904934679405,93.70095065320595,0.967362708869666,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.8,0.2,0.2,0.113,0.2973,0.0109,0.0039,2.5,0.967362708869666,0.296313828185592,3.66633030608813
120,0.1813,nmc,11.15,0.281,3.103e-09,120,51.23011978599008,32.782662998928615,87.21733700107139,0.94745088303592,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.2,0.2,0.099,0.3418,0.0135,0.0046,2.5,0.94745088303592,0.340180688652589,3.94967817437098
121,0.2282,nmc,4.55,0.093,1.362e-08,120,16.268494306748465,10.628278415111124,109.37172158488887,0.995081776463156,sig_r,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.7,0.3,0.2,0.159,0.2707,0.0118,0.0058,2.5,0.995081776463156,0.270516677868919,4.35906908016254
122,0.2304,nmc,5.47,0.111,9.247e-09,120,19.151163444444443,12.65528755034352,107.34471244965648,0.992906571585596,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.6,0.3,0.2,0.139,0.2722,0.0097,0.0049,2.5,0.992906571585596,0.271963582553893,3.5635562086701
123,0.2304,nmc,6.92,0.139,5.745e-09,120,23.99456622222222,16.009979862591802,103.9900201374082,0.988629997802414,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.6,0.3,0.2,0.118,0.2769,0.0073,0.0041,2.5,0.988629997802414,0.276566970017587,2.63633080534489
124,0.227,nmc,8.83,0.179,3.482e-09,120,30.948522414096914,20.73490320580859,99.26509679419141,0.980497362376484,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.6,0.3,0.2,0.101,0.2783,0.0092,0.0036,2.5,0.980497362376484,0.277801326392564,3.30578512396694
125,0.2271,nmc,11.23,0.226,2.258e-09,120,39.099425682078376,26.35905206933816,93.64094793066184,0.967579264978086,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.7,0.2,0.2,0.087,0.3041,0.0119,0.0035,2.5,0.967579264978086,0.303310017899939,3.91318645182506
126,0.2795,nmc,5.54,0.093,7.133e-09,120,15.160953123434702,10.565623200125108,109.4343767998749,0.99504415336685,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.0,0.3,0.2,0.127,0.2598,0.0125,0.0044,2.5,0.99504415336685,0.259654180074506,4.81139337952271
127,0.2849,nmc,6.93,0.114,4.042e-09,120,18.27416832432432,12.966057742177146,107.03394225782286,0.992450720643264,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.7,0.3,0.2,0.107,0.2389,0.0075,0.0034,2.5,0.992450720643264,0.238724947775708,3.13938886563416
128,0.2801,nmc,8.85,0.146,2.491e-09,120,23.625702621920738,16.842142122559032,103.15785787744096,0.987320601289896,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.6,0.3,0.2,0.091,0.2423,0.0095,0.0029,2.5,0.987320601289896,0.242043111814475,3.92075938918696
129,0.2783,nmc,11.26,0.186,1.453e-09,120,30.079779321595403,21.567129702342967,98.43287029765703,0.978726264826261,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.078,0.235,0.0106,0.0026,2.5,0.978726264826261,0.234637614425307,4.51063829787234
130,0.2788,nmc,14.18,0.231,8.263e-10,120,37.56067613773314,27.111317770646664,92.88868222935334,0.965860095188493,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.2,0.2,0.068,0.2204,0.0173,0.0024,2.5,0.965860095188493,0.219920373608659,7.84936479128857
131,0.3421,nmc,7.08,0.097,2.936e-09,120,14.495547010815548,11.03182463263089,108.96817536736911,0.994547054602614,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.1,0.2,0.2,0.099,0.2168,0.0073,0.0047,2.5,0.994547054602614,0.216692891637342,3.36715867158672
132,0.3535,nmc,8.86,0.117,1.641e-09,120,17.083493222065062,13.360154169544277,106.63984583045573,0.991963873714558,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.2,0.2,0.2,0.083,0.1993,0.0068,0.0027,2.5,0.991963873714558,0.199176682724328,3.411941796287
133,0.3526,nmc,11.32,0.149,9.001e-10,120,21.66421155530346,17.113202321590332,102.88679767840966,0.986671001771661,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7,0.2,0.2,0.07,0.1829,0.0073,0.0019,2.5,0.986671001771661,0.182739976739112,3.99125205030071
134,0.3516,nmc,14.31,0.187,5.527e-10,120,27.269502703071666,21.694914020827117,98.30508597917289,0.978354806715479,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.9,0.2,0.2,0.06,0.1846,0.0112,0.002,2.5,0.978354806715479,0.184373323708612,6.06717226435536
135,0.4383,nmc,9.03,0.096,8.531e-10,120,12.452171173169058,10.98205073196645,109.01794926803355,0.994584361294996,sig_r,d,mu,nc,1,-2.9,0.0,-2.9,0.0,0.0,3.8,0.0,3.8,0.0,0.0,4.4,0.2,0.2,0.077,0.133,0.0068,0.0087,2.5,0.994584361294996,0.132948165438847,5.11278195488722
136,0.4698,nmc,11.36,0.114,4.403e-10,120,13.70034634142188,12.889393572186504,107.1106064278135,0.992279062021537,sig_r,d,mu,nc,1,-2.3,0.0,-2.3,0.0,0.0,3.3,0.0,3.3,0.0,0.0,2.5,0.2,0.2,0.064,0.1189,0.0054,0.0057,2.5,0.992279062021537,0.118844368931884,4.54163162321278
137,0.478,nmc,14.38,0.14,2.7e-10,120,16.583526008368203,16.036077829620577,103.96392217037942,0.988162393349998,sig_r,d,mu,nc,1,-1.7,0.0,-1.7,0.6,0.0,2.8,0.0,2.8,0.0,0.0,1.5,0.1,0.2,0.054,0.1215,0.0069,0.0045,2.5,0.988162393349998,0.121425942870903,5.67901234567901
138,0.0035,nmc,0.83,0.654,1.619e-05,200,237.19270114285712,126.40877246420958,73.59122753579042,0.617998861552007,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.2,0.0,0.0,-0.2,0.0,5.0,1.2,4.1,0.537,0.2756,0.0078,0.0181,2.5,0.617998861552007,0.238816775157105,2.83018867924528
139,0.0051,nmc,1.18,0.633,6.441e-06,200,231.0723930196078,123.3329152556545,76.6670847443455,0.646851876535496,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.1,3.8,0.537,0.3032,0.0064,0.0161,2.5,0.646851876535496,0.265789468380809,2.11081794195251
140,0.0075,nmc,1.32,0.486,4.059e-06,200,175.55984400000003,93.81663113006398,106.18336886993602,0.813141382481008,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,2.2,0.4,3.3,0.337,0.2996,0.0062,0.0121,2.5,0.813141382481008,0.285488812677715,2.0694259012016
141,0.0081,nmc,1.72,0.578,2.297e-06,200,211.5055230123457,113.19066045434207,86.80933954565793,0.716386181033434,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.8,0.0,-0.1,0.0,0.0,-0.1,0.0,2.8,0.2,3.2,0.337,0.3364,0.0062,0.0145,2.5,0.716386181033434,0.312351267088849,1.84304399524376
142,0.0122,nmc,1.76,0.395,1.698e-06,200,143.3821390819672,76.89887797546227,123.10112202453773,0.885751368730221,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.9,0.246,0.3295,0.0073,0.0113,2.5,0.885751368730221,0.32206745981362,2.2154779969651
143,0.0124,nmc,2.45,0.537,8.446e-07,200,196.01048916129034,105.32017332691383,94.67982667308617,0.762491486276349,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.9,0.4,2.6,0.246,0.3662,0.0055,0.0122,2.5,0.762491486276349,0.349027670329325,1.50191152375751
144,0.0138,nmc,3.25,0.64,3.951e-07,200,233.13709037681159,125.53691171471834,74.46308828528166,0.637334882498856,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,1.3,0.246,0.3632,0.0146,0.0079,2.5,0.637334882498856,0.337193151852162,4.01982378854626
145,0.0175,nmc,1.77,0.277,1.195e-06,200,100.25270114285715,53.914102954614684,146.0858970453853,0.949582536016831,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.6,0.19,0.3026,0.0107,0.0099,2.5,0.949582536016831,0.300164002391104,3.53602115003305
146,0.0174,nmc,2.48,0.388,6.429e-07,200,140.92857963218393,75.97480577408525,124.02519422591475,0.8904344979353,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.5,0.0,2.6,0.19,0.3532,0.0068,0.011,2.5,0.8904344979353,0.34702099292098,1.92525481313703
147,0.0169,nmc,3.62,0.586,2.822e-07,200,211.4610274319527,114.17973530487885,85.82026469512115,0.70678299061091,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.2,1.1,0.19,0.3759,0.0106,0.0076,2.5,0.70678299061091,0.358300876664689,2.81989890928438
148,0.0185,nmc,4.34,0.638,1.836e-07,200,231.1344385945946,125.05042355788626,74.94957644211374,0.640037901216804,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,1.3,0.19,0.3948,0.0125,0.01,2.5,0.640037901216804,0.372108345814096,3.1661600810537
149,0.0244,nmc,1.79,0.203,8.997e-07,200,72.45049973770492,39.10482715229473,160.89517284770528,0.974771918744374,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.9,0.2,2.4,0.099,0.3058,0.0154,0.0105,2.5,0.974771918744374,0.305104972707145,5.03597122302158
150,0.0247,nmc,2.5,0.279,4.645e-07,200,99.59441889878543,53.95233203559991,146.0476679644001,0.948743389452372,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.3,0.099,0.3334,0.0063,0.0102,2.5,0.948743389452372,0.331860476991912,1.88962207558488
151,0.0248,nmc,3.45,0.38,2.48e-07,200,136.54274722580647,74.15399958731689,125.84600041268311,0.895635835527905,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.3,0.099,0.3709,0.0071,0.0108,2.5,0.895635835527905,0.367412836322226,1.9142626044756
152,0.0239,nmc,4.54,0.52,1.38e-07,200,186.2980029958159,101.25701439009377,98.74298560990623,0.780151963894975,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,1.0,1.1,1.0,0.099,0.3855,0.009,0.0074,2.5,0.780151963894975,0.377864903833203,2.33463035019455
153,0.0252,nmc,5.45,0.59,8.728e-08,200,211.69968526984127,115.2824313805124,84.7175686194876,0.701895435641884,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,1.1,0.099,0.3864,0.0086,0.0089,2.5,0.701895435641884,0.37602288382253,2.22567287784679
154,0.0277,nmc,6.51,0.637,5.517e-08,200,229.38789454151626,125.27614634409183,74.72385365590817,0.641355642966486,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.7,1.3,0.099,0.393,0.0115,0.0101,2.5,0.641355642966486,0.380302119565131,2.92620865139949
