,exp,I,J,Elab,epsilon,y,x,Q2,obs,target,lepton beam,current,units,value,%ptp,%sys,%stat_u,%dSR_u,%dSY_c,%dSE_c,%dRC_c,%dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%dFSZ_c,%*norm_c
591,slac,592,6,16.0,0.841,0.4200625,0.802,10.115,F2,p,e,NC,1,0.01542,0.027,0.026,1.2,2.4,2.4,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
592,slac,593,6,16.0,0.831,0.433375,0.76,9.883,F2,p,e,NC,1,0.02445,0.022,0.02,1.3,1.8,1.8,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
593,slac,594,6,16.0,0.813,0.45725,0.69,9.468,F2,p,e,NC,1,0.04402,0.019,0.018,1.3,1.4,1.6,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
594,slac,595,6,16.0,0.786,0.4891875,0.607,8.912,F2,p,e,NC,1,0.07926,0.016,0.016,1.0,1.3,1.3,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
595,slac,596,6,16.0,0.754,0.5234375,0.529,8.314,F2,p,e,NC,1,0.12415,0.016,0.015,1.0,1.2,1.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.7,2.1
596,slac,597,6,16.0,0.694,0.57975,0.421,7.332,F2,p,e,NC,1,0.19824,0.016,0.015,0.9,1.3,1.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
597,slac,598,6,16.0,0.64,0.624125,0.35,6.558,F2,p,e,NC,1,0.25508,0.018,0.016,1.2,1.3,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
598,slac,599,6,16.0,0.551,0.6895625,0.262,5.416,F2,p,e,NC,1,0.30938,0.017,0.014,1.1,1.3,0.5,-0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.2,2.1
599,slac,600,6,16.0,0.427,0.7696875,0.174,4.018,F2,p,e,NC,1,0.34706,0.019,0.022,1.4,1.3,0.9,-0.5,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,1.9,2.1
600,slac,601,6,19.5,0.808,0.463282051282051,0.82,13.907,F2,p,e,NC,1,0.00968,0.031,0.029,1.8,2.5,2.6,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
601,slac,602,6,19.5,0.799,0.473641025641026,0.787,13.638,F2,p,e,NC,1,0.01494,0.025,0.024,1.5,2.1,2.1,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
602,slac,603,6,19.5,0.788,0.486051282051282,0.749,13.318,F2,p,e,NC,1,0.02247,0.02,0.02,1.1,1.7,1.7,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
603,slac,604,6,19.5,0.764,0.512102564102564,0.675,12.643,F2,p,e,NC,1,0.04457,0.018,0.016,1.1,1.4,1.2,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
604,slac,605,6,19.5,0.734,0.542923076923077,0.596,11.844,F2,p,e,NC,1,0.0781,0.018,0.017,1.2,1.3,1.3,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
605,slac,606,6,19.5,0.698,0.576358974358974,0.521,10.978,F2,p,e,NC,1,0.12138,0.017,0.016,1.1,1.3,1.1,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.0,2.1
606,slac,607,6,19.5,0.632,0.630461538461539,0.415,9.576,F2,p,e,NC,1,0.19724,0.016,0.017,1.0,1.3,1.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.1,2.1
607,slac,608,6,19.5,0.44,0.761435897435897,0.222,6.182,F2,p,e,NC,1,0.32562,0.017,0.018,1.1,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.6,2.1
608,slac,609,6,19.5,0.367,0.804871794871795,0.172,5.056,F2,p,e,NC,1,0.35515,0.02,0.023,1.5,1.3,0.9,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,2.0,2.1
609,slac,610,6,6.5,0.845,0.396153846153846,0.517,2.497,F2,p,e,NC,1,0.16592,0.014,0.01,0.6,1.2,0.6,-0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
610,slac,611,6,6.5,0.835,0.411384615384615,0.485,2.434,F2,p,e,NC,1,0.18355,0.017,0.01,1.2,1.3,0.6,-0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
611,slac,612,6,6.5,0.81,0.445692307692308,0.421,2.292,F2,p,e,NC,1,0.23059,0.016,0.01,1.0,1.3,0.6,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
612,slac,613,6,6.5,0.757,0.509538461538461,0.326,2.028,F2,p,e,NC,1,0.2859,0.014,0.01,0.6,1.3,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
613,slac,614,6,6.5,0.682,0.582461538461538,0.243,1.727,F2,p,e,NC,1,0.32888,0.016,0.011,0.9,1.3,0.5,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
614,slac,615,6,6.5,0.582,0.662615384615385,0.173,1.395,F2,p,e,NC,1,0.32028,0.018,0.012,1.2,1.3,0.5,-0.7,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,0.7,2.1
615,slac,616,6,10.4,0.822,0.430384615384615,0.718,6.029,F2,p,e,NC,1,0.04398,0.025,0.017,2.1,1.4,1.6,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
616,slac,617,6,10.4,0.804,0.453557692307692,0.653,5.782,F2,p,e,NC,1,0.06894,0.035,0.015,3.3,1.3,1.3,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
617,slac,618,6,10.4,0.792,0.46875,0.615,5.624,F2,p,e,NC,1,0.08939,0.031,0.015,2.8,1.2,1.2,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
618,slac,619,6,10.4,0.766,0.499134615384615,0.544,5.303,F2,p,e,NC,1,0.1271,0.022,0.014,1.8,1.2,1.1,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
619,slac,620,6,10.4,0.71,0.556730769230769,0.432,4.693,F2,p,e,NC,1,0.20332,0.023,0.011,1.9,1.3,0.6,-0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
620,slac,621,6,10.4,0.659,0.602596153846154,0.358,4.208,F2,p,e,NC,1,0.26355,0.019,0.012,1.4,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.7,2.1
621,slac,622,6,10.4,0.571,0.670576923076923,0.267,3.488,F2,p,e,NC,1,0.31132,0.018,0.013,1.2,1.3,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.0,2.1
622,slac,623,6,10.4,0.447,0.754615384615385,0.176,2.598,F2,p,e,NC,1,0.35162,0.023,0.021,1.9,1.3,0.9,-0.6,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,1.7,2.1
623,slac,624,6,13.3,0.792,0.468646616541353,0.786,9.198,F2,p,e,NC,1,0.01881,0.024,0.023,1.6,1.9,2.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
624,slac,625,6,13.3,0.782,0.481428571428571,0.747,8.978,F2,p,e,NC,1,0.02809,0.025,0.02,2.0,1.5,1.8,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
625,slac,626,6,13.3,0.764,0.501428571428571,0.69,8.633,F2,p,e,NC,1,0.04538,0.018,0.017,1.2,1.3,1.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
626,slac,627,6,13.3,0.735,0.532330827067669,0.609,8.098,F2,p,e,NC,1,0.08041,0.019,0.016,1.4,1.3,1.2,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.7,2.1
627,slac,628,6,13.3,0.7,0.565639097744361,0.533,7.521,F2,p,e,NC,1,0.12318,0.016,0.015,1.0,1.2,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
628,slac,629,6,13.3,0.637,0.620526315789474,0.424,6.571,F2,p,e,NC,1,0.19856,0.017,0.016,1.2,1.3,1.1,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
629,slac,630,6,13.3,0.582,0.662932330827068,0.353,5.836,F2,p,e,NC,1,0.25168,0.018,0.014,1.3,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.0,2.1
630,slac,631,6,13.3,0.494,0.724360902255639,0.264,4.773,F2,p,e,NC,1,0.30994,0.02,0.016,1.6,1.3,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.3,2.1
631,slac,632,6,13.3,0.375,0.797894736842105,0.176,3.5,F2,p,e,NC,1,0.35453,0.024,0.024,2.1,1.3,0.9,-0.6,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,2.1,2.1
632,slac,633,6,16.0,0.761,0.504875,0.818,12.405,F2,p,e,NC,1,0.01046,0.029,0.028,1.9,2.1,2.5,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.0,2.1
633,slac,634,6,16.0,0.744,0.5224375,0.763,11.963,F2,p,e,NC,1,0.02075,0.02,0.022,1.2,1.6,1.9,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
634,slac,635,6,16.0,0.715,0.551625,0.678,11.236,F2,p,e,NC,1,0.04402,0.019,0.018,1.3,1.3,1.4,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
635,slac,636,6,16.0,0.682,0.582,0.599,10.475,F2,p,e,NC,1,0.07859,0.017,0.017,1.1,1.3,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.0,2.1
636,slac,637,6,16.0,0.644,0.6146875,0.523,9.656,F2,p,e,NC,1,0.12169,0.018,0.017,1.3,1.2,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.1,2.1
637,slac,638,6,16.0,0.577,0.6668125,0.417,8.349,F2,p,e,NC,1,0.19431,0.017,0.018,1.1,1.3,1.1,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.2,2.1
638,slac,639,6,16.0,0.52,0.7065,0.347,7.355,F2,p,e,NC,1,0.25248,0.018,0.016,1.3,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.3,2.1
639,slac,640,6,16.0,0.433,0.7629375,0.259,5.941,F2,p,e,NC,1,0.31144,0.02,0.018,1.5,1.3,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.5,2.1
640,slac,641,6,16.0,0.322,0.8288125,0.172,4.29,F2,p,e,NC,1,0.34086,0.024,0.025,2.1,1.2,0.9,-0.6,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,2.2,2.1
641,slac,642,6,19.5,0.725,0.541897435897436,0.86,17.049,F2,p,e,NC,1,0.00445,0.055,0.038,4.7,2.8,3.3,0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.8,2.1
642,slac,643,6,19.5,0.709,0.557589743589744,0.807,16.463,F2,p,e,NC,1,0.01024,0.032,0.028,2.5,1.9,2.3,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.4,2.1
643,slac,644,6,19.5,0.687,0.578051282051282,0.742,15.706,F2,p,e,NC,1,0.02208,0.027,0.022,2.2,1.5,1.7,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.3,2.1
644,slac,645,6,19.5,0.658,0.602974358974359,0.67,14.778,F2,p,e,NC,1,0.0432,0.022,0.02,1.8,1.3,1.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.3,2.1
645,slac,646,6,19.5,0.622,0.632102564102564,0.592,13.694,F2,p,e,NC,1,0.07591,0.02,0.019,1.5,1.3,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.4,2.1
646,slac,647,6,19.5,0.582,0.662923076923077,0.517,12.547,F2,p,e,NC,1,0.12107,0.02,0.019,1.5,1.3,1.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.4,2.1
647,slac,648,6,19.5,0.513,0.711384615384615,0.413,10.743,F2,p,e,NC,1,0.20035,0.022,0.02,1.8,1.3,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.5,2.1
648,slac,649,6,19.5,0.457,0.747692307692308,0.343,9.391,F2,p,e,NC,1,0.24104,0.02,0.019,1.6,1.3,0.5,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.6,2.1
649,slac,650,6,19.5,0.374,0.798461538461538,0.257,7.502,F2,p,e,NC,1,0.30261,0.023,0.02,1.9,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.8,2.1
650,slac,651,6,19.5,0.273,0.85625641025641,0.171,5.35,F2,p,e,NC,1,0.34961,0.024,0.026,2.1,1.2,0.9,-0.6,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,2.3,2.1
651,slac,652,6,19.5,0.647,0.60548717948718,0.866,19.18,F2,p,e,NC,1,0.00341,0.046,0.04,3.9,2.5,3.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,2.4,2.1
652,slac,653,6,19.5,0.628,0.621384615384615,0.809,18.4,F2,p,e,NC,1,0.00863,0.027,0.029,2.1,1.7,2.2,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.9,2.1
653,slac,654,6,19.5,0.602,0.642205128205128,0.74,17.398,F2,p,e,NC,1,0.02053,0.025,0.025,2.1,1.4,1.6,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.7,2.1
654,slac,655,6,19.5,0.571,0.665538461538462,0.668,16.264,F2,p,e,NC,1,0.04106,0.023,0.023,1.9,1.3,1.4,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.7,2.1
655,slac,656,6,19.5,0.535,0.69225641025641,0.591,14.965,F2,p,e,NC,1,0.07371,0.021,0.022,1.7,1.3,1.2,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.8,2.1
656,slac,657,6,19.5,0.494,0.720205128205128,0.516,13.606,F2,p,e,NC,1,0.12156,0.02,0.022,1.5,1.3,1.1,-0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.8,2.1
657,slac,658,6,19.5,0.428,0.763179487179487,0.412,11.516,F2,p,e,NC,1,0.18946,0.018,0.021,1.3,1.3,0.6,-0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.9,2.1
658,slac,659,6,19.5,0.377,0.794769230769231,0.343,9.98,F2,p,e,NC,1,0.24185,0.018,0.022,1.3,1.3,0.5,-0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.9,2.1
659,slac,660,6,19.5,0.303,0.837948717948718,0.257,7.88,F2,p,e,NC,1,0.29877,0.019,0.023,1.4,1.2,0.5,-0.5,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,2.1,2.1
660,slac,661,6,19.5,0.217,0.885897435897436,0.171,5.548,F2,p,e,NC,1,0.32097,0.03,0.028,2.7,1.2,0.9,-0.7,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,2.5,2.1
