,exp,x,Q2,W2,epsilon,sigma,stat,value,stf2rec_u,obs,target,lepton beam,current,units,%*norm_c
798,e94110,0.889573,3.978,1.375,0.622355,0.178,0.01759,0.015414,0.001523,F2,p,e,NC,1,1.9
799,e94110,0.878964,3.952,1.425,0.619934,0.263,0.02096,0.022821,0.001819,F2,p,e,NC,1,1.9
800,e94110,0.86869,3.927,1.475,0.617527,0.287,0.02404,0.024859,0.002082,F2,p,e,NC,1,1.9
801,e94110,0.858307,3.901,1.525,0.615063,0.294,0.02352,0.02527,0.002022,F2,p,e,NC,1,1.9
802,e94110,0.848035,3.875,1.575,0.612578,0.295,0.01653,0.025039,0.001403,F2,p,e,NC,1,1.9
803,e94110,0.838089,3.85,1.625,0.610109,0.298,0.01469,0.024939,0.001229,F2,p,e,NC,1,1.9
804,e94110,0.828032,3.824,1.675,0.607582,0.306,0.01484,0.025278,0.001226,F2,p,e,NC,1,1.9
805,e94110,0.818296,3.799,1.725,0.605073,0.318,0.01594,0.026026,0.001305,F2,p,e,NC,1,1.9
806,e94110,0.808123,3.773,1.775,0.602384,0.334,0.01427,0.02719,0.001162,F2,p,e,NC,1,1.9
807,e94110,0.798595,3.748,1.825,0.599832,0.361,0.01454,0.029306,0.00118,F2,p,e,NC,1,1.9
808,e94110,0.788955,3.722,1.875,0.59722,0.4,0.01581,0.032449,0.001283,F2,p,e,NC,1,1.9
809,e94110,0.779624,3.697,1.925,0.594627,0.451,0.01629,0.036647,0.001324,F2,p,e,NC,1,1.9
810,e94110,0.770179,3.671,1.975,0.591972,0.511,0.01774,0.041662,0.001446,F2,p,e,NC,1,1.9
811,e94110,0.761039,3.646,2.025,0.589337,0.562,0.01926,0.04609,0.00158,F2,p,e,NC,1,1.9
812,e94110,0.751784,3.62,2.075,0.586639,0.587,0.02013,0.048537,0.001664,F2,p,e,NC,1,1.9
813,e94110,0.742622,3.594,2.125,0.583919,0.738,0.02396,0.061705,0.002003,F2,p,e,NC,1,1.9
814,e94110,0.733757,3.569,2.175,0.581221,0.853,0.02847,0.072271,0.002412,F2,p,e,NC,1,1.9
815,e94110,0.724777,3.543,2.225,0.578458,0.99,0.03045,0.084733,0.002606,F2,p,e,NC,1,1.9
816,e94110,0.716089,3.518,2.275,0.575718,0.972,0.02856,0.08332,0.002448,F2,p,e,NC,1,1.9
817,e94110,0.707285,3.492,2.325,0.572911,0.95,0.02774,0.0808,0.002359,F2,p,e,NC,1,1.9
818,e94110,0.698768,3.467,2.375,0.570129,0.893,0.02542,0.075173,0.00214,F2,p,e,NC,1,1.9
819,e94110,0.690135,3.441,2.425,0.567278,0.861,0.02516,0.071826,0.002099,F2,p,e,NC,1,1.9
820,e94110,0.681785,3.416,2.475,0.564454,0.878,0.0255,0.072802,0.002114,F2,p,e,NC,1,1.9
821,e94110,0.673318,3.39,2.525,0.561559,0.883,0.02587,0.072907,0.002136,F2,p,e,NC,1,1.9
822,e94110,0.665129,3.365,2.575,0.558692,0.964,0.02769,0.079405,0.002281,F2,p,e,NC,1,1.9
823,e94110,0.656823,3.339,2.625,0.555754,0.992,0.03097,0.081562,0.002546,F2,p,e,NC,1,1.9
824,e94110,0.648596,3.313,2.675,0.552792,1.14,0.03443,0.09361,0.002827,F2,p,e,NC,1,1.9
825,e94110,0.640642,3.288,2.725,0.549861,1.237,0.03706,0.101514,0.003041,F2,p,e,NC,1,1.9
826,e94110,0.632569,3.262,2.775,0.546856,1.419,0.0406,0.116365,0.003329,F2,p,e,NC,1,1.9
827,e94110,0.624766,3.237,2.825,0.543882,1.502,0.04169,0.123182,0.003419,F2,p,e,NC,1,1.9
828,e94110,0.616843,3.211,2.875,0.540832,1.587,0.04228,0.130223,0.003469,F2,p,e,NC,1,1.9
829,e94110,0.609186,3.186,2.925,0.537815,1.584,0.04164,0.130232,0.003424,F2,p,e,NC,1,1.9
830,e94110,0.601409,3.16,2.975,0.534721,1.569,0.04062,0.129297,0.003347,F2,p,e,NC,1,1.9
831,e94110,0.589963,3.122,3.05,0.530031,1.583,0.04001,0.131048,0.003312,F2,p,e,NC,1,1.9
832,e94110,0.575024,3.071,3.15,0.523766,1.612,0.04128,0.134108,0.003434,F2,p,e,NC,1,1.9
833,e94110,0.560355,3.02,3.25,0.517414,1.666,0.04777,0.139157,0.00399,F2,p,e,NC,1,1.9
834,e94110,0.54595,2.969,3.35,0.510974,1.755,0.05548,0.147018,0.004648,F2,p,e,NC,1,1.9
835,e94110,0.531618,2.917,3.45,0.504383,1.866,0.06974,0.156477,0.005848,F2,p,e,NC,1,1.9
836,e94110,0.51772,2.866,3.55,0.497765,1.947,0.07113,0.163203,0.005962,F2,p,e,NC,1,1.9
837,e94110,0.504065,2.815,3.65,0.49106,2.07,0.07454,0.173084,0.006233,F2,p,e,NC,1,1.9
838,e94110,0.490646,2.764,3.75,0.484266,2.158,0.07683,0.17964,0.006396,F2,p,e,NC,1,1.9
839,e94110,0.477458,2.713,3.85,0.477385,2.279,0.07934,0.188559,0.006564,F2,p,e,NC,1,1.9
840,e94110,0.930135,4.594,1.225,0.537956,0.004,0.002268,0.000616,0.000349,F2,p,e,NC,1,1.9
841,e94110,0.920417,4.565,1.275,0.535756,0.014,0.003479,0.002164,0.000538,F2,p,e,NC,1,1.9
842,e94110,0.910779,4.536,1.325,0.533541,0.029,0.00494,0.004503,0.000767,F2,p,e,NC,1,1.9
843,e94110,0.901221,4.507,1.375,0.531311,0.074,0.006302,0.011535,0.000982,F2,p,e,NC,1,1.9
844,e94110,0.891741,4.478,1.425,0.529065,0.099,0.00702,0.015439,0.001095,F2,p,e,NC,1,1.9
845,e94110,0.882011,4.449,1.475,0.52669,0.126,0.007548,0.01955,0.001171,F2,p,e,NC,1,1.9
846,e94110,0.872691,4.42,1.525,0.524414,0.13,0.007275,0.019885,0.001113,F2,p,e,NC,1,1.9
847,e94110,0.863446,4.391,1.575,0.522122,0.119,0.005277,0.017817,0.00079,F2,p,e,NC,1,1.9
848,e94110,0.854276,4.362,1.625,0.519816,0.132,0.005386,0.019301,0.000788,F2,p,e,NC,1,1.9
849,e94110,0.84487,4.333,1.675,0.517378,0.133,0.005457,0.019057,0.000782,F2,p,e,NC,1,1.9
850,e94110,0.835851,4.304,1.725,0.515041,0.148,0.005585,0.020872,0.000788,F2,p,e,NC,1,1.9
851,e94110,0.826905,4.275,1.775,0.512688,0.157,0.005687,0.021903,0.000793,F2,p,e,NC,1,1.9
852,e94110,0.818029,4.246,1.825,0.51032,0.166,0.005804,0.023005,0.000804,F2,p,e,NC,1,1.9
853,e94110,0.809224,4.217,1.875,0.507937,0.18,0.005973,0.024862,0.000825,F2,p,e,NC,1,1.9
854,e94110,0.800201,4.188,1.925,0.505421,0.199,0.007044,0.027489,0.000973,F2,p,e,NC,1,1.9
855,e94110,0.791538,4.159,1.975,0.503007,0.225,0.007328,0.031141,0.001014,F2,p,e,NC,1,1.9
856,e94110,0.783133,4.131,2.025,0.500616,0.25,0.007686,0.034775,0.001069,F2,p,e,NC,1,1.9
857,e94110,0.774604,4.102,2.075,0.498171,0.297,0.009118,0.041648,0.001279,F2,p,e,NC,1,1.9
858,e94110,0.765871,4.073,2.125,0.495593,0.328,0.01007,0.046579,0.00143,F2,p,e,NC,1,1.9
859,e94110,0.757478,4.044,2.175,0.493117,0.412,0.0121,0.059347,0.001743,F2,p,e,NC,1,1.9
860,e94110,0.749149,4.015,2.225,0.490625,0.447,0.0124,0.065098,0.001806,F2,p,e,NC,1,1.9
861,e94110,0.740885,3.986,2.275,0.488118,0.449,0.01186,0.065368,0.001727,F2,p,e,NC,1,1.9
862,e94110,0.732683,3.957,2.325,0.485594,0.44,0.01106,0.063315,0.001592,F2,p,e,NC,1,1.9
863,e94110,0.724293,3.928,2.375,0.482938,0.421,0.01081,0.059717,0.001533,F2,p,e,NC,1,1.9
864,e94110,0.71622,3.899,2.425,0.480383,0.41,0.01071,0.057405,0.0015,F2,p,e,NC,1,1.9
865,e94110,0.708207,3.87,2.475,0.477813,0.416,0.01087,0.057684,0.001507,F2,p,e,NC,1,1.9
866,e94110,0.700255,3.841,2.525,0.475227,0.436,0.01202,0.060037,0.001655,F2,p,e,NC,1,1.9
867,e94110,0.692127,3.812,2.575,0.472508,0.464,0.01245,0.063614,0.001707,F2,p,e,NC,1,1.9
868,e94110,0.684297,3.783,2.625,0.46989,0.486,0.01452,0.066363,0.001983,F2,p,e,NC,1,1.9
869,e94110,0.676525,3.754,2.675,0.467257,0.54,0.01609,0.073486,0.00219,F2,p,e,NC,1,1.9
870,e94110,0.668811,3.725,2.725,0.464608,0.615,0.01793,0.083435,0.002432,F2,p,e,NC,1,1.9
871,e94110,0.661154,3.696,2.775,0.461943,0.701,0.01892,0.094832,0.00256,F2,p,e,NC,1,1.9
872,e94110,0.653334,3.667,2.825,0.459145,0.759,0.02039,0.102526,0.002754,F2,p,e,NC,1,1.9
873,e94110,0.645792,3.638,2.875,0.456449,0.8,0.01992,0.107949,0.002688,F2,p,e,NC,1,1.9
874,e94110,0.638306,3.609,2.925,0.453736,0.82,0.0206,0.110699,0.002781,F2,p,e,NC,1,1.9
875,e94110,0.63105,3.581,2.975,0.451058,0.807,0.01965,0.109148,0.002658,F2,p,e,NC,1,1.9
876,e94110,0.619811,3.537,3.05,0.446853,0.81,0.01973,0.109871,0.002676,F2,p,e,NC,1,1.9
877,e94110,0.605071,3.479,3.15,0.441185,0.824,0.01996,0.112172,0.002717,F2,p,e,NC,1,1.9
878,e94110,0.590742,3.421,3.25,0.435571,0.869,0.0237,0.118489,0.003232,F2,p,e,NC,1,1.9
879,e94110,0.576616,3.363,3.35,0.429894,0.924,0.02846,0.126038,0.003882,F2,p,e,NC,1,1.9
880,e94110,0.562679,3.306,3.45,0.424092,0.987,0.03976,0.134647,0.005424,F2,p,e,NC,1,1.9
881,e94110,0.54895,3.248,3.55,0.418289,1.077,0.04116,0.146485,0.005598,F2,p,e,NC,1,1.9
882,e94110,0.535243,3.19,3.65,0.412307,1.104,0.04223,0.149522,0.005719,F2,p,e,NC,1,1.9
883,e94110,0.521896,3.132,3.75,0.406378,1.197,0.04365,0.16097,0.00587,F2,p,e,NC,1,1.9
884,e94110,0.508574,3.074,3.85,0.40027,1.226,0.04921,0.163576,0.006566,F2,p,e,NC,1,1.9
885,e94110,0.935954,5.039,1.225,0.455461,0.002,0.001133,0.000496,0.000281,F2,p,e,NC,1,1.9
886,e94110,0.927102,5.007,1.275,0.453513,0.009,0.002182,0.002239,0.000543,F2,p,e,NC,1,1.9
887,e94110,0.917988,4.975,1.325,0.451447,0.012,0.002446,0.003,0.000612,F2,p,e,NC,1,1.9
888,e94110,0.908936,4.943,1.375,0.449369,0.041,0.002777,0.010295,0.000697,F2,p,e,NC,1,1.9
889,e94110,0.900129,4.912,1.425,0.447312,0.051,0.003476,0.012807,0.000873,F2,p,e,NC,1,1.9
890,e94110,0.891506,4.88,1.475,0.445319,0.064,0.003287,0.015917,0.000817,F2,p,e,NC,1,1.9
891,e94110,0.882634,4.848,1.525,0.443208,0.07,0.003166,0.017061,0.000772,F2,p,e,NC,1,1.9
892,e94110,0.873823,4.816,1.575,0.441085,0.067,0.003149,0.015856,0.000745,F2,p,e,NC,1,1.9
893,e94110,0.865252,4.785,1.625,0.438984,0.069,0.003182,0.015822,0.00073,F2,p,e,NC,1,1.9
894,e94110,0.856849,4.753,1.675,0.436947,0.072,0.00322,0.016043,0.000717,F2,p,e,NC,1,1.9
895,e94110,0.848211,4.721,1.725,0.43479,0.074,0.003252,0.016146,0.00071,F2,p,e,NC,1,1.9
896,e94110,0.839631,4.689,1.775,0.432622,0.088,0.004264,0.018926,0.000917,F2,p,e,NC,1,1.9
897,e94110,0.831565,4.658,1.825,0.430585,0.093,0.004306,0.019808,0.000917,F2,p,e,NC,1,1.9
898,e94110,0.823095,4.626,1.875,0.428394,0.106,0.004397,0.022461,0.000932,F2,p,e,NC,1,1.9
899,e94110,0.814681,4.594,1.925,0.426192,0.11,0.004461,0.023265,0.000943,F2,p,e,NC,1,1.9
900,e94110,0.806323,4.562,1.975,0.423979,0.123,0.00459,0.026044,0.000972,F2,p,e,NC,1,1.9
901,e94110,0.79846,4.531,2.025,0.421897,0.133,0.005605,0.028272,0.001191,F2,p,e,NC,1,1.9
902,e94110,0.790208,4.499,2.075,0.419661,0.163,0.005917,0.034939,0.001268,F2,p,e,NC,1,1.9
903,e94110,0.78201,4.467,2.125,0.417413,0.183,0.006357,0.039732,0.00138,F2,p,e,NC,1,1.9
904,e94110,0.774119,4.435,2.175,0.415262,0.209,0.007646,0.04606,0.001685,F2,p,e,NC,1,1.9
905,e94110,0.766198,4.404,2.225,0.413029,0.255,0.008456,0.056898,0.001887,F2,p,e,NC,1,1.9
906,e94110,0.758156,4.372,2.275,0.410747,0.259,0.007898,0.057729,0.00176,F2,p,e,NC,1,1.9
907,e94110,0.750166,4.34,2.325,0.408453,0.253,0.007908,0.055588,0.001738,F2,p,e,NC,1,1.9
908,e94110,0.742467,4.308,2.375,0.406256,0.236,0.006873,0.050869,0.001481,F2,p,e,NC,1,1.9
909,e94110,0.734748,4.277,2.425,0.403979,0.234,0.00774,0.049667,0.001643,F2,p,e,NC,1,1.9
910,e94110,0.726907,4.245,2.475,0.401651,0.247,0.00787,0.051811,0.001651,F2,p,e,NC,1,1.9
911,e94110,0.719117,4.213,2.525,0.399312,0.26,0.008028,0.054067,0.001669,F2,p,e,NC,1,1.9
912,e94110,0.711603,4.181,2.575,0.397068,0.271,0.008187,0.055938,0.00169,F2,p,e,NC,1,1.9
913,e94110,0.704078,4.15,2.625,0.394747,0.271,0.01007,0.055662,0.002068,F2,p,e,NC,1,1.9
914,e94110,0.696432,4.118,2.675,0.392373,0.303,0.0113,0.061951,0.00231,F2,p,e,NC,1,1.9
915,e94110,0.689052,4.086,2.725,0.390095,0.325,0.01164,0.066112,0.002368,F2,p,e,NC,1,1.9
916,e94110,0.681499,4.054,2.775,0.387698,0.377,0.01297,0.076385,0.002628,F2,p,e,NC,1,1.9
917,e94110,0.674161,4.023,2.825,0.385332,0.432,0.01396,0.087267,0.00282,F2,p,e,NC,1,1.9
918,e94110,0.666702,3.991,2.875,0.382913,0.454,0.01374,0.091538,0.00277,F2,p,e,NC,1,1.9
919,e94110,0.659496,3.959,2.925,0.380589,0.467,0.01459,0.09407,0.002939,F2,p,e,NC,1,1.9
920,e94110,0.652127,3.927,2.975,0.378146,0.462,0.01365,0.093169,0.002753,F2,p,e,NC,1,1.9
921,e94110,0.641324,3.88,3.05,0.374505,0.4564,0.01527,0.092272,0.003087,F2,p,e,NC,1,1.9
922,e94110,0.62705,3.816,3.15,0.369658,0.4693,0.01548,0.094983,0.003133,F2,p,e,NC,1,1.9
923,e94110,0.612918,3.753,3.25,0.364704,0.494,0.01584,0.100088,0.003209,F2,p,e,NC,1,1.9
924,e94110,0.598978,3.689,3.35,0.359764,0.5247,0.01704,0.106155,0.003447,F2,p,e,NC,1,1.9
925,e94110,0.58536,3.626,3.45,0.354825,0.5782,0.01778,0.116677,0.003588,F2,p,e,NC,1,1.9
926,e94110,0.571565,3.562,3.55,0.349689,0.6188,0.01909,0.124386,0.003837,F2,p,e,NC,1,1.9
927,e94110,0.558262,3.499,3.65,0.34466,0.6593,0.02039,0.131668,0.004072,F2,p,e,NC,1,1.9
928,e94110,0.544789,3.435,3.75,0.339433,0.7237,0.0213,0.143389,0.00422,F2,p,e,NC,1,1.9
929,e94110,0.53179,3.372,3.85,0.334313,0.7534,0.02244,0.147774,0.004401,F2,p,e,NC,1,1.9
930,e94110,0.913282,3.635,1.225,0.641177,0.009,0.003964,0.000608,0.000268,F2,p,e,NC,1,1.9
931,e94110,0.901475,3.61,1.275,0.638729,0.039,0.007148,0.002645,0.000485,F2,p,e,NC,1,1.9
932,e94110,0.889645,3.586,1.325,0.636172,0.11,0.01192,0.007501,0.000813,F2,p,e,NC,1,1.9
933,e94110,0.878129,3.561,1.375,0.633676,0.284,0.01524,0.019443,0.001043,F2,p,e,NC,1,1.9
934,e94110,0.866351,3.536,1.425,0.631031,0.412,0.01635,0.02829,0.001123,F2,p,e,NC,1,1.9
935,e94110,0.855358,3.512,1.475,0.628523,0.454,0.01519,0.031148,0.001042,F2,p,e,NC,1,1.9
936,e94110,0.84387,3.487,1.525,0.625827,0.449,0.01336,0.030656,0.000912,F2,p,e,NC,1,1.9
937,e94110,0.832903,3.462,1.575,0.62323,0.449,0.01185,0.030362,0.000801,F2,p,e,NC,1,1.9
938,e94110,0.821934,3.438,1.625,0.620522,0.448,0.01115,0.02999,0.000746,F2,p,e,NC,1,1.9
939,e94110,0.811226,3.413,1.675,0.617874,0.457,0.01149,0.030282,0.000761,F2,p,e,NC,1,1.9
940,e94110,0.800286,3.388,1.725,0.615075,0.488,0.01277,0.032119,0.00084,F2,p,e,NC,1,1.9
941,e94110,0.790064,3.364,1.775,0.612418,0.527,0.01407,0.034539,0.000922,F2,p,e,NC,1,1.9
942,e94110,0.779384,3.339,1.825,0.609566,0.558,0.01458,0.036523,0.000954,F2,p,e,NC,1,1.9
943,e94110,0.769169,3.314,1.875,0.606815,0.594,0.01518,0.03888,0.000994,F2,p,e,NC,1,1.9
944,e94110,0.75897,3.29,1.925,0.603954,0.651,0.01675,0.042737,0.0011,F2,p,e,NC,1,1.9
945,e94110,0.748988,3.265,1.975,0.601152,0.727,0.0185,0.047899,0.001219,F2,p,e,NC,1,1.9
946,e94110,0.738801,3.24,2.025,0.598194,0.741,0.01932,0.049137,0.001281,F2,p,e,NC,1,1.9
947,e94110,0.729271,3.216,2.075,0.595385,0.896,0.02237,0.059921,0.001496,F2,p,e,NC,1,1.9
948,e94110,0.719317,3.191,2.125,0.592374,1.004,0.0262,0.067926,0.001773,F2,p,e,NC,1,1.9
949,e94110,0.709778,3.166,2.175,0.589467,1.274,0.03196,0.087263,0.002189,F2,p,e,NC,1,1.9
950,e94110,0.700273,3.142,2.225,0.586451,1.469,0.03309,0.101716,0.002291,F2,p,e,NC,1,1.9
951,e94110,0.690945,3.117,2.275,0.583491,1.467,0.02891,0.101707,0.002004,F2,p,e,NC,1,1.9
952,e94110,0.681434,3.092,2.325,0.580372,1.429,0.02817,0.098451,0.001941,F2,p,e,NC,1,1.9
953,e94110,0.672529,3.068,2.375,0.57741,1.327,0.02826,0.090572,0.001929,F2,p,e,NC,1,1.9
954,e94110,0.66323,3.043,2.425,0.574237,1.271,0.0269,0.086105,0.001822,F2,p,e,NC,1,1.9
955,e94110,0.654302,3.018,2.475,0.57117,1.254,0.02636,0.084463,0.001775,F2,p,e,NC,1,1.9
956,e94110,0.645423,2.994,2.525,0.567997,1.325,0.03363,0.089021,0.002259,F2,p,e,NC,1,1.9
957,e94110,0.636685,2.969,2.575,0.564876,1.36,0.03528,0.091164,0.002365,F2,p,e,NC,1,1.9
958,e94110,0.627787,2.944,2.625,0.561595,1.432,0.03672,0.095938,0.00246,F2,p,e,NC,1,1.9
959,e94110,0.619447,2.92,2.675,0.558477,1.577,0.03988,0.105617,0.002671,F2,p,e,NC,1,1.9
960,e94110,0.61074,2.895,2.725,0.555141,1.754,0.04459,0.117525,0.002988,F2,p,e,NC,1,1.9
961,e94110,0.602366,2.87,2.775,0.551912,2.022,0.04913,0.135482,0.003292,F2,p,e,NC,1,1.9
962,e94110,0.594053,2.846,2.825,0.54858,2.239,0.05124,0.150259,0.003439,F2,p,e,NC,1,1.9
963,e94110,0.585851,2.821,2.875,0.545297,2.368,0.05157,0.15905,0.003464,F2,p,e,NC,1,1.9
964,e94110,0.577508,2.796,2.925,0.541851,2.323,0.05031,0.156376,0.003387,F2,p,e,NC,1,1.9
965,e94110,0.569681,2.772,2.975,0.538576,2.308,0.04934,0.155723,0.003329,F2,p,e,NC,1,1.9
966,e94110,0.557775,2.735,3.05,0.533482,2.271,0.04991,0.153793,0.00338,F2,p,e,NC,1,1.9
967,e94110,0.541978,2.685,3.15,0.526505,2.293,0.05193,0.156006,0.003533,F2,p,e,NC,1,1.9
968,e94110,0.5267,2.636,3.25,0.519486,2.409,0.06029,0.164622,0.00412,F2,p,e,NC,1,1.9
969,e94110,0.511729,2.587,3.35,0.512359,2.584,0.06351,0.17717,0.004355,F2,p,e,NC,1,1.9
970,e94110,0.496859,2.537,3.45,0.505051,2.716,0.06633,0.186456,0.004554,F2,p,e,NC,1,1.9
971,e94110,0.482475,2.488,3.55,0.497706,2.849,0.06826,0.195527,0.004685,F2,p,e,NC,1,1.9
972,e94110,0.468371,2.439,3.65,0.490254,2.989,0.07176,0.204598,0.004912,F2,p,e,NC,1,1.9
973,e94110,0.454348,2.389,3.75,0.482614,3.18,0.07178,0.216501,0.004887,F2,p,e,NC,1,1.9
974,e94110,0.440782,2.34,3.85,0.474944,3.311,0.07218,0.223906,0.004881,F2,p,e,NC,1,1.9
975,e94110,0.621527,0.568,1.225,0.903651,44.49,5.872,0.025866,0.003414,F2,p,e,NC,1,1.9
976,e94110,0.587335,0.561,1.275,0.90094,83.27,5.175,0.050464,0.003136,F2,p,e,NC,1,1.9
977,e94110,0.553929,0.553,1.325,0.897899,185.0,9.274,0.116685,0.005849,F2,p,e,NC,1,1.9
978,e94110,0.524253,0.546,1.375,0.894736,332.9,9.659,0.218481,0.006339,F2,p,e,NC,1,1.9
979,e94110,0.496938,0.539,1.425,0.891396,421.3,10.09,0.287169,0.006878,F2,p,e,NC,1,1.9
980,e94110,0.471611,0.531,1.475,0.887934,507.8,10.02,0.357426,0.007053,F2,p,e,NC,1,1.9
981,e94110,0.448213,0.524,1.525,0.884229,477.6,9.222,0.348088,0.006721,F2,p,e,NC,1,1.9
982,e94110,0.42648,0.517,1.575,0.880337,395.2,7.84,0.297904,0.00591,F2,p,e,NC,1,1.9
983,e94110,0.406053,0.509,1.625,0.876305,315.7,6.269,0.244909,0.004863,F2,p,e,NC,1,1.9
984,e94110,0.387139,0.502,1.675,0.872024,266.3,5.434,0.213282,0.004352,F2,p,e,NC,1,1.9
985,e94110,0.368697,0.494,1.725,0.867426,227.3,4.837,0.187364,0.003987,F2,p,e,NC,1,1.9
986,e94110,0.352129,0.487,1.775,0.862733,207.7,4.48,0.176385,0.003805,F2,p,e,NC,1,1.9
987,e94110,0.337008,0.48,1.825,0.85801,197.5,4.294,0.172266,0.003745,F2,p,e,NC,1,1.9
988,e94110,0.321645,0.472,1.875,0.852758,194.3,4.272,0.17376,0.00382,F2,p,e,NC,1,1.9
989,e94110,0.307821,0.465,1.925,0.847431,196.4,4.306,0.18025,0.003952,F2,p,e,NC,1,1.9
990,e94110,0.295122,0.458,1.975,0.84208,202.4,4.388,0.190075,0.004121,F2,p,e,NC,1,1.9
991,e94110,0.28212,0.45,2.025,0.836135,217.2,4.7,0.208342,0.004508,F2,p,e,NC,1,1.9
992,e94110,0.270415,0.443,2.075,0.83014,220.8,4.834,0.216629,0.004743,F2,p,e,NC,1,1.9
993,e94110,0.25931,0.436,2.125,0.823919,243.6,5.261,0.244237,0.005275,F2,p,e,NC,1,1.9
994,e94110,0.248452,0.428,2.175,0.817451,282.4,5.974,0.28788,0.00609,F2,p,e,NC,1,1.9
995,e94110,0.238415,0.421,2.225,0.810757,325.6,6.558,0.338742,0.006823,F2,p,e,NC,1,1.9
996,e94110,0.228304,0.413,2.275,0.803562,332.1,6.519,0.351232,0.006895,F2,p,e,NC,1,1.9
997,e94110,0.219427,0.406,2.325,0.796606,299.5,5.906,0.321679,0.006343,F2,p,e,NC,1,1.9
998,e94110,0.210728,0.399,2.375,0.789182,267.6,5.304,0.292094,0.005789,F2,p,e,NC,1,1.9
999,e94110,0.201901,0.391,2.425,0.781194,254.1,5.06,0.28101,0.005596,F2,p,e,NC,1,1.9
1000,e94110,0.193963,0.384,2.475,0.773258,239.5,6.055,0.269113,0.006804,F2,p,e,NC,1,1.9
1001,e94110,0.186538,0.377,2.525,0.765325,235.5,5.969,0.268439,0.006804,F2,p,e,NC,1,1.9
1002,e94110,0.178762,0.369,2.575,0.756511,231.9,5.936,0.267682,0.006852,F2,p,e,NC,1,1.9
1003,e94110,0.171779,0.362,2.625,0.747803,231.8,5.959,0.271725,0.006985,F2,p,e,NC,1,1.9
1004,e94110,0.164755,0.354,2.675,0.738675,236.1,6.125,0.279511,0.007251,F2,p,e,NC,1,1.9
1005,e94110,0.158317,0.347,2.725,0.729434,253.3,5.845,0.303761,0.007009,F2,p,e,NC,1,1.9
1006,e94110,0.152128,0.34,2.775,0.719934,261.3,5.857,0.316489,0.007094,F2,p,e,NC,1,1.9
1007,e94110,0.145734,0.332,2.825,0.709668,265.5,5.912,0.322659,0.007185,F2,p,e,NC,1,1.9
1008,e94110,0.140122,0.325,2.875,0.6999,258.4,5.727,0.315276,0.006988,F2,p,e,NC,1,1.9
1009,e94110,0.134599,0.318,2.925,0.689593,245.4,5.428,0.300954,0.006657,F2,p,e,NC,1,1.9
1010,e94110,0.128859,0.31,2.975,0.678432,227.4,5.038,0.279133,0.006184,F2,p,e,NC,1,1.9
1011,e94110,0.121075,0.299,3.05,0.661867,207.4,4.547,0.255483,0.005601,F2,p,e,NC,1,1.9
1012,e94110,0.111199,0.284,3.15,0.638654,188.1,4.143,0.231652,0.005102,F2,p,e,NC,1,1.9
1013,e94110,0.102261,0.27,3.25,0.614741,178.1,3.995,0.219755,0.004929,F2,p,e,NC,1,1.9
1014,e94110,0.093587,0.255,3.35,0.589244,174.0,4.041,0.212749,0.004941,F2,p,e,NC,1,1.9
1015,e94110,0.085377,0.24,3.45,0.562276,171.1,3.931,0.206472,0.004744,F2,p,e,NC,1,1.9
1016,e94110,0.077707,0.225,3.55,0.534441,173.3,3.933,0.204803,0.004648,F2,p,e,NC,1,1.9
1017,e94110,0.070806,0.211,3.65,0.506547,169.1,3.825,0.195727,0.004427,F2,p,e,NC,1,1.9
1018,e94110,0.063921,0.196,3.75,0.476231,163.5,3.692,0.183083,0.004134,F2,p,e,NC,1,1.9
1019,e94110,0.057447,0.181,3.85,0.4451,160.5,3.78,0.172103,0.004053,F2,p,e,NC,1,1.9
1020,e94110,0.747075,1.022,1.225,0.800764,4.782,0.6289,0.016905,0.002223,F2,p,e,NC,1,1.9
1021,e94110,0.718837,1.009,1.275,0.797158,11.37,0.5867,0.041057,0.002119,F2,p,e,NC,1,1.9
1022,e94110,0.691097,0.996,1.325,0.793258,18.82,0.9613,0.06948,0.003549,F2,p,e,NC,1,1.9
1023,e94110,0.664933,0.982,1.375,0.789309,36.35,1.062,0.136688,0.003993,F2,p,e,NC,1,1.9
1024,e94110,0.639869,0.969,1.425,0.785114,49.64,1.126,0.190531,0.004322,F2,p,e,NC,1,1.9
1025,e94110,0.616764,0.956,1.475,0.780939,61.98,1.097,0.242274,0.004288,F2,p,e,NC,1,1.9
1026,e94110,0.593994,0.943,1.525,0.776443,55.99,0.9697,0.223222,0.003866,F2,p,e,NC,1,1.9
1027,e94110,0.571661,0.929,1.575,0.771706,51.55,0.8886,0.209397,0.00361,F2,p,e,NC,1,1.9
1028,e94110,0.55156,0.916,1.625,0.767077,43.27,0.741,0.179059,0.003066,F2,p,e,NC,1,1.9
1029,e94110,0.531716,0.903,1.675,0.762105,38.43,0.6615,0.162317,0.002794,F2,p,e,NC,1,1.9
1030,e94110,0.513285,0.89,1.725,0.757166,35.55,0.6158,0.152975,0.00265,F2,p,e,NC,1,1.9
1031,e94110,0.494508,0.876,1.775,0.751764,34.26,0.5949,0.15013,0.002607,F2,p,e,NC,1,1.9
1032,e94110,0.477062,0.863,1.825,0.746295,34.23,0.596,0.152769,0.00266,F2,p,e,NC,1,1.9
1033,e94110,0.460793,0.85,1.875,0.740866,34.78,0.6075,0.157647,0.002754,F2,p,e,NC,1,1.9
